Departure,Return,Electric bike,Departure station,Return station,Membership type,Covered distance (m),Duration (sec.),Departure temperature (C),Return temperature (C),Stopover duration (sec.),Number of stopovers
2023-08-01 0:00,2023-08-01 0:00,FALSE,0242 8th & Commercial,0250 Woodland & 4th,Community Pass,635,128,19,20,0,0
2023-08-01 0:00,2023-08-01 0:00,FALSE,0192 7th &  Alder,0081 7th & Heather,Pay Per Ride,4310,1106,20,21,0,0
2023-08-01 0:00,2023-08-01 0:00,FALSE,0300 Bute & Barclay,0048 Comox & Broughton,365 Day Pass Standard,2462,800,21,21,0,0
2023-08-01 0:00,2023-08-01 0:00,FALSE,0192 7th &  Alder,0155 Arbutus & McNicoll,Pay Per Ride,8239,2418,20,22,0,0
2023-08-01 0:00,2023-08-01 0:00,FALSE,0217 Smithe & Burrard,0040 Cardero & Davie,30 Day Pass,1517,467,22,23,0,0
2023-08-01 0:00,2023-08-01 0:00,FALSE,0484 Yew & Broadway,0205 Pine & 10th,365 Day Pass Standard,1014,401,19,18,0,0
2023-08-01 0:00,2023-08-01 0:00,TRUE,0144 Wylie & 2nd,0177 Quebec & 1st,365 Day Pass Standard,999,211,16,20,0,0
2023-08-01 0:00,2023-08-01 0:00,FALSE,0484 Yew & Broadway,0205 Pine & 10th,365 Corporate Plus,1000,453,20,20,0,0
2023-08-01 0:00,2023-08-01 0:00,FALSE,0201 Shaw Tower,0058 Richards & Smithe,30 Day Pass,1668,718,20,21,0,0
2023-07-31 23:00,2023-08-01 0:00,FALSE,0305 Georgia & Homer,0196 Hornby & Drake,30 Day Pass,1598,548,21,22,0,0
2023-07-31 23:00,2023-08-01 0:00,FALSE,0192 7th &  Alder,0155 Arbutus & McNicoll,Pay Per Ride,9358,2547,20,23,0,0
2023-07-31 23:00,2023-08-01 0:00,TRUE,0192 7th &  Alder,0081 7th & Heather,Pay Per Ride,5691,1472,14,19,0,0
2023-07-31 23:00,2023-08-01 0:00,TRUE,0006 Olympic Village Station,0064 Expo & Smithe,Community Pass E-bike (PWD),1342,2777,17,21,0,0
2023-07-31 23:00,2023-08-01 0:00,FALSE,0065 Cypress & Cornwall,0191 7th & Laurel,365 Day Pass Standard,2481,959,19,20,0,0
2023-07-31 23:00,2023-08-01 0:00,TRUE,0187 Bute & Davie,0102 Stanley Park - Second Beach North,Community Pass E-bike,2393,490,16,20,0,0
2023-07-31 23:00,2023-08-01 0:00,TRUE,0011 Ontario & Seawall,0298 6th & Carolina,24 Hour,2364,975,16,12,0,0
2023-07-31 23:00,2023-08-01 0:00,TRUE,0011 Ontario & Seawall,0298 6th & Carolina,24 Hour,2264,1006,18,22,0,0
2023-07-31 23:00,2023-08-01 0:00,TRUE,0192 7th &  Alder,0081 7th & Heather,Pay Per Ride,6087,1715,17,21,0,0
2023-07-31 23:00,2023-07-31 23:00,FALSE,0172 10th & Columbia,0176 10th & Ontario,30 Day Pass,343,119,20,20,0,0
2023-07-31 23:00,2023-07-31 23:00,FALSE,0010 Stamps Landing,0192 7th &  Alder,30 Day Pass,1490,365,19,18,0,0
2023-07-31 23:00,2023-07-31 23:00,TRUE,0021 Cordova & Granville,0050 Bute & Comox,Pay Per Ride,1778,440,17,13,0,0
2023-07-31 23:00,2023-07-31 23:00,TRUE,0244 10th & Commercial,0352 Commercial & 20th,VIP,1033,241,17,21,0,0
2023-07-31 23:00,2023-08-01 0:00,FALSE,0197 1st & Scotia,0044 Pacific & Richards,365 Day Pass Plus,3285,850,20,20,0,0
2023-07-31 23:00,2023-07-31 23:00,TRUE,0282 14th & Fraser,0298 6th & Carolina,VIP,1213,363,14,12,0,0
2023-07-31 23:00,2023-07-31 23:00,FALSE,0150 Alexander & Main,0150 Alexander & Main,Community Pass E-bike (PWD),0,157,21,20,0,0
2023-07-31 23:00,2023-07-31 23:00,TRUE,0006 Olympic Village Station,0006 Olympic Village Station,Community Pass E-bike (PWD),0,9,17,21,0,0
2023-07-31 23:00,2023-07-31 23:00,FALSE,0240 2nd & Commercial,0219 Hawks & Union,Community Pass,2299,519,20,22,0,0
2023-07-31 23:00,2023-07-31 23:00,TRUE,0006 Olympic Village Station,0006 Olympic Village Station,Community Pass E-bike (PWD),0,7,17,21,0,0
2023-07-31 23:00,2023-07-31 23:00,FALSE,0150 Alexander & Main,0150 Alexander & Main,Community Pass E-bike (PWD),0,57,21,20,0,0
2023-07-31 23:00,2023-07-31 23:00,TRUE,0024 Hornby & Pender,0310 Jervis & Robson,365 Corporate Standard Renewal,1233,276,17,20,0,0
2023-07-31 23:00,2023-07-31 23:00,FALSE,0036 Bute & Robson,0096 Nicola & Robson,Community Pass,820,240,21,22,0,0
2023-07-31 23:00,2023-07-31 23:00,TRUE,0052 Cambie & Water,0126 Thurlow & Pendrell,365 Corporate Plus,3235,684,16,14,0,0
2023-07-31 23:00,2023-07-31 23:00,FALSE,0282 14th & Fraser,0074 10th & Main,365 Day Pass Standard,1374,445,19,20,0,0
2023-07-31 23:00,2023-07-31 23:00,TRUE,0126 Thurlow & Pendrell,0098 Carrall & Hastings,Pay Per Ride,2921,958,18,14,0,0
2023-07-31 23:00,2023-07-31 23:00,TRUE,0126 Thurlow & Pendrell,0126 Thurlow & Pendrell,Pay Per Ride,0,13,18,15,0,0
2023-07-31 23:00,2023-08-01 0:00,FALSE,0170 8th & Yukon,0278 15th & Victoria (Trout Lake),365 Corporate Plus,5182,1759,20,21,0,0
2023-07-31 23:00,2023-07-31 23:00,FALSE,0078 Nelson & Mainland,0199 Georgia & Main,30 Day Pass,1958,719,21,22,0,0
2023-07-31 23:00,2023-07-31 23:00,FALSE,0211 14th & Alder,0064 Expo & Smithe,365 Day Pass Standard,3285,793,21,22,0,0
2023-07-31 23:00,2023-07-31 23:00,FALSE,0191 7th & Laurel,0065 Cypress & Cornwall,365 Day Pass Standard,2644,980,20,21,0,0
2023-07-31 23:00,2023-07-31 23:00,FALSE,0030 Abbott & Cordova,0058 Richards & Smithe,30 Day Pass,1323,433,21,21,0,0
2023-07-31 23:00,2023-07-31 23:00,TRUE,0060 Bidwell & Burnaby,0196 Hornby & Drake,30 Day Pass,1624,669,17,21,0,0
2023-07-31 23:00,2023-07-31 23:00,FALSE,0126 Thurlow & Pendrell,0138 Richards & Helmcken,30 Day Pass,871,256,22,23,0,0
2023-07-31 23:00,2023-07-31 23:00,TRUE,0060 Bidwell & Burnaby,0196 Hornby & Drake,30 Day Pass,1643,687,15,19,0,0
2023-07-31 23:00,2023-07-31 23:00,TRUE,0440 Point Grey & Blenheim,0154 Kitsilano Beach Park,30 Day Pass,1915,488,15,12,0,0
2023-07-31 23:00,2023-07-31 23:00,TRUE,0440 Point Grey & Blenheim,0440 Point Grey & Blenheim,30 Day Pass,0,6,15,18,0,0
2023-07-31 23:00,2023-07-31 23:00,TRUE,0060 Bidwell & Burnaby,0060 Bidwell & Burnaby,30 Day Pass,0,8,17,13,0,0
2023-07-31 23:00,2023-07-31 23:00,FALSE,0228 Keefer & Hawks,0150 Alexander & Main,Community Pass,1799,709,20,22,0,0
2023-07-31 23:00,2023-07-31 23:00,TRUE,0235 Charles & Commercial,0240 2nd & Commercial,Pay Per Ride,1139,1312,15,11,0,0
2023-07-31 23:00,2023-07-31 23:00,TRUE,0159 Vine & 4th,0196 Hornby & Drake,365 Day Pass Standard,2637,568,14,11,0,0
2023-07-31 23:00,2023-07-31 23:00,FALSE,0058 Richards & Smithe,0035 Hastings & Broughton,365 Day Pass Standard,2060,403,21,23,0,0
2023-07-31 23:00,2023-07-31 23:00,TRUE,0235 Charles & Commercial,0235 Charles & Commercial,Pay Per Ride,0,10,15,19,0,0
2023-07-31 23:00,2023-07-31 23:00,FALSE,0410 Alma & Point Grey,0440 Point Grey & Blenheim,30 Day Pass,816,176,19,21,0,0
2023-07-31 23:00,2023-07-31 23:00,FALSE,0030 Abbott & Cordova,0053 Keefer & Abbott,365 Day Pass Standard SALE,381,173,21,20,0,0
2023-07-31 23:00,2023-07-31 23:00,TRUE,0235 Charles & Commercial,0235 Charles & Commercial,Pay Per Ride,0,8,15,11,0,0
2023-07-31 23:00,2023-07-31 23:00,TRUE,0082 Richards & Davie,0082 Richards & Davie,365 Corporate Standard,1653,434,18,22,0,0
2023-07-31 23:00,2023-07-31 23:00,FALSE,0101 Stanley Park - Vancouver Aquarium,0005 Dunsmuir & Beatty,365 Corporate Plus,3767,990,19,21,0,0
2023-07-31 23:00,2023-07-31 23:00,TRUE,0004 Yaletown-Roundhouse Station,0187 Bute & Davie,Pay Per Ride,1252,343,18,21,0,0
2023-07-31 23:00,2023-07-31 23:00,FALSE,0066 Anderson & 2nd,0153 Arbutus Greenway & Fir,365 Day Pass Standard,557,200,21,22,0,0
2023-07-31 23:00,2023-07-31 23:00,TRUE,0065 Cypress & Cornwall,0011 Ontario & Seawall,24 Hour,4259,1956,17,20,0,0
2023-07-31 23:00,2023-07-31 23:00,TRUE,0065 Cypress & Cornwall,0011 Ontario & Seawall,24 Hour,4276,1966,19,14,0,0
2023-07-31 23:00,2023-07-31 23:00,FALSE,0071 14th & Granville,0071 14th & Granville,365 Day Pass Plus,837,264,20,22,0,0
2023-07-31 23:00,2023-07-31 23:00,FALSE,0305 Georgia & Homer,0035 Hastings & Broughton,365 Day Pass Plus,1598,432,21,23,0,0
2023-07-31 23:00,2023-07-31 23:00,FALSE,0039 Helmcken & Burrard,0122 Haro & Denman,365 Day Pass Standard,1976,543,22,24,0,0
2023-07-31 23:00,2023-07-31 23:00,FALSE,0105 Stanley Park - Totem Poles,0014 Canada Place,Pay Per Ride,4084,1222,19,20,0,0
2023-07-31 23:00,2023-07-31 23:00,FALSE,0105 Stanley Park - Totem Poles,0014 Canada Place,30 Day Pass,4084,1228,20,21,0,0
2023-07-31 23:00,2023-07-31 23:00,FALSE,0105 Stanley Park - Totem Poles,0014 Canada Place,Pay Per Ride,4094,1236,19,18,0,0
2023-07-31 23:00,2023-07-31 23:00,FALSE,0011 Ontario & Seawall,0057 Marinaside & Cooperage,365 Day Founding Standard,1700,485,20,21,0,0
2023-07-31 23:00,2023-07-31 23:00,FALSE,0040 Cardero & Davie,0066 Anderson & 2nd,365 Day Pass Standard SALE,3375,1059,21,22,0,0
2023-07-31 23:00,2023-07-31 23:00,FALSE,0119 3rd & Quebec,0211 14th & Alder,Pay Per Ride,3287,780,21,23,0,0
2023-07-31 23:00,2023-07-31 23:00,FALSE,0001 10th & Cambie,0257 Prince Edward & 14th,30 Day Pass,1801,479,22,23,0,0
2023-07-31 23:00,2023-07-31 23:00,FALSE,0196 Hornby & Drake,0037 Hornby & Nelson,365 Day Pass Plus,555,170,21,22,0,0
2023-07-31 23:00,2023-07-31 23:00,FALSE,0001 10th & Cambie,0257 Prince Edward & 14th,30 Day Pass,1784,553,21,22,0,0
2023-07-31 23:00,2023-07-31 23:00,FALSE,0193 Science World,0229 Keefer & Princess,Community Pass,1547,457,22,22,0,0
2023-07-31 23:00,2023-07-31 23:00,FALSE,0221 Glen & Union,0229 Keefer & Princess,Community Pass E-bike,957,306,20,21,0,0
2023-07-31 23:00,2023-07-31 23:00,TRUE,0260 10th & Fraser,0074 10th & Main,VIP,938,241,16,19,0,0
2023-07-31 23:00,2023-07-31 23:00,TRUE,0557 30th & Ontario,0211 14th & Alder,365 Day Pass Standard,3631,729,14,19,0,0
2023-07-31 23:00,2023-07-31 23:00,FALSE,0187 Bute & Davie,0138 Richards & Helmcken,365 Corporate Standard,1845,753,21,22,159,1
2023-07-31 23:00,2023-07-31 23:00,TRUE,0187 Bute & Davie,0198 5th & Main,365 Day Pass Standard,4236,1134,17,21,137,1
2023-07-31 23:00,2023-07-31 23:00,TRUE,0557 30th & Ontario,0557 30th & Ontario,365 Day Pass Standard,80,47,15,18,0,0
2023-07-31 23:00,2023-07-31 23:00,TRUE,0015 Granville & Georgia,0310 Jervis & Robson,365 Day Pass Standard SALE,1046,323,18,14,0,0
2023-07-31 23:00,2023-07-31 23:00,FALSE,0154 Kitsilano Beach Park,0154 Kitsilano Beach Park,Pay Per Ride,0,27,18,17,0,0
2023-07-31 23:00,2023-07-31 23:00,TRUE,0036 Bute & Robson,0138 Richards & Helmcken,Pay Per Ride,1409,489,16,13,0,0
2023-07-31 23:00,2023-07-31 23:00,TRUE,0300 Bute & Barclay,0060 Bidwell & Burnaby,30 Day Pass,1352,353,17,14,0,0
2023-07-31 23:00,2023-07-31 23:00,TRUE,0112 10th & Oak,0166 Alder & 11th,365 Corporate Plus,478,121,16,12,0,0
2023-07-31 23:00,2023-08-01 8:00,FALSE,0154 Kitsilano Beach Park,0197 1st & Scotia,Pay Per Ride,6134,32092,18,16,0,0
2023-07-31 23:00,2023-07-31 23:00,FALSE,0025 Homer & Robson (Vancouver Public Library),0150 Alexander & Main,30 Day Pass,1703,842,21,21,0,0
2023-07-31 23:00,2023-07-31 23:00,FALSE,0300 Bute & Barclay,0087 Broughton & Davie,30 Day Pass,827,580,22,22,0,0
2023-07-31 23:00,2023-07-31 23:00,FALSE,0035 Hastings & Broughton,0190 Melville & Bute,365 Corporate Plus,11051,2858,20,23,401,1
2023-07-31 23:00,2023-08-01 0:00,FALSE,0063 Robson & Granville,0123 Georgia & Thurlow,365 Corporate Plus Renewal,710,242,0,23,0,0
2023-07-31 23:00,2023-07-31 23:00,TRUE,0076 Cypress & 4th,0401 Wallace & 4th,VIP,3303,843,16,12,10,1
2023-07-31 23:00,2023-07-31 23:00,FALSE,0154 Kitsilano Beach Park,0218 Carrall & Seawall,30 Day Pass,6513,1994,21,23,0,0
2023-07-31 23:00,2023-07-31 23:00,TRUE,0154 Kitsilano Beach Park,0218 Carrall & Seawall,24 Hour,6445,2007,17,20,0,0
2023-07-31 23:00,2023-07-31 23:00,FALSE,0154 Kitsilano Beach Park,0218 Carrall & Seawall,365 Day Pass Plus,6501,2047,21,22,0,0
2023-07-31 23:00,2023-07-31 23:00,FALSE,0006 Olympic Village Station,0200 Cardero & Bayshore,365 Day Pass Plus,3832,1415,22,22,0,0
2023-07-31 23:00,2023-07-31 23:00,TRUE,0139 Burrard & 4th,0401 Wallace & 4th,VIP,3445,970,17,13,0,0
2023-07-31 23:00,2023-07-31 23:00,FALSE,0161 Alexander & Dunlevy,0053 Keefer & Abbott,24 Hour,1709,899,22,22,0,0
2023-07-31 23:00,2023-07-31 23:00,FALSE,0161 Alexander & Dunlevy,0053 Keefer & Abbott,24 Hour,1717,888,22,22,0,0
2023-07-31 23:00,2023-07-31 23:00,FALSE,0066 Anderson & 2nd,0246 Glen & Broadway,Community Pass E-bike,5774,1627,22,23,0,0
2023-07-31 23:00,2023-07-31 23:00,TRUE,0026 Beatty & Robson,0207 Alberni & Jervis,365 Day Pass Plus SALE,1568,549,18,22,0,0
2023-07-31 23:00,2023-07-31 23:00,FALSE,0139 Burrard & 4th,0076 Cypress & 4th,VIP,224,253,20,20,0,0
2023-07-31 22:00,2023-07-31 23:00,FALSE,0300 Bute & Barclay,0084 Beach & Broughton,365 Day Pass Plus SALE,1184,359,21,21,0,0
2023-07-31 22:00,2023-07-31 23:00,FALSE,0057 Marinaside & Cooperage,0138 Richards & Helmcken,365 Corporate Standard Renewal,1161,557,22,22,0,0
2023-07-31 22:00,2023-07-31 23:00,FALSE,0001 10th & Cambie,0112 10th & Oak,365 Corporate Plus,937,414,20,21,0,0
2023-07-31 22:00,2023-07-31 23:00,FALSE,0012 Dunsmuir & Richards,0217 Smithe & Burrard,30 Day Pass,1176,426,22,23,0,0
2023-07-31 22:00,2023-07-31 23:00,FALSE,0300 Bute & Barclay,0083 Aquatic Centre,365 Day Pass Standard,1031,271,21,22,0,0
2023-07-31 22:00,2023-07-31 23:00,FALSE,0008 8th & Ash,0232 Britannia Parking Lot,365 Day Pass Plus SALE,5205,1349,21,22,0,0
2023-07-31 22:00,2023-07-31 23:00,FALSE,0122 Haro & Denman,0064 Expo & Smithe,30 Day Pass,3346,904,20,22,0,0
2023-07-31 22:00,2023-07-31 23:00,TRUE,0223 Commercial & Adanac,0212 Union & Dunlevy,365 Day Pass Plus,1929,346,16,12,0,0
2023-07-31 22:00,2023-07-31 23:00,TRUE,0058 Richards & Smithe,0174 1st & Manitoba,Pay Per Ride,2754,513,17,21,0,0
2023-07-31 22:00,2023-07-31 22:00,FALSE,0012 Dunsmuir & Richards,0058 Richards & Smithe,Pay Per Ride,557,142,21,21,0,0
2023-07-31 22:00,2023-07-31 23:00,TRUE,0563 22nd & Main,0052 Cambie & Water,Pay Per Ride,4639,1279,15,14,0,0
2023-07-31 22:00,2023-07-31 23:00,FALSE,0278 15th & Victoria (Trout Lake),0235 Charles & Commercial,Community Pass E-bike (PWD),2640,941,19,20,0,0
2023-07-31 22:00,2023-07-31 22:00,FALSE,0017 Marinaside & Davie,0148 Creekside Park North,365 Day Pass Standard,1378,293,21,23,0,0
2023-07-31 22:00,2023-07-31 22:00,FALSE,0087 Broughton & Davie,0092 Chilco & Barclay,30 Day Pass,1341,340,20,23,0,0
2023-07-31 22:00,2023-07-31 22:00,FALSE,0082 Richards & Davie,0025 Homer & Robson (Vancouver Public Library),365 Corporate Plus,849,330,21,21,0,0
2023-07-31 22:00,2023-07-31 22:00,FALSE,0150 Alexander & Main,0129 Richards & Robson,30 Day Pass,1568,576,21,20,0,0
2023-07-31 22:00,2023-07-31 23:00,TRUE,0004 Yaletown-Roundhouse Station,0006 Olympic Village Station,Community Pass E-bike (PWD),3234,3362,19,20,1750,1
2023-07-31 22:00,2023-07-31 22:00,TRUE,0173 Columbia & 1st,0266 St Catherines & 7th,VIP,2268,465,16,20,0,0
2023-07-31 22:00,2023-07-31 22:00,FALSE,0480 Arbutus & Nanton,0110 5th & Arbutus,365 Day Pass Plus SALE,2652,711,19,20,0,0
2023-07-31 22:00,2023-07-31 22:00,TRUE,0173 Columbia & 1st,0266 St Catherines & 7th,VIP,2278,478,16,20,0,0
2023-07-31 22:00,2023-07-31 22:00,FALSE,0008 8th & Ash,0177 Quebec & 1st,365 Corporate Standard,1803,480,22,23,0,0
2023-07-31 22:00,2023-07-31 22:00,FALSE,0058 Richards & Smithe,0012 Dunsmuir & Richards,30 Day Pass,547,258,22,22,0,0
2023-07-31 22:00,2023-07-31 22:00,FALSE,0074 10th & Main,0001 10th & Cambie,Pay Per Ride,920,242,20,22,0,0
2023-07-31 22:00,2023-07-31 22:00,FALSE,0041 Cardero & Robson,0088 Harwood & Bute,24 Hour,1439,510,22,20,0,0
2023-07-31 22:00,2023-07-31 23:00,FALSE,0315 1st & Fir,0148 Creekside Park North,30 Day Pass,8670,2644,21,24,0,0
2023-07-31 22:00,2023-07-31 23:00,TRUE,0173 Columbia & 1st,0631 Lakewood & Triumph,VIP,6137,2565,16,19,446,1
2023-07-31 22:00,2023-07-31 23:00,FALSE,0400 Jericho Beach,0154 Kitsilano Beach Park,365 Day Pass Plus,3067,1063,19,19,0,0
2023-07-31 22:00,2023-07-31 22:00,FALSE,0081 7th & Heather,0081 7th & Heather,365 Day Pass Standard,2315,762,21,24,0,0
2023-07-31 22:00,2023-07-31 23:00,TRUE,0060 Bidwell & Burnaby,0065 Cypress & Cornwall,24 Hour,5193,2150,16,13,0,0
2023-07-31 22:00,2023-07-31 23:00,FALSE,0400 Jericho Beach,0154 Kitsilano Beach Park,30 Day Pass,3056,1066,20,21,0,0
2023-07-31 22:00,2023-07-31 22:00,FALSE,0400 Jericho Beach,0400 Jericho Beach,365 Day Pass Plus,0,41,20,19,0,0
2023-07-31 22:00,2023-07-31 23:00,TRUE,0400 Jericho Beach,0154 Kitsilano Beach Park,24 Hour,3028,1134,16,20,0,0
2023-07-31 22:00,2023-07-31 22:00,TRUE,0060 Bidwell & Burnaby,0060 Bidwell & Burnaby,24 Hour,0,7,16,19,0,0
2023-07-31 22:00,2023-07-31 22:00,FALSE,0138 Richards & Helmcken,0012 Dunsmuir & Richards,30 Day Pass,929,485,22,24,0,0
2023-07-31 22:00,2023-07-31 22:00,FALSE,0138 Richards & Helmcken,0058 Richards & Smithe,30 Day Pass,394,197,22,22,0,0
2023-07-31 22:00,2023-07-31 22:00,TRUE,0159 Vine & 4th,0204 York & Yew,Pay Per Ride,1971,531,16,19,0,0
2023-07-31 22:00,2023-07-31 23:00,FALSE,0174 1st & Manitoba,0245 Woodland & 10th,365 Corporate Plus,3497,1275,22,22,0,0
2023-07-31 22:00,2023-07-31 23:00,FALSE,0154 Kitsilano Beach Park,0166 Alder & 11th,30 Day Pass,3381,1227,18,20,0,0
2023-07-31 22:00,2023-07-31 23:00,TRUE,0060 Bidwell & Burnaby,0065 Cypress & Cornwall,24 Hour,5250,2267,18,22,0,0
2023-07-31 22:00,2023-07-31 22:00,TRUE,0093 Chilco & Robson,0088 Harwood & Bute,365 Day Founding Plus,2058,452,14,12,0,0
2023-07-31 22:00,2023-07-31 22:00,FALSE,0174 1st & Manitoba,0174 1st & Manitoba,365 Corporate Plus,0,17,21,21,0,0
2023-07-31 22:00,2023-07-31 23:00,FALSE,0174 1st & Manitoba,0245 Woodland & 10th,365 Corporate Plus,3483,1340,21,20,0,0
2023-07-31 22:00,2023-07-31 22:00,FALSE,0187 Bute & Davie,0300 Bute & Barclay,365 Day Pass Plus,412,146,22,22,0,0
2023-07-31 22:00,2023-07-31 23:00,FALSE,0400 Jericho Beach,0001 10th & Cambie,30 Day Pass,6883,1996,19,21,0,0
2023-07-31 22:00,2023-07-31 23:00,FALSE,0400 Jericho Beach,0001 10th & Cambie,30 Day Pass,6814,1920,20,21,0,0
2023-07-31 22:00,2023-07-31 22:00,FALSE,0039 Helmcken & Burrard,0040 Cardero & Davie,Community Pass E-bike,1272,306,22,24,0,0
2023-07-31 22:00,2023-07-31 22:00,FALSE,0006 Olympic Village Station,0139 Burrard & 4th,30 Day Pass,2713,822,19,22,0,0
2023-07-31 22:00,2023-07-31 22:00,TRUE,0159 Vine & 4th,0159 Vine & 4th,Pay Per Ride,0,76,16,20,0,0
2023-07-31 22:00,2023-07-31 22:00,FALSE,0011 Ontario & Seawall,0044 Pacific & Richards,365 Corporate Plus Renewal,3167,716,21,23,0,0
2023-07-31 22:00,2023-07-31 22:00,TRUE,0030 Abbott & Cordova,0287 Carolina & Great Northern Way,VIP,3089,693,17,21,0,0
2023-07-31 22:00,2023-07-31 22:00,FALSE,0236 Keith & 6th,0631 Lakewood & Triumph,365 Day Pass Standard SALE,4298,912,21,22,0,0
2023-07-31 22:00,2023-07-31 23:00,FALSE,0052 Cambie & Water,0014 Canada Place,24 Hour,4676,2052,21,20,0,0
2023-07-31 22:00,2023-07-31 22:00,TRUE,0075 Arbutus & 10th,0482 East Blvd & 37th,Pay Per Ride,3436,834,17,14,0,0
2023-07-31 22:00,2023-07-31 22:00,FALSE,0011 Ontario & Seawall,0197 1st & Scotia,365 Day Pass Plus,761,239,21,21,0,0
2023-07-31 22:00,2023-07-31 22:00,FALSE,0124 Richards & Cordova,0089 Burrard & Drake,365 Day Pass Plus,2119,770,22,22,0,0
2023-07-31 22:00,2023-07-31 22:00,TRUE,0075 Arbutus & 10th,0075 Arbutus & 10th,Pay Per Ride,0,7,17,13,0,0
2023-07-31 22:00,2023-07-31 22:00,TRUE,0075 Arbutus & 10th,0075 Arbutus & 10th,Pay Per Ride,0,7,17,14,0,0
2023-07-31 22:00,2023-07-31 22:00,FALSE,0211 14th & Alder,0484 Yew & Broadway,30 Day Pass,2685,707,20,23,0,0
2023-07-31 22:00,2023-07-31 22:00,FALSE,0037 Hornby & Nelson,0108 1st & Chestnut,30 Day Pass,2193,749,22,23,0,0
