Departure,Return,Electric bike,Departure station,Return station,Membership type,Covered distance (m),Duration (sec.),Departure temperature (C),Return temperature (C),Stopover duration (sec.),Number of stopovers
2023-05-01 0:00,2023-05-01 0:00,FALSE,0070 10th & Granville,0071 14th & Granville,Community Pass,473,227,15,15,0,0
2023-05-01 0:00,2023-05-01 0:00,TRUE,0026 Beatty & Robson,0300 Bute & Barclay,365 Day Pass Plus,1550,380,10,14,0,0
2023-05-01 0:00,2023-05-01 0:00,FALSE,0031 Morton & Denman,0041 Cardero & Robson,365 Day Pass Standard,967,209,15,16,0,0
2023-04-30 23:00,2023-05-01 0:00,TRUE,0484 Yew & Broadway,0484 Yew & Broadway,VIP,3428,1259,9,6,0,0
2023-04-30 23:00,2023-05-01 0:00,TRUE,0314 Rolston & Granville,0053 Keefer & Abbott,365 Day Pass Standard,3144,653,11,9,0,0
2023-04-30 23:00,2023-05-01 0:00,FALSE,0154 Kitsilano Beach Park,0082 Richards & Davie,365 Day Pass Standard,2711,770,14,16,0,0
2023-04-30 23:00,2023-05-01 0:00,TRUE,0484 Yew & Broadway,0484 Yew & Broadway,VIP,3569,1354,10,14,0,0
2023-04-30 23:00,2023-04-30 23:00,TRUE,0484 Yew & Broadway,0484 Yew & Broadway,VIP,25,95,9,13,0,0
2023-04-30 23:00,2023-05-01 0:00,FALSE,0229 Keefer & Princess,0227 Campbell & Hastings,Community Pass,2123,786,14,14,0,0
2023-04-30 23:00,2023-05-01 0:00,TRUE,0150 Alexander & Main,0642 Franklin & Nanaimo,Community Pass E-bike (PWD),3316,796,11,15,0,0
2023-04-30 23:00,2023-05-01 1:00,TRUE,0212 Union & Dunlevy,0002 Burrard Station (Melville & Dunsmuir),Pay Per Ride,17475,6204,10,6,0,0
2023-04-30 23:00,2023-05-01 1:00,TRUE,0212 Union & Dunlevy,0002 Burrard Station (Melville & Dunsmuir),Pay Per Ride,17326,6240,10,13,0,0
2023-04-30 23:00,2023-04-30 23:00,FALSE,0088 Harwood & Bute,0057 Marinaside & Cooperage,365 Day Pass Standard SALE,2699,511,14,17,0,0
2023-04-30 23:00,2023-04-30 23:00,TRUE,0212 Union & Dunlevy,0212 Union & Dunlevy,Pay Per Ride,0,8,10,14,0,0
2023-04-30 23:00,2023-04-30 23:00,FALSE,0256 Prince Edward & 16th,0246 Glen & Broadway,30 Day Pass,2013,536,13,15,0,0
2023-04-30 23:00,2023-04-30 23:00,TRUE,0005 Dunsmuir & Beatty,0217 Smithe & Burrard,365 Day Pass Standard SALE,1481,390,10,6,0,0
2023-04-30 23:00,2023-04-30 23:00,FALSE,0001 10th & Cambie,0283 15th & Knight,Community Pass E-bike,3430,932,14,15,0,0
2023-04-30 23:00,2023-04-30 23:00,TRUE,0026 Beatty & Robson,0207 Alberni & Jervis,365 Day Pass Plus SALE,1576,391,11,9,0,0
2023-04-30 23:00,2023-04-30 23:00,TRUE,0026 Beatty & Robson,0087 Broughton & Davie,VIP,2280,581,10,7,0,0
2023-04-30 23:00,2023-04-30 23:00,FALSE,0069 7th & Granville,0191 7th & Laurel,365 Day Pass Standard,1088,374,14,14,0,0
2023-04-30 23:00,2023-04-30 23:00,FALSE,0112 10th & Oak,0245 Woodland & 10th,365 Day Pass Standard,4026,1312,14,15,0,0
2023-04-30 23:00,2023-04-30 23:00,TRUE,0079 Nelson & Richards,0079 Nelson & Richards,24 Hour,1342,429,12,9,27,1
2023-04-30 23:00,2023-04-30 23:00,FALSE,0079 Nelson & Richards,0079 Nelson & Richards,30 Day Pass,1331,443,15,17,51,1
2023-04-30 23:00,2023-04-30 23:00,TRUE,0079 Nelson & Richards,0079 Nelson & Richards,30 Day Pass,1288,433,11,7,45,1
2023-04-30 23:00,2023-04-30 23:00,TRUE,0045 Beach & Hornby,0045 Beach & Hornby,Pay Per Ride,5779,1828,11,7,0,0
2023-04-30 23:00,2023-04-30 23:00,FALSE,0244 10th & Commercial,0282 14th & Fraser,365 Day Pass Standard,2050,640,14,15,0,0
2023-04-30 23:00,2023-05-01 0:00,FALSE,0196 Hornby & Drake,0063 Robson & Granville,365 Day Pass Plus,4,3224,15,14,1630,5
2023-04-30 23:00,2023-04-30 23:00,FALSE,0063 Robson & Granville,0050 Bute & Comox,365 Corporate Plus Renewal,1212,364,15,17,0,0
2023-04-30 23:00,2023-04-30 23:00,TRUE,0150 Alexander & Main,0092 Chilco & Barclay,Community Pass E-bike (PWD),4030,759,10,8,0,0
2023-04-30 23:00,2023-04-30 23:00,TRUE,0253 Charles & Woodland,0631 Lakewood & Triumph,VIP,2204,455,9,6,0,0
2023-04-30 23:00,2023-04-30 23:00,FALSE,0136 David Lam Park - West,0082 Richards & Davie,365 Day Pass Standard,749,358,14,15,0,0
2023-04-30 23:00,2023-04-30 23:00,TRUE,0196 Hornby & Drake,0076 Cypress & 4th,Pay Per Ride,2176,648,12,8,0,0
2023-04-30 23:00,2023-04-30 23:00,FALSE,0055 Keefer & Columbia,0030 Abbott & Cordova,365 Corporate Plus,798,226,15,15,0,0
2023-04-30 23:00,2023-04-30 23:00,FALSE,0082 Richards & Davie,0044 Pacific & Richards,365 Day Pass Standard,336,123,15,15,0,0
2023-04-30 23:00,2023-04-30 23:00,FALSE,0190 Melville & Bute,0223 Commercial & Adanac,365 Day Founding Standard,4751,1040,14,16,0,0
2023-04-30 23:00,2023-04-30 23:00,TRUE,0057 Marinaside & Cooperage,0057 Marinaside & Cooperage,Pay Per Ride,8400,2744,11,7,0,0
2023-04-30 23:00,2023-04-30 23:00,TRUE,0266 St Catherines & 7th,0266 St Catherines & 7th,365 Day Pass Standard,0,14,10,7,0,0
2023-04-30 23:00,2023-04-30 23:00,FALSE,0006 Olympic Village Station,0354 Station & Terminal,365 Day Pass Plus,1733,358,15,17,0,0
2023-04-30 23:00,2023-04-30 23:00,TRUE,0133 Ontario & 16th,0107 8th & Ontario,365 Day Pass Plus,780,185,11,8,0,0
2023-04-30 23:00,2023-04-30 23:00,FALSE,0092 Chilco & Barclay,0092 Chilco & Barclay,365 Day Pass Plus,988,403,14,15,100,1
2023-04-30 23:00,2023-04-30 23:00,FALSE,0030 Abbott & Cordova,0060 Bidwell & Burnaby,365 Day Pass Standard,3391,877,15,18,0,0
2023-04-30 23:00,2023-04-30 23:00,TRUE,0063 Robson & Granville,0037 Hornby & Nelson,365 Day Pass Standard,486,183,12,15,0,0
2023-04-30 23:00,2023-04-30 23:00,TRUE,0063 Robson & Granville,0063 Robson & Granville,365 Day Pass Standard,2,13,12,15,0,0
2023-04-30 23:00,2023-04-30 23:00,FALSE,0354 Station & Terminal,0280 Triumph & Victoria,365 Day Pass Standard,3871,1244,14,16,0,0
2023-04-30 23:00,2023-04-30 23:00,FALSE,0082 Richards & Davie,0012 Dunsmuir & Richards,Community Pass E-bike,1116,437,14,16,0,0
2023-04-30 23:00,2023-04-30 23:00,FALSE,0187 Bute & Davie,0053 Keefer & Abbott,30 Day Pass,2899,1161,14,15,0,0
2023-04-30 23:00,2023-04-30 23:00,FALSE,0240 2nd & Commercial,0245 Woodland & 10th,365 Day Pass Plus,1108,251,14,16,0,0
2023-04-30 23:00,2023-04-30 23:00,FALSE,0244 10th & Commercial,0282 14th & Fraser,365 Day Pass Standard,1927,620,14,15,0,0
2023-04-30 23:00,2023-04-30 23:00,FALSE,0187 Bute & Davie,0037 Hornby & Nelson,30 Day Pass,886,489,15,15,0,0
2023-04-30 22:00,2023-04-30 23:00,FALSE,0092 Chilco & Barclay,0096 Nicola & Robson,30 Day Pass,1302,433,14,13,0,0
2023-04-30 22:00,2023-04-30 23:00,TRUE,0066 Anderson & 2nd,0053 Keefer & Abbott,30 Day Pass,4334,738,11,8,0,0
2023-04-30 22:00,2023-04-30 23:00,FALSE,0196 Hornby & Drake,0045 Beach & Hornby,365 Day Pass Plus,308,113,15,13,0,0
2023-04-30 22:00,2023-04-30 23:00,FALSE,0196 Hornby & Drake,0045 Beach & Hornby,365 Day Pass Plus,308,129,15,16,0,0
2023-04-30 22:00,2023-04-30 23:00,FALSE,0084 Beach & Broughton,0011 Ontario & Seawall,365 Day Pass Plus,4494,1073,15,17,0,0
2023-04-30 22:00,2023-04-30 23:00,FALSE,0084 Beach & Broughton,0011 Ontario & Seawall,365 Day Pass Plus,4469,1120,15,17,0,0
2023-04-30 22:00,2023-04-30 23:00,FALSE,0126 Thurlow & Pendrell,0064 Expo & Smithe,365 Day Pass Standard,1858,868,15,12,0,0
2023-04-30 22:00,2023-05-01 0:00,TRUE,0065 Cypress & Cornwall,0093 Chilco & Robson,Pay Per Ride,9062,4146,10,14,259,1
2023-04-30 22:00,2023-04-30 23:00,TRUE,0159 Vine & 4th,0143 South False Creek Seawall,365 Day Pass Standard,2717,519,10,8,0,0
2023-04-30 22:00,2023-04-30 22:00,FALSE,0082 Richards & Davie,0129 Richards & Robson,365 Corporate Plus,728,295,14,15,0,0
2023-04-30 22:00,2023-04-30 22:00,FALSE,0187 Bute & Davie,0002 Burrard Station (Melville & Dunsmuir),Community Pass,1282,338,14,17,0,0
2023-04-30 22:00,2023-04-30 23:00,FALSE,0103 Stanley Park - Third Beach Parking Lot,0052 Cambie & Water,24 Hour,5833,1883,13,15,0,0
2023-04-30 22:00,2023-04-30 23:00,FALSE,0103 Stanley Park - Third Beach Parking Lot,0052 Cambie & Water,24 Hour,5907,1861,12,14,0,0
2023-04-30 22:00,2023-04-30 22:00,FALSE,0002 Burrard Station (Melville & Dunsmuir),0035 Hastings & Broughton,365 Day Pass Plus SALE,612,460,14,15,0,0
2023-04-30 22:00,2023-04-30 22:00,FALSE,0041 Cardero & Robson,0084 Beach & Broughton,365 Day Pass Plus,1341,590,15,15,0,0
2023-04-30 22:00,2023-04-30 22:00,FALSE,0041 Cardero & Robson,0084 Beach & Broughton,365 Day Pass Plus,1302,543,14,16,0,0
2023-04-30 22:00,2023-04-30 22:00,TRUE,0201 Shaw Tower,0040 Cardero & Davie,365 Day Pass Standard,2083,374,12,15,0,0
2023-04-30 22:00,2023-04-30 22:00,FALSE,0017 Marinaside & Davie,0148 Creekside Park North,365 Day Pass Standard,1349,297,14,17,0,0
2023-04-30 22:00,2023-04-30 23:00,FALSE,0050 Bute & Comox,0079 Nelson & Richards,30 Day Pass,2985,1680,16,16,603,1
2023-04-30 22:00,2023-04-30 22:00,FALSE,0126 Thurlow & Pendrell,0057 Marinaside & Cooperage,365 Day Pass Plus SALE,1735,510,15,18,0,0
2023-04-30 22:00,2023-04-30 22:00,FALSE,0058 Richards & Smithe,0044 Pacific & Richards,365 Corporate Plus,902,359,15,16,0,0
2023-04-30 22:00,2023-04-30 22:00,FALSE,0997 Workshop - Demo Station,0980 Workshop - Balancer Bike Check In,VIP,26,50,17,15,0,0
2023-04-30 22:00,2023-04-30 22:00,FALSE,0039 Helmcken & Burrard,0093 Chilco & Robson,Community Pass,2172,871,14,15,0,0
2023-04-30 22:00,2023-04-30 22:00,TRUE,0100 Stanley Park - Prospect Point,0014 Canada Place,Pay Per Ride,4839,1110,8,13,0,0
2023-04-30 22:00,2023-04-30 22:00,FALSE,0129 Richards & Robson,0058 Richards & Smithe,365 Corporate Plus,177,60,15,15,0,0
2023-04-30 22:00,2023-04-30 22:00,TRUE,0100 Stanley Park - Prospect Point,0100 Stanley Park - Prospect Point,Pay Per Ride,0,15,8,4,0,0
2023-04-30 22:00,2023-04-30 23:00,TRUE,0207 Alberni & Jervis,0079 Nelson & Richards,24 Hour,3168,1946,10,7,773,2
2023-04-30 22:00,2023-04-30 22:00,TRUE,0207 Alberni & Jervis,0207 Alberni & Jervis,24 Hour,0,8,10,7,0,0
2023-04-30 22:00,2023-04-30 22:00,FALSE,0207 Alberni & Jervis,0050 Bute & Comox,30 Day Pass,724,300,14,16,0,0
2023-04-30 22:00,2023-04-30 23:00,TRUE,0310 Jervis & Robson,0079 Nelson & Richards,30 Day Pass,2986,2004,11,9,793,2
2023-04-30 22:00,2023-04-30 23:00,FALSE,0310 Jervis & Robson,0079 Nelson & Richards,30 Day Pass,3791,2047,14,16,574,1
2023-04-30 22:00,2023-04-30 22:00,TRUE,0310 Jervis & Robson,0310 Jervis & Robson,30 Day Pass,0,6,11,7,0,0
2023-04-30 22:00,2023-04-30 22:00,TRUE,0240 2nd & Commercial,0237 Glen & 6th,365 Day Pass Standard SALE,1354,312,11,15,0,0
2023-04-30 22:00,2023-04-30 23:00,TRUE,0991 HQ Workshop,0015 Granville & Georgia,VIP,3572,2290,14,15,0,0
2023-04-30 22:00,2023-04-30 22:00,FALSE,0148 Creekside Park North,0084 Beach & Broughton,365 Corporate Plus,3943,984,14,17,0,0
2023-04-30 22:00,2023-04-30 23:00,TRUE,0044 Pacific & Richards,0050 Bute & Comox,Pay Per Ride,9664,5325,12,8,1040,2
2023-04-30 22:00,2023-04-30 22:00,FALSE,0108 1st & Chestnut,0028 Davie & Beach,Pay Per Ride,3295,1370,14,16,0,0
2023-04-30 22:00,2023-04-30 22:00,TRUE,0044 Pacific & Richards,0065 Cypress & Cornwall,Pay Per Ride,2120,637,10,7,0,0
2023-04-30 22:00,2023-04-30 22:00,FALSE,0006 Olympic Village Station,0174 1st & Manitoba,365 Corporate Plus Renewal,953,334,15,15,0,0
2023-04-30 22:00,2023-04-30 22:00,FALSE,0108 1st & Chestnut,0028 Davie & Beach,Pay Per Ride,3416,1603,15,13,0,0
2023-04-30 22:00,2023-04-30 22:00,FALSE,0228 Keefer & Hawks,0126 Thurlow & Pendrell,365 Day Pass Standard,4633,1244,15,17,0,0
2023-04-30 22:00,2023-04-30 22:00,TRUE,0174 1st & Manitoba,0172 10th & Columbia,365 Day Pass Standard,1360,334,11,15,0,0
2023-04-30 22:00,2023-04-30 23:00,FALSE,0187 Bute & Davie,0196 Hornby & Drake,365 Day Pass Plus,6,3583,15,14,1871,7
2023-04-30 22:00,2023-04-30 22:00,FALSE,0236 Keith & 6th,0266 St Catherines & 7th,365 Corporate Standard,506,147,14,15,0,0
2023-04-30 22:00,2023-04-30 22:00,FALSE,0012 Dunsmuir & Richards,0136 David Lam Park - West,365 Day Pass Standard,1841,619,14,16,0,0
2023-04-30 22:00,2023-04-30 22:00,FALSE,0255 18th & Main,0176 10th & Ontario,Pay Per Ride,1096,489,14,15,0,0
2023-04-30 22:00,2023-04-30 22:00,FALSE,0255 18th & Main,0176 10th & Ontario,365 Day Pass Standard SALE,1108,494,13,14,0,0
2023-04-30 22:00,2023-04-30 22:00,FALSE,0010 Stamps Landing,0174 1st & Manitoba,365 Day Pass Standard,1306,471,14,16,0,0
2023-04-30 22:00,2023-04-30 22:00,FALSE,0159 Vine & 4th,0166 Alder & 11th,30 Day Pass,3038,1021,15,17,0,0
2023-04-30 22:00,2023-04-30 22:00,FALSE,0057 Marinaside & Cooperage,0193 Science World,365 Day Pass Plus,1388,406,15,14,0,0
2023-04-30 22:00,2023-04-30 22:00,FALSE,0092 Chilco & Barclay,0092 Chilco & Barclay,365 Day Founding Standard,1112,1635,15,15,1304,1
2023-04-30 22:00,2023-04-30 22:00,FALSE,0032 Comox & Denman,0084 Beach & Broughton,30 Day Pass,1092,374,15,14,0,0
2023-04-30 22:00,2023-04-30 22:00,TRUE,0105 Stanley Park - Totem Poles,0100 Stanley Park - Prospect Point,Pay Per Ride,3608,1484,9,6,0,0
2023-04-30 22:00,2023-04-30 22:00,FALSE,0470 Balsam & Cornwall,0218 Carrall & Seawall,365 Day Pass Plus,5121,1171,13,15,0,0
2023-04-30 22:00,2023-04-30 22:00,TRUE,0004 Yaletown-Roundhouse Station,0044 Pacific & Richards,Community Pass E-bike,504,138,12,9,0,0
2023-04-30 22:00,2023-04-30 22:00,FALSE,0089 Burrard & Drake,0063 Robson & Granville,365 Day Pass Plus,1092,407,14,15,0,0
2023-04-30 22:00,2023-04-30 22:00,FALSE,0089 Burrard & Drake,0063 Robson & Granville,365 Day Pass Plus,1074,426,14,15,0,0
2023-04-30 22:00,2023-04-30 22:00,TRUE,0066 Anderson & 2nd,0193 Science World,365 Day Pass Plus,3398,649,11,8,0,0
2023-04-30 22:00,2023-04-30 22:00,FALSE,0063 Robson & Granville,0004 Yaletown-Roundhouse Station,30 Day Pass,1227,804,15,17,192,2
2023-04-30 22:00,2023-04-30 22:00,FALSE,0144 Wylie & 2nd,0217 Smithe & Burrard,365 Corporate Plus,2307,756,15,16,0,0
2023-04-30 21:00,2023-04-30 22:00,TRUE,0209 Stanley Park - Information Booth,0105 Stanley Park - Totem Poles,Pay Per Ride,2032,710,8,6,0,0
2023-04-30 21:00,2023-05-01 11:00,FALSE,0006 Olympic Village Station,0174 1st & Manitoba,24 Hour,1392,47627,14,17,0,0
2023-04-30 21:00,2023-04-30 22:00,FALSE,0006 Olympic Village Station,0174 1st & Manitoba,24 Hour,1433,710,14,14,0,0
2023-04-30 21:00,2023-04-30 21:00,FALSE,0039 Helmcken & Burrard,0088 Harwood & Bute,30 Day Pass,818,258,15,16,0,0
2023-04-30 21:00,2023-04-30 22:00,FALSE,0030 Abbott & Cordova,0032 Comox & Denman,365 Day Pass Standard,3436,1331,14,16,0,0
2023-04-30 21:00,2023-04-30 22:00,TRUE,0112 10th & Oak,0110 5th & Arbutus,30 Day Pass,2479,507,12,15,0,0
2023-04-30 21:00,2023-04-30 22:00,FALSE,0036 Bute & Robson,0196 Hornby & Drake,365 Day Pass Standard,1384,460,14,14,0,0
2023-04-30 21:00,2023-04-30 21:00,FALSE,0126 Thurlow & Pendrell,0037 Hornby & Nelson,365 Day Pass Plus SALE,726,295,15,16,0,0
2023-04-30 21:00,2023-04-30 21:00,FALSE,0126 Thurlow & Pendrell,0037 Hornby & Nelson,365 Day Pass Plus SALE,728,306,15,16,0,0
2023-04-30 21:00,2023-04-30 22:00,FALSE,0305 Georgia & Homer,0225 McLean & Pender,365 Day Pass Plus SALE,3673,870,14,17,0,0
2023-04-30 21:00,2023-04-30 21:00,FALSE,0017 Marinaside & Davie,0055 Keefer & Columbia,365 Corporate Plus,1594,443,14,16,0,0
2023-04-30 21:00,2023-04-30 21:00,TRUE,0217 Smithe & Burrard,0190 Melville & Bute,24 Hour,958,337,11,7,0,0
2023-04-30 21:00,2023-04-30 21:00,TRUE,0217 Smithe & Burrard,0190 Melville & Bute,24 Hour,954,375,12,16,0,0
2023-04-30 21:00,2023-04-30 21:00,TRUE,0531 18th & Cambie,0143 South False Creek Seawall,365 Day Pass Standard,2368,563,10,8,0,0
2023-04-30 21:00,2023-04-30 21:00,TRUE,0217 Smithe & Burrard,0190 Melville & Bute,24 Hour,955,441,11,15,0,0
2023-04-30 21:00,2023-04-30 22:00,FALSE,0100 Stanley Park - Prospect Point,0028 Davie & Beach,Pay Per Ride,4271,808,13,16,0,0
2023-04-30 21:00,2023-04-30 21:00,TRUE,0531 18th & Cambie,0531 18th & Cambie,365 Day Pass Standard,0,6,10,13,0,0
2023-04-30 21:00,2023-04-30 21:00,TRUE,0217 Smithe & Burrard,0190 Melville & Bute,24 Hour,960,476,10,14,0,0
2023-04-30 21:00,2023-04-30 21:00,FALSE,0217 Smithe & Burrard,0217 Smithe & Burrard,24 Hour,18,94,15,14,0,0
2023-04-30 21:00,2023-04-30 21:00,FALSE,0015 Granville & Georgia,0187 Bute & Davie,365 Day Pass Standard SALE,1621,561,14,16,0,0
2023-04-30 21:00,2023-04-30 21:00,FALSE,0015 Granville & Georgia,0187 Bute & Davie,365 Day Pass Standard,1594,552,15,16,0,0
2023-04-30 21:00,2023-04-30 22:00,FALSE,0100 Stanley Park - Prospect Point,0028 Davie & Beach,Pay Per Ride,4122,836,13,15,0,0
2023-04-30 21:00,2023-04-30 21:00,TRUE,0217 Smithe & Burrard,0190 Melville & Bute,24 Hour,966,487,12,15,0,0
2023-04-30 21:00,2023-04-30 22:00,FALSE,0100 Stanley Park - Prospect Point,0031 Morton & Denman,Pay Per Ride,4245,1036,13,15,0,0
2023-04-30 21:00,2023-04-30 21:00,FALSE,0028 Davie & Beach,0028 Davie & Beach,Pay Per Ride,867,385,14,12,0,0
2023-04-30 21:00,2023-04-30 22:00,TRUE,0123 Georgia & Thurlow,0166 Alder & 11th,Community Pass E-bike,4389,1150,10,14,0,0
2023-04-30 21:00,2023-04-30 22:00,FALSE,0063 Robson & Granville,0063 Robson & Granville,30 Day Pass,1556,1187,15,17,232,2
2023-04-30 21:00,2023-04-30 21:00,FALSE,0532 22nd & Cambie,0130 Heather & 16th,365 Corporate Standard,943,283,14,13,0,0
2023-04-30 21:00,2023-04-30 22:00,FALSE,0089 Burrard & Drake,0414 Dunbar & 6th,30 Day Pass,5064,1617,15,17,0,0
2023-04-30 21:00,2023-04-30 21:00,FALSE,0100 Stanley Park - Prospect Point,0313 Nelson & Denman,365 Day Pass Plus,4443,908,12,12,0,0
2023-04-30 21:00,2023-04-30 21:00,FALSE,0100 Stanley Park - Prospect Point,0313 Nelson & Denman,365 Day Pass Plus,4480,971,12,14,0,0
2023-04-30 21:00,2023-04-30 21:00,FALSE,0159 Vine & 4th,0041 Cardero & Robson,365 Day Pass Standard,4463,1089,14,15,0,0
2023-04-30 21:00,2023-04-30 21:00,FALSE,0126 Thurlow & Pendrell,0041 Cardero & Robson,365 Corporate Plus,1345,458,15,16,0,0
2023-04-30 21:00,2023-04-30 21:00,FALSE,0071 14th & Granville,0112 10th & Oak,365 Day Pass Plus SALE,1551,678,14,15,0,0
2023-04-30 21:00,2023-04-30 21:00,FALSE,0198 5th & Main,0266 St Catherines & 7th,365 Day Pass Standard SALE,1294,369,14,16,0,0
2023-04-30 21:00,2023-04-30 21:00,TRUE,0039 Helmcken & Burrard,0126 Thurlow & Pendrell,Community Pass E-bike (PWD),860,253,11,9,0,0
2023-04-30 21:00,2023-04-30 21:00,FALSE,0065 Cypress & Cornwall,0053 Keefer & Abbott,30 Day Pass,3832,954,14,16,0,0
2023-04-30 21:00,2023-04-30 22:00,FALSE,0035 Hastings & Broughton,0187 Bute & Davie,365 Day Pass Plus,2,2716,15,14,1463,5
2023-04-30 21:00,2023-04-30 21:00,FALSE,0036 Bute & Robson,0217 Smithe & Burrard,365 Day Pass Standard SALE,500,147,14,14,0,0
2023-04-30 21:00,2023-04-30 21:00,TRUE,0110 5th & Arbutus,0112 10th & Oak,30 Day Pass,2769,600,11,7,0,0
2023-04-30 21:00,2023-04-30 21:00,TRUE,0064 Expo & Smithe,0126 Thurlow & Pendrell,365 Day Pass Standard,1770,493,9,13,0,0
2023-04-30 21:00,2023-04-30 21:00,FALSE,0036 Bute & Robson,0040 Cardero & Davie,365 Day Pass Standard,1184,548,14,13,0,0
2023-04-30 21:00,2023-04-30 21:00,TRUE,0064 Expo & Smithe,0064 Expo & Smithe,365 Day Pass Standard,1,12,9,12,0,0
2023-04-30 21:00,2023-04-30 21:00,FALSE,0025 Homer & Robson (Vancouver Public Library),0034 Cordova & Bute,Pay Per Ride,1743,540,15,16,0,0
2023-04-30 21:00,2023-04-30 21:00,TRUE,0310 Jervis & Robson,0217 Smithe & Burrard,24 Hour,1087,600,10,7,0,0
2023-04-30 21:00,2023-04-30 21:00,TRUE,0310 Jervis & Robson,0310 Jervis & Robson,24 Hour,1,15,10,6,0,0
2023-04-30 21:00,2023-04-30 21:00,TRUE,0310 Jervis & Robson,0217 Smithe & Burrard,24 Hour,1225,601,10,7,0,0
2023-04-30 21:00,2023-04-30 21:00,FALSE,0213 Pender & Gore,0066 Anderson & 2nd,Community Pass,4576,1502,15,13,0,0
2023-04-30 21:00,2023-04-30 21:00,TRUE,0173 Columbia & 1st,0054 Expo & Carrall,365 Day Pass Standard,1561,399,11,14,0,0
2023-04-30 21:00,2023-04-30 21:00,TRUE,0028 Davie & Beach,0187 Bute & Davie,365 Day Pass Plus SALE,931,262,11,8,0,0
2023-04-30 21:00,2023-04-30 21:00,TRUE,0400 Jericho Beach,0065 Cypress & Cornwall,30 Day Pass,4049,998,10,7,0,0
2023-04-30 21:00,2023-04-30 21:00,FALSE,0196 Hornby & Drake,0196 Hornby & Drake,365 Corporate Standard Renewal,1084,500,14,15,168,1
2023-04-30 21:00,2023-04-30 21:00,TRUE,0400 Jericho Beach,0065 Cypress & Cornwall,30 Day Pass,3942,1027,9,13,0,0
2023-04-30 21:00,2023-04-30 21:00,FALSE,0250 Woodland & 4th,0250 Woodland & 4th,Community Pass,1645,669,14,16,0,0
2023-04-30 21:00,2023-04-30 22:00,FALSE,0308 Seymour & Cordova,0014 Canada Place,Pay Per Ride,3622,3890,15,15,0,0
2023-04-30 21:00,2023-04-30 22:00,FALSE,0308 Seymour & Cordova,0014 Canada Place,Pay Per Ride,3187,3922,16,16,0,0
2023-04-30 21:00,2023-04-30 21:00,TRUE,0140 Burrard & 7th,0036 Bute & Robson,365 Day Pass Standard SALE,3365,825,10,14,0,0
2023-04-30 21:00,2023-04-30 22:00,FALSE,0012 Dunsmuir & Richards,0044 Pacific & Richards,Community Pass E-bike,15482,3371,14,16,0,0
2023-04-30 21:00,2023-04-30 21:00,FALSE,0098 Carrall & Hastings,0177 Quebec & 1st,365 Day Pass Standard SALE,1598,545,15,16,0,0
2023-04-30 21:00,2023-04-30 21:00,FALSE,0012 Dunsmuir & Richards,0035 Hastings & Broughton,365 Day Pass Standard,2211,572,15,14,0,0
2023-04-30 21:00,2023-04-30 21:00,FALSE,0186 10th & Kingsway,0246 Glen & Broadway,365 Day Pass Plus SALE,1339,321,14,16,0,0
