Departure,Return,Bike,Electric bike,Departure station,Return station,Membership type,Covered distance (m),Duration (sec.),Departure temperature (C),Return temperature (C),Stopover duration (sec.),Number of stopovers
2023-12-31 23:00,2023-12-31 23:00,30197,TRUE,0010 Stamps Landing,0143 South False Creek Seawall,Pay Per Ride,936,437,3,8,0,0
2023-12-31 23:00,2023-12-31 23:00,1827,FALSE,0225 McLean & Pender,0254 Grandview & Commercial,365 Day Founding Plus,2135,692,8,9,0,0
2023-12-31 23:00,2023-12-31 23:00,30038,TRUE,0010 Stamps Landing,0010 Stamps Landing,Pay Per Ride,0,7,3,7,0,0
2023-12-31 23:00,2023-12-31 23:00,538,FALSE,0193 Science World,0004 Yaletown-Roundhouse Station,30 Day Pass,3185,1215,10,9,0,0
2023-12-31 22:00,2023-12-31 23:00,655,FALSE,0079 Nelson & Richards,0129 Richards & Robson,365 Day Pass Plus SALE,394,530,9,9,0,0
2023-12-31 22:00,2023-12-31 22:00,1069,FALSE,0050 Bute & Comox,0050 Bute & Comox,365 Day Pass Plus SALE,16,41,8,7,0,0
2023-12-31 22:00,2023-12-31 23:00,30162,TRUE,0082 Richards & Davie,0074 10th & Main,365 Day Pass Plus,4927,1460,5,2,0,0
2023-12-31 22:00,2023-12-31 23:00,2022,FALSE,0452 8th & Macdonald,0017 Marinaside & Davie,365 Day Pass Standard,5004,1211,5,10,0,0
2023-12-31 22:00,2023-12-31 22:00,1350,FALSE,0138 Richards & Helmcken,0082 Richards & Davie,365 Day Pass Plus,233.33,28,10,10,0,0
2023-12-31 22:00,2023-12-31 22:00,538,FALSE,0081 7th & Heather,0193 Science World,30 Day Pass,2262,888,8,9,0,0
2023-12-31 22:00,2023-12-31 22:00,30305,TRUE,0112 10th & Oak,0081 7th & Heather,30 Day Pass,778,275,5,3,0,0
2023-12-31 22:00,2023-12-31 22:00,30662,TRUE,0557 30th & Ontario,0557 30th & Ontario,Pay Per Ride,2044,610,1,6,0,0
2023-12-31 22:00,2023-12-31 23:00,1718,FALSE,0002 Burrard Station (Melville & Dunsmuir),0034 Cordova & Bute,365 Day Pass Plus,5094,2682,11,11,1047,4
2023-12-31 22:00,2023-12-31 23:00,1003,FALSE,0083 Aquatic Centre,0034 Cordova & Bute,365 Day Pass Plus,6638,3366,7,9,0,0
2023-12-31 22:00,2023-12-31 22:00,2127,FALSE,0040 Cardero & Davie,0041 Cardero & Robson,365 Day Pass Standard SALE,626,170,10,10,0,0
2023-12-31 22:00,2023-12-31 22:00,1222,FALSE,0096 Nicola & Robson,0096 Nicola & Robson,365 Day Founding Plus,0,17,9,8,0,0
2023-12-31 22:00,2023-12-31 23:00,30309,TRUE,0173 Columbia & 1st,0024 Hornby & Pender,VIP,4153,2537,6,3,0,0
2023-12-31 22:00,2023-12-31 22:00,24,FALSE,0055 Keefer & Columbia,0066 Anderson & 2nd,365 Day Pass Standard,4196,916,8,11,0,0
2023-12-31 22:00,2023-12-31 22:00,95,FALSE,0055 Keefer & Columbia,0066 Anderson & 2nd,365 Day Pass Standard,4167,961,9,11,0,0
2023-12-31 22:00,2023-12-31 23:00,30040,TRUE,0173 Columbia & 1st,0024 Hornby & Pender,VIP,4173,2582,4,9,0,0
2023-12-31 22:00,2023-12-31 22:00,30145,TRUE,0217 Smithe & Burrard,0039 Helmcken & Burrard,365 Day Pass Standard,557,219,6,10,0,0
2023-12-31 22:00,2023-12-31 22:00,30349,TRUE,0217 Smithe & Burrard,0217 Smithe & Burrard,365 Day Pass Standard,0,9,6,2,0,0
2023-12-31 22:00,2023-12-31 22:00,30034,TRUE,0217 Smithe & Burrard,0039 Helmcken & Burrard,365 Day Pass Standard,550,289,7,10,0,0
2023-12-31 22:00,2023-12-31 22:00,30310,TRUE,0217 Smithe & Burrard,0039 Helmcken & Burrard,365 Corporate Standard Renewal,552,320,5,9,0,0
2023-12-31 22:00,2023-12-31 22:00,30248,TRUE,0217 Smithe & Burrard,0039 Helmcken & Burrard,365 Day Pass Standard,554,316,5,1,0,0
2023-12-31 22:00,2023-12-31 22:00,30349,TRUE,0217 Smithe & Burrard,0217 Smithe & Burrard,365 Day Pass Standard,0,7,6,2,0,0
2023-12-31 22:00,2023-12-31 22:00,30170,TRUE,0179 11th & Kingsway,0218 Carrall & Seawall,365 Day Pass Plus,2555,431,5,8,0,0
2023-12-31 22:00,2023-12-31 22:00,2116,FALSE,0017 Marinaside & Davie,0017 Marinaside & Davie,365 Day Founding Plus,653,1028,9,10,0,0
2023-12-31 22:00,2023-12-31 22:00,30082,TRUE,0206 8th & Scotia,0143 South False Creek Seawall,365 Corporate Plus Renewal,3556,743,4,1,0,0
2023-12-31 22:00,2023-12-31 22:00,30340,TRUE,0206 8th & Scotia,0206 8th & Scotia,365 Corporate Plus Renewal,0,6,4,0,0,0
2023-12-31 22:00,2023-12-31 22:00,30385,TRUE,0165 Columbia & 5th,0057 Marinaside & Cooperage,365 Day Pass Plus,1474,386,4,2,0,0
2023-12-31 22:00,2023-12-31 22:00,30385,TRUE,0165 Columbia & 5th,0165 Columbia & 5th,365 Day Pass Plus,0,7,4,0,0,0
2023-12-31 22:00,2023-12-31 22:00,30618,TRUE,0310 Jervis & Robson,0058 Richards & Smithe,Pay Per Ride,1316,382,5,9,0,0
2023-12-31 22:00,2023-12-31 22:00,792,FALSE,0074 10th & Main,0191 7th & Laurel,365 Day Founding Plus,1986,525,8,8,0,0
2023-12-31 22:00,2023-12-31 22:00,821,FALSE,0074 10th & Main,0191 7th & Laurel,365 Day Pass Standard,2011,531,8,10,0,0
2023-12-31 22:00,2023-12-31 22:00,1109,FALSE,0025 Homer & Robson (Vancouver Public Library),0098 Carrall & Hastings,Pay Per Ride,1582,541,10,11,0,0
2023-12-31 22:00,2023-12-31 22:00,1681,FALSE,0079 Nelson & Richards,0219 Hawks & Union,365 Corporate Plus Renewal,3389,707,10,13,0,0
2023-12-31 22:00,2024-01-01 4:00,30675,TRUE,0079 Nelson & Richards,0219 Hawks & Union,365 Corporate Plus,2997,-19021,6,2,0,0
2023-12-31 22:00,2023-12-31 22:00,1014,FALSE,0079 Nelson & Richards,0079 Nelson & Richards,365 Corporate Plus Renewal,4,56,10,9,0,0
2023-12-31 22:00,2023-12-31 22:00,168,FALSE,0239 Grant & Commercial,0250 Woodland & 4th,365 Corporate Plus Renewal,822,165,8,8,0,0
2023-12-31 22:00,2023-12-31 22:00,30129,TRUE,0444 Balaclava & Broadway,0152 Arbutus Greenway & 14th,Community Pass E-bike,2244,519,3,7,0,0
2023-12-31 22:00,2023-12-31 22:00,30705,TRUE,0444 Balaclava & Broadway,0444 Balaclava & Broadway,Community Pass E-bike,0,14,3,6,0,0
2023-12-31 22:00,2023-12-31 22:00,913,FALSE,0053 Keefer & Abbott,0011 Ontario & Seawall,Pay Per Ride,1400,516,10,11,0,0
2023-12-31 22:00,2023-12-31 22:00,30705,TRUE,0444 Balaclava & Broadway,0444 Balaclava & Broadway,Community Pass E-bike,0,11,3,0,0,0
2023-12-31 22:00,2023-12-31 22:00,406,FALSE,0053 Keefer & Abbott,0011 Ontario & Seawall,Community Pass E-bike,1386,538,9,10,0,0
2023-12-31 22:00,2023-12-31 23:00,30245,TRUE,0074 10th & Main,0239 Grant & Commercial,365 Day Pass Plus,5638,1200,0,9,0,0
2023-12-31 22:00,2023-12-31 22:00,574,FALSE,0057 Marinaside & Cooperage,0083 Aquatic Centre,365 Day Pass Plus,0,1392,10,7,0,0
2023-12-31 22:00,2023-12-31 22:00,2167,FALSE,0015 Granville & Georgia,0174 1st & Manitoba,365 Day Pass Standard,2895,679,10,12,0,0
2023-12-31 22:00,2023-12-31 22:00,1364,FALSE,0081 7th & Heather,0192 7th &  Alder,365 Day Pass Standard SALE,873,344,8,9,0,0
2023-12-31 22:00,2023-12-31 22:00,467,FALSE,0053 Keefer & Abbott,0089 Burrard & Drake,365 Day Pass Plus,2568,822,10,11,0,0
2023-12-31 22:00,2023-12-31 22:00,30275,TRUE,0282 14th & Fraser,0227 Campbell & Hastings,Community Pass E-bike (PWD),4611,970,3,7,0,0
2023-12-31 22:00,2023-12-31 22:00,221,FALSE,0026 Beatty & Robson,0174 1st & Manitoba,24 Hour,2605,905,10,10,0,0
2023-12-31 22:00,2023-12-31 22:00,210,FALSE,0026 Beatty & Robson,0174 1st & Manitoba,24 Hour,2577,897,9,10,0,0
2023-12-31 22:00,2023-12-31 22:00,1647,FALSE,0352 Commercial & 20th,0244 10th & Commercial,Pay Per Ride,1059,287,7,7,0,0
2023-12-31 22:00,2023-12-31 22:00,645,FALSE,0026 Beatty & Robson,0174 1st & Manitoba,24 Hour,2605,932,9,9,0,0
2023-12-31 22:00,2023-12-31 22:00,767,FALSE,0026 Beatty & Robson,0174 1st & Manitoba,24 Hour,2564,959,9,10,0,0
2023-12-31 22:00,2023-12-31 22:00,1008,FALSE,0044 Pacific & Richards,0058 Richards & Smithe,Community Pass E-bike,890,380,10,11,0,0
2023-12-31 22:00,2023-12-31 22:00,1399,FALSE,0064 Expo & Smithe,0004 Yaletown-Roundhouse Station,365 Day Pass Standard,800,231,10,12,0,0
2023-12-31 22:00,2023-12-31 22:00,109,FALSE,0040 Cardero & Davie,0004 Yaletown-Roundhouse Station,Pay Per Ride,2105,654,9,11,0,0
2023-12-31 22:00,2023-12-31 22:00,30577,TRUE,0026 Beatty & Robson,0026 Beatty & Robson,24 Hour,0,11,0,10,0,0
2023-12-31 22:00,2023-12-31 22:00,,FALSE,0143 South False Creek Seawall,0010 Stamps Landing,Pay Per Ride,937,388,8,7,0,0
2023-12-31 22:00,2023-12-31 22:00,256,FALSE,0143 South False Creek Seawall,0010 Stamps Landing,Pay Per Ride,941,403,8,8,0,0
2023-12-31 22:00,2023-12-31 22:00,1718,FALSE,0053 Keefer & Abbott,0002 Burrard Station (Melville & Dunsmuir),365 Day Pass Plus,2350,1927,12,12,0,0
2023-12-31 22:00,2023-12-31 22:00,1737,FALSE,0148 Creekside Park North,0057 Marinaside & Cooperage,365 Day Pass Plus,1384,581,9,9,0,0
2023-12-31 22:00,2023-12-31 22:00,655,FALSE,0088 Harwood & Bute,0079 Nelson & Richards,Community Pass E-bike,1494,511,9,10,0,0
2023-12-31 22:00,2023-12-31 22:00,1818,FALSE,0055 Keefer & Columbia,0053 Keefer & Abbott,365 Day Pass Plus,498,150,9,8,0,0
2023-12-31 22:00,2023-12-31 22:00,1984,FALSE,0171 Yukon & 6th,0173 Columbia & 1st,30 Day Pass,1247,601,9,10,0,0
2023-12-31 21:00,2023-12-31 22:00,30246,TRUE,0215 Princess & Union,0642 Franklin & Nanaimo,Pay Per Ride,3701,1450,4,9,0,0
2023-12-31 21:00,2023-12-31 22:00,1133,FALSE,0310 Jervis & Robson,0058 Richards & Smithe,365 Day Pass Standard,1325,2200,9,9,0,0
2023-12-31 21:00,2023-12-31 21:00,50,FALSE,0215 Princess & Union,0215 Princess & Union,Pay Per Ride,6,135,8,8,0,0
2023-12-31 21:00,2023-12-31 21:00,30598,TRUE,0036 Bute & Robson,0036 Bute & Robson,Pay Per Ride,0,9,6,3,0,0
2023-12-31 21:00,2023-12-31 22:00,30330,TRUE,0198 5th & Main,0212 Union & Dunlevy,365 Corporate Standard,1799,446,5,9,0,0
2023-12-31 21:00,2023-12-31 22:00,238,FALSE,0193 Science World,0170 8th & Yukon,VIP,2289,608,9,10,0,0
2023-12-31 21:00,2023-12-31 21:00,1608,FALSE,0006 Olympic Village Station,0011 Ontario & Seawall,365 Corporate Standard Renewal,1253,284,8,10,0,0
2023-12-31 21:00,2023-12-31 22:00,1250,FALSE,0250 Woodland & 4th,0073 Ontario & 5th,Community Pass,3416,968,7,10,0,0
2023-12-31 21:00,2023-12-31 21:00,30598,TRUE,0036 Bute & Robson,0036 Bute & Robson,Pay Per Ride,0,8,6,9,0,0
2023-12-31 21:00,2023-12-31 22:00,492,FALSE,0193 Science World,0170 8th & Yukon,VIP,2227,741,9,8,0,0
2023-12-31 21:00,2023-12-31 22:00,1733,FALSE,0201 Rogers Tower,0200 Cardero & Bayshore,Community Pass E-bike (PWD),4008,1414,10,10,0,0
2023-12-31 21:00,2023-12-31 21:00,156,FALSE,0001 10th & Cambie,0202 14th & Oak,365 Day Pass Standard SALE,1382,429,8,7,0,0
2023-12-31 21:00,2023-12-31 21:00,30355,TRUE,0079 Nelson & Richards,0190 Melville & Bute,365 Day Pass Standard,1629,519,6,3,0,0
2023-12-31 21:00,2023-12-31 21:00,30355,TRUE,0079 Nelson & Richards,0079 Nelson & Richards,365 Day Pass Standard,0,7,6,10,0,0
2023-12-31 21:00,2023-12-31 21:00,30055,TRUE,0079 Nelson & Richards,0190 Melville & Bute,365 Corporate Plus Renewal,1636,567,6,10,0,0
2023-12-31 21:00,2023-12-31 22:00,30417,TRUE,0201 Rogers Tower,0219 Hawks & Union,VIP,3307,960,6,3,0,0
2023-12-31 21:00,2023-12-31 21:00,1899,FALSE,0006 Olympic Village Station,0173 Columbia & 1st,30 Day Pass,1204,232,9,10,0,0
2023-12-31 21:00,2023-12-31 21:00,30281,TRUE,0173 Columbia & 1st,0069 7th & Granville,Pay Per Ride,2673,613,4,8,0,0
2023-12-31 21:00,2023-12-31 21:00,30529,TRUE,0104 Stanley Park - Second Beach South,0048 Comox & Broughton,365 Day Pass Standard,1791,431,2,7,0,0
2023-12-31 21:00,2023-12-31 21:00,30485,TRUE,0173 Columbia & 1st,0069 7th & Granville,Pay Per Ride,2662,644,5,10,0,0
2023-12-31 21:00,2023-12-31 22:00,1973,FALSE,0002 Burrard Station (Melville & Dunsmuir),0063 Robson & Granville,Pay Per Ride,5327,2891,10,10,0,0
2023-12-31 21:00,2023-12-31 22:00,1515,FALSE,0002 Burrard Station (Melville & Dunsmuir),0063 Robson & Granville,Pay Per Ride,5270,2940,10,7,0,0
2023-12-31 21:00,2023-12-31 21:00,1140,FALSE,0298 6th & Carolina,0165 Columbia & 5th,365 Day Pass Plus,1513,314,7,10,0,0
2023-12-31 21:00,2023-12-31 21:00,498,FALSE,0225 McLean & Pender,0161 Alexander & Dunlevy,Pay Per Ride,1948,494,8,8,0,0
2023-12-31 21:00,2023-12-31 21:00,1220,FALSE,0034 Cordova & Bute,0201 Rogers Tower,VIP,328,270,9,9,0,0
2023-12-31 21:00,2023-12-31 22:00,1860,FALSE,0002 Burrard Station (Melville & Dunsmuir),0063 Robson & Granville,Pay Per Ride,5141,3075,10,10,0,0
2023-12-31 21:00,2023-12-31 21:00,2026,FALSE,0044 Pacific & Richards,0044 Pacific & Richards,365 Day Pass Standard,1682,1038,10,12,420,1
2023-12-31 21:00,2023-12-31 22:00,1328,FALSE,0002 Burrard Station (Melville & Dunsmuir),0063 Robson & Granville,Pay Per Ride,4976,3127,10,10,0,0
2023-12-31 21:00,2023-12-31 21:00,30260,TRUE,0087 Broughton & Davie,0037 Hornby & Nelson,365 Corporate Standard,1158,434,4,1,0,0
2023-12-31 21:00,2023-12-31 21:00,800,FALSE,0005 Dunsmuir & Beatty,0045 Beach & Hornby,Pay Per Ride,3001,684,9,12,0,0
2023-12-31 21:00,2023-12-31 21:00,1222,FALSE,0047 Chilco & Beach,0096 Nicola & Robson,365 Day Pass Standard,1270,515,9,10,0,0
2023-12-31 21:00,2023-12-31 21:00,335,FALSE,0063 Robson & Granville,0026 Beatty & Robson,365 Corporate Standard,626,292,10,11,0,0
2023-12-31 21:00,2023-12-31 21:00,30392,TRUE,0219 Hawks & Union,0282 14th & Fraser,Community Pass E-bike (PWD),5058,1317,4,1,0,0
2023-12-31 21:00,2023-12-31 21:00,805,FALSE,0047 Chilco & Beach,0096 Nicola & Robson,365 Day Pass Standard,1278,548,9,8,0,0
2023-12-31 21:00,2023-12-31 21:00,1102,FALSE,0005 Dunsmuir & Beatty,0045 Beach & Hornby,Pay Per Ride,3095,747,9,12,0,0
2023-12-31 21:00,2023-12-31 21:00,546,FALSE,0044 Pacific & Richards,0082 Richards & Davie,365 Corporate Plus Renewal,334,91,10,11,0,0
2023-12-31 21:00,2023-12-31 21:00,661,FALSE,0005 Dunsmuir & Beatty,0045 Beach & Hornby,Pay Per Ride,3230,830,9,11,0,0
2023-12-31 21:00,2023-12-31 21:00,1701,FALSE,0050 Bute & Comox,0217 Smithe & Burrard,365 Corporate Standard,0,212,8,7,0,0
2023-12-31 21:00,2023-12-31 21:00,30473,TRUE,0171 Yukon & 6th,0187 Bute & Davie,365 Day Founding Standard,3254,903,5,9,0,0
2023-12-31 21:00,2023-12-31 21:00,1644,FALSE,0132 14th & Ontario,0136 David Lam Park,30 Day Pass,4365,1028,7,11,0,0
2023-12-31 21:00,2023-12-31 21:00,67,FALSE,0106 Heather & 14th,0174 1st & Manitoba,365 Corporate Standard,2017,549,7,10,0,0
2023-12-31 21:00,2023-12-31 21:00,1249,FALSE,0106 Heather & 14th,0174 1st & Manitoba,365 Corporate Standard,2021,743,8,9,0,0
2023-12-31 21:00,2023-12-31 22:00,1718,FALSE,0129 Richards & Robson,0053 Keefer & Abbott,365 Day Pass Plus,3148,2315,12,11,147,1
2023-12-31 21:00,2023-12-31 21:00,430,FALSE,0206 8th & Scotia,0262 8th & Prince Edward,365 Day Pass Plus SALE,277,101,8,9,0,0
2023-12-31 21:00,2023-12-31 21:00,1284,FALSE,0001 10th & Cambie,0171 Yukon & 6th,365 Day Founding Standard,686,269,8,9,0,0
2023-12-31 21:00,2023-12-31 21:00,168,FALSE,0242 8th & Commercial,0239 Grant & Commercial,365 Corporate Plus Renewal,1039,332,7,7,0,0
2023-12-31 21:00,2023-12-31 21:00,2005,FALSE,0011 Ontario & Seawall,0053 Keefer & Abbott,Pay Per Ride,2311,863,8,9,0,0
2023-12-31 21:00,2023-12-31 21:00,30568,TRUE,0159 Vine & 4th,0431 Blenheim & 4th,365 Day Pass Standard,1613,381,4,8,0,0
