Departure,Return,Electric bike,Departure station,Return station,Membership type,Covered distance (m),Duration (sec.),Departure temperature (C),Return temperature (C),Stopover duration (sec.),Number of stopovers
2023-03-31 22:00,2023-03-31 23:00,FALSE,0012 Dunsmuir & Richards,0297 6th & Prince Edward,365 Day Pass Plus,3279,891,8,9,0,0
2023-03-31 22:00,2023-03-31 22:00,FALSE,0187 Bute & Davie,0099 šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,365 Day Pass Standard,1306,424,8,9,0,0
2023-03-31 22:00,2023-03-31 22:00,FALSE,0196 Hornby & Drake,0108 1st & Chestnut,365 Day Founding Plus,1696,537,8,11,0,0
2023-03-31 22:00,2023-03-31 22:00,FALSE,0079 Nelson & Richards,0044 Pacific & Richards,365 Corporate Plus Renewal,704,169,9,11,0,0
2023-03-31 22:00,2023-03-31 22:00,TRUE,0025 Homer & Robson (Vancouver Public Library),0087 Broughton & Davie,VIP,2015,480,4,8,0,0
2023-03-31 22:00,2023-03-31 22:00,FALSE,0174 1st & Manitoba,0005 Dunsmuir & Beatty,365 Day Pass Plus,2340,525,8,11,0,0
2023-03-31 22:00,2023-03-31 22:00,TRUE,0026 Beatty & Robson,0192 7th &  Alder,365 Day Pass Standard,2629,490,5,8,0,0
2023-03-31 22:00,2023-03-31 22:00,TRUE,0026 Beatty & Robson,0026 Beatty & Robson,365 Day Pass Standard,0,18,5,0,0,0
2023-03-31 22:00,2023-03-31 22:00,TRUE,0531 18th & Cambie,0192 7th &  Alder,365 Corporate Standard,2324,512,5,1,0,0
2023-03-31 22:00,2023-03-31 22:00,TRUE,0531 18th & Cambie,0531 18th & Cambie,365 Corporate Standard,0,7,5,1,0,0
2023-03-31 22:00,2023-03-31 22:00,TRUE,0129 Richards & Robson,0045 Beach & Hornby,Pay Per Ride,1500,397,5,9,0,0
2023-03-31 22:00,2023-03-31 22:00,TRUE,0096 Nicola & Robson,0039 Helmcken & Burrard,Pay Per Ride,1278,296,4,8,0,0
2023-03-31 22:00,2023-03-31 22:00,FALSE,0011 Ontario & Seawall,0213 Pender & Gore,365 Day Founding Plus,1529,496,8,9,0,0
2023-03-31 22:00,2023-03-31 22:00,FALSE,0070 10th & Granville,0166 Alder & 11th,365 Corporate Plus Renewal,643,237,8,7,0,0
2023-03-31 22:00,2023-03-31 23:00,FALSE,0012 Dunsmuir & Richards,0122 Haro & Denman,365 Day Pass Plus,5582,3685,11,9,1993,6
2023-03-31 22:00,2023-03-31 22:00,FALSE,0040 Cardero & Davie,0092 Chilco & Barclay,365 Day Pass Plus,1070,239,8,11,0,0
2023-03-31 22:00,2023-03-31 22:00,FALSE,0180 Columbia & 14th,0001 10th & Cambie,365 Corporate Plus,800,219,8,9,0,0
2023-03-31 21:00,2023-03-31 22:00,FALSE,0045 Beach & Hornby,0079 Nelson & Richards,365 Corporate Plus,1225,407,8,9,0,0
2023-03-31 21:00,2023-03-31 22:00,FALSE,0073 Ontario & 5th,0031 Morton & Denman,365 Day Pass Standard,5970,1279,8,11,0,0
2023-03-31 21:00,2023-03-31 22:00,FALSE,0484 Yew & Broadway,0044 Pacific & Richards,365 Corporate Plus Renewal,3393,1292,8,10,0,0
2023-03-31 21:00,2023-03-31 22:00,TRUE,0026 Beatty & Robson,0143 South False Creek Seawall,Pay Per Ride,2522,654,5,9,0,0
2023-03-31 21:00,2023-03-31 21:00,TRUE,0484 Yew & Broadway,0484 Yew & Broadway,365 Corporate Plus Renewal,0,15,5,2,0,0
2023-03-31 21:00,2023-03-31 22:00,FALSE,0170 8th & Yukon,0193 Science World,365 Day Pass Standard,1801,409,8,10,0,0
2023-03-31 21:00,2023-03-31 22:00,TRUE,0024 Hornby & Pender,0048 Comox & Broughton,365 Day Pass Standard SALE,1903,649,4,1,0,0
2023-03-31 21:00,2023-03-31 21:00,TRUE,0026 Beatty & Robson,0026 Beatty & Robson,Pay Per Ride,0,10,5,8,0,0
2023-03-31 21:00,2023-03-31 22:00,FALSE,0196 Hornby & Drake,0148 Creekside Park North,365 Day Pass Plus SALE,3485,779,8,9,19,1
2023-03-31 21:00,2023-03-31 22:00,FALSE,0044 Pacific & Richards,0204 York & Yew,365 Day Pass Standard,2499,576,10,12,0,0
2023-03-31 21:00,2023-03-31 21:00,FALSE,0084 Beach & Broughton,0040 Cardero & Davie,365 Day Pass Plus,653,181,9,10,0,0
2023-03-31 21:00,2023-03-31 21:00,FALSE,0045 Beach & Hornby,0053 Keefer & Abbott,365 Corporate Plus,2462,676,8,10,0,0
2023-03-31 21:00,2023-03-31 21:00,FALSE,0314 Rolston & Granville,0008 8th & Ash,365 Corporate Plus,2920,895,8,10,0,0
2023-03-31 21:00,2023-03-31 21:00,FALSE,0006 Olympic Village Station,0173 Columbia & 1st,365 Corporate Standard,1306,892,8,6,0,0
2023-03-31 21:00,2023-03-31 21:00,FALSE,0012 Dunsmuir & Richards,0044 Pacific & Richards,365 Corporate Standard Renewal,1427,498,8,10,0,0
2023-03-31 21:00,2023-03-31 21:00,FALSE,0229 Keefer & Princess,0199 Georgia & Main,365 Day Pass Plus,788,237,8,9,0,0
2023-03-31 21:00,2023-03-31 21:00,FALSE,0024 Hornby & Pender,0129 Richards & Robson,365 Day Pass Standard,937,479,10,7,0,0
2023-03-31 21:00,2023-03-31 21:00,FALSE,0001 10th & Cambie,0166 Alder & 11th,30 Day Pass,1831,668,8,10,0,0
2023-03-31 21:00,2023-03-31 21:00,FALSE,0078 Nelson & Mainland,0005 Dunsmuir & Beatty,365 Day Pass Plus,965,415,9,9,0,0
2023-03-31 21:00,2023-03-31 21:00,FALSE,0064 Expo & Smithe,0190 Melville & Bute,365 Day Pass Standard,1978,656,8,10,0,0
2023-03-31 21:00,2023-03-31 21:00,FALSE,0040 Cardero & Davie,0122 Haro & Denman,365 Corporate Plus Renewal,822,180,8,10,0,0
2023-03-31 21:00,2023-03-31 21:00,FALSE,0030 Abbott & Cordova,0030 Abbott & Cordova,Community Pass E-bike,749,920,8,9,448,1
2023-03-31 21:00,2023-03-31 21:00,FALSE,0005 Dunsmuir & Beatty,0196 Hornby & Drake,365 Day Pass Standard,2070,706,8,10,0,0
2023-03-31 21:00,2023-03-31 21:00,FALSE,0106 Heather & 14th,0189 Granville Island,365 Corporate Plus,2458,657,8,10,0,0
2023-03-31 21:00,2023-03-31 21:00,FALSE,0106 Heather & 14th,0189 Granville Island,Community Pass,2432,676,7,9,0,0
2023-03-31 21:00,2023-03-31 21:00,TRUE,0480 Arbutus & Nanton,0210 Burrard & 14th,365 Day Pass Standard,1866,534,5,1,0,0
2023-03-31 21:00,2023-03-31 22:00,FALSE,0063 Robson & Granville,0012 Dunsmuir & Richards,365 Day Pass Plus,5597,2968,10,10,1202,7
2023-03-31 21:00,2023-03-31 21:00,FALSE,0228 Keefer & Hawks,0006 Olympic Village Station,365 Day Pass Standard,3348,681,8,11,0,0
2023-03-31 21:00,2023-03-31 21:00,FALSE,0129 Richards & Robson,0024 Hornby & Pender,365 Day Pass Standard,7100,1512,8,7,0,0
2023-03-31 21:00,2023-03-31 21:00,FALSE,0006 Olympic Village Station,0143 South False Creek Seawall,365 Corporate Plus Renewal,1119,269,8,11,0,0
2023-03-31 21:00,2023-03-31 21:00,FALSE,0089 Burrard & Drake,0110 5th & Arbutus,Community Pass,2570,822,8,8,0,0
2023-03-31 21:00,2023-03-31 21:00,FALSE,0229 Keefer & Princess,0148 Creekside Park North,Community Pass,1284,279,8,10,0,0
2023-03-31 21:00,2023-03-31 21:00,FALSE,0229 Keefer & Princess,0148 Creekside Park North,Community Pass,1296,275,8,10,0,0
2023-03-31 21:00,2023-03-31 21:00,FALSE,0065 Cypress & Cornwall,0065 Cypress & Cornwall,365 Corporate Plus,4277,1211,8,11,0,0
2023-03-31 21:00,2023-03-31 21:00,TRUE,0027 Beatty & Nelson,0007 12th & Yukon (City Hall),365 Day Pass Plus,1953,423,5,9,0,0
2023-03-31 21:00,2023-03-31 21:00,FALSE,0298 6th & Carolina,0198 5th & Main,365 Day Pass Standard,808,171,8,10,0,0
2023-03-31 20:00,2023-03-31 21:00,FALSE,0079 Nelson & Richards,0063 Robson & Granville,365 Day Pass Plus,1995,1110,10,9,307,2
2023-03-31 20:00,2023-03-31 21:00,FALSE,0060 Bidwell & Burnaby,0045 Beach & Hornby,365 Day Pass Plus,1472,474,9,9,0,0
2023-03-31 20:00,2023-03-31 20:00,FALSE,0089 Burrard & Drake,0036 Bute & Robson,Pay Per Ride,1243,386,8,9,0,0
2023-03-31 20:00,2023-03-31 20:00,TRUE,0075 Arbutus & 10th,0480 Arbutus & Nanton,365 Day Pass Standard,1727,485,4,1,0,0
2023-03-31 20:00,2023-03-31 21:00,FALSE,0280 Triumph & Victoria,0354 Station & Terminal,365 Day Pass Standard,3881,925,8,10,0,0
2023-03-31 20:00,2023-03-31 21:00,TRUE,0004 Yaletown-Roundhouse Station,0074 10th & Main,365 Day Pass Standard,3988,1141,5,8,0,0
2023-03-31 20:00,2023-03-31 20:00,FALSE,0280 Triumph & Victoria,0227 Campbell & Hastings,VIP,1715,315,8,11,0,0
2023-03-31 20:00,2023-03-31 20:00,TRUE,0108 1st & Chestnut,0110 5th & Arbutus,Community Pass E-bike (PWD),1003,388,4,1,0,0
2023-03-31 20:00,2023-03-31 20:00,TRUE,0133 Ontario & 16th,0532 22nd & Cambie,365 Day Pass Plus,1424,278,4,7,0,0
2023-03-31 20:00,2023-03-31 20:00,TRUE,0087 Broughton & Davie,0025 Homer & Robson (Vancouver Public Library),VIP,2090,610,4,0,0,0
2023-03-31 20:00,2023-03-31 20:00,TRUE,0040 Cardero & Davie,0126 Thurlow & Pendrell,VIP,841,187,4,0,0,0
2023-03-31 20:00,2023-03-31 20:00,FALSE,0531 18th & Cambie,0180 Columbia & 14th,365 Corporate Plus,867,254,8,9,0,0
2023-03-31 20:00,2023-03-31 20:00,FALSE,0011 Ontario & Seawall,0030 Abbott & Cordova,365 Day Pass Standard,1684,604,7,8,0,0
2023-03-31 20:00,2023-03-31 20:00,FALSE,0196 Hornby & Drake,0005 Dunsmuir & Beatty,365 Day Pass Standard,2070,735,9,10,0,0
2023-03-31 20:00,2023-03-31 20:00,FALSE,0112 10th & Oak,0198 5th & Main,365 Day Pass Standard,2436,566,8,11,0,0
2023-03-31 20:00,2023-03-31 20:00,TRUE,0205 Pine & 10th,0108 1st & Chestnut,Community Pass E-bike (PWD),2506,808,3,7,0,0
2023-03-31 20:00,2023-03-31 20:00,FALSE,0041 Cardero & Robson,0041 Cardero & Robson,365 Day Pass Plus SALE,4725,1816,8,11,0,0
2023-03-31 20:00,2023-03-31 20:00,TRUE,0024 Hornby & Pender,0005 Dunsmuir & Beatty,365 Day Pass Standard,1013,327,4,0,0,0
2023-03-31 20:00,2023-03-31 20:00,FALSE,0048 Comox & Broughton,0082 Richards & Davie,365 Corporate Plus,1523,391,8,10,0,0
2023-03-31 20:00,2023-03-31 20:00,TRUE,0217 Smithe & Burrard,0052 Cambie & Water,30 Day Pass,1615,355,5,1,0,0
2023-03-31 20:00,2023-03-31 20:00,FALSE,0012 Dunsmuir & Richards,0079 Nelson & Richards,365 Day Pass Plus,3702,2781,10,9,1562,7
2023-03-31 20:00,2023-03-31 20:00,FALSE,0030 Abbott & Cordova,0150 Alexander & Main,30 Day Pass,669,215,8,10,0,0
2023-03-31 20:00,2023-03-31 20:00,FALSE,0021 Cordova & Granville,0040 Cardero & Davie,30 Day Pass,2891,923,10,10,0,0
2023-03-31 20:00,2023-03-31 20:00,FALSE,0077 Vanier Park,0099 šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,365 Day Pass Standard,3093,893,8,9,0,0
2023-03-31 20:00,2023-03-31 21:00,FALSE,0002 Burrard Station (Melville & Dunsmuir),0031 Morton & Denman,365 Day Pass Standard,2364,4305,9,8,3521,1
2023-03-31 20:00,2023-03-31 20:00,FALSE,0126 Thurlow & Pendrell,0040 Cardero & Davie,365 Day Pass Plus SALE,851,261,10,11,0,0
2023-03-31 20:00,2023-03-31 20:00,FALSE,0150 Alexander & Main,0014 Canada Place,VIP,1268,430,8,10,0,0
2023-03-31 20:00,2023-03-31 20:00,FALSE,0150 Alexander & Main,0014 Canada Place,VIP,1286,464,8,8,0,0
2023-03-31 20:00,2023-03-31 20:00,TRUE,0484 Yew & Broadway,0068 Cypress & 10th,Community Pass E-bike (PWD),649,279,4,7,0,0
2023-03-31 20:00,2023-03-31 20:00,FALSE,0057 Marinaside & Cooperage,0082 Richards & Davie,365 Corporate Plus,849,205,9,11,0,0
2023-03-31 19:00,2023-03-31 20:00,TRUE,0012 Dunsmuir & Richards,0148 Creekside Park North,Community Pass E-bike (PWD),2801,3184,6,2,0,0
2023-03-31 19:00,2023-03-31 20:00,FALSE,0300 Bute & Barclay,0030 Abbott & Cordova,30 Day Pass,2397,719,8,8,0,0
2023-03-31 19:00,2023-03-31 20:00,TRUE,0193 Science World,0199 Georgia & Main,365 Day Pass Standard,1048,371,5,9,0,0
2023-03-31 19:00,2023-03-31 20:00,TRUE,0193 Science World,0199 Georgia & Main,Pay Per Ride,1051,369,4,1,0,0
2023-03-31 19:00,2023-03-31 19:00,FALSE,0032 Comox & Denman,0083 Aquatic Centre,365 Day Pass Plus,1482,283,8,9,0,0
2023-03-31 19:00,2023-03-31 20:00,FALSE,0314 Rolston & Granville,0010 Stamps Landing,Community Pass E-bike,4802,1221,9,9,0,0
2023-03-31 19:00,2023-03-31 20:00,TRUE,0173 Columbia & 1st,0083 Aquatic Centre,365 Corporate Plus Renewal,4934,854,4,0,0,0
2023-03-31 19:00,2023-03-31 19:00,TRUE,0110 5th & Arbutus,0484 Yew & Broadway,Community Pass E-bike (PWD),561,181,5,8,0,0
2023-03-31 19:00,2023-03-31 19:00,FALSE,0058 Richards & Smithe,0126 Thurlow & Pendrell,365 Day Pass Standard,1184,379,8,10,0,0
2023-03-31 19:00,2023-03-31 19:00,FALSE,0012 Dunsmuir & Richards,0005 Dunsmuir & Beatty,365 Day Pass Standard,424,158,8,9,0,0
2023-03-31 19:00,2023-03-31 19:00,FALSE,0078 Nelson & Mainland,0044 Pacific & Richards,365 Corporate Plus Renewal,882,260,8,10,0,0
2023-03-31 19:00,2023-03-31 19:00,TRUE,0126 Thurlow & Pendrell,0088 Harwood & Bute,Community Pass E-bike (PWD),522,183,4,0,0,0
2023-03-31 19:00,2023-03-31 19:00,FALSE,0112 10th & Oak,0001 10th & Cambie,365 Corporate Plus Renewal,908,263,8,9,0,0
2023-03-31 19:00,2023-03-31 19:00,FALSE,0166 Alder & 11th,0001 10th & Cambie,30 Day Pass,1398,344,9,11,0,0
2023-03-31 19:00,2023-03-31 19:00,TRUE,0173 Columbia & 1st,0037 Hornby & Nelson,VIP,2655,738,4,8,0,0
2023-03-31 19:00,2023-03-31 19:00,FALSE,0025 Homer & Robson (Vancouver Public Library),0030 Abbott & Cordova,30 Day Pass,969,360,9,10,0,0
2023-03-31 19:00,2023-03-31 19:00,TRUE,0039 Helmcken & Burrard,0060 Bidwell & Burnaby,365 Day Founding Plus,1457,252,5,2,0,0
2023-03-31 19:00,2023-03-31 19:00,FALSE,0154 Kitsilano Beach Park,0077 Vanier Park,365 Day Founding Standard,0,297,9,8,0,0
2023-03-31 19:00,2023-03-31 19:00,TRUE,0039 Helmcken & Burrard,0039 Helmcken & Burrard,365 Day Founding Plus,0,5,4,7,0,0
2023-03-31 19:00,2023-03-31 19:00,TRUE,0039 Helmcken & Burrard,0039 Helmcken & Burrard,365 Day Founding Plus,0,14,3,7,0,0
2023-03-31 19:00,2023-03-31 19:00,TRUE,0070 10th & Granville,0073 Ontario & 5th,365 Day Pass Standard,2989,779,4,8,0,0
2023-03-31 19:00,2023-03-31 19:00,FALSE,0044 Pacific & Richards,0053 Keefer & Abbott,365 Day Pass Standard SALE,2617,1348,9,8,0,0
2023-03-31 19:00,2023-03-31 19:00,FALSE,0112 10th & Oak,0172 10th & Columbia,365 Day Pass Standard SALE,1261,376,8,10,0,0
2023-03-31 19:00,2023-03-31 19:00,TRUE,0088 Harwood & Bute,0126 Thurlow & Pendrell,Community Pass E-bike (PWD),803,245,3,7,0,0
2023-03-31 19:00,2023-03-31 20:00,FALSE,0053 Keefer & Abbott,0012 Dunsmuir & Richards,365 Day Pass Plus,2527,2441,10,9,1481,3
2023-03-31 19:00,2023-03-31 19:00,FALSE,0044 Pacific & Richards,0053 Keefer & Abbott,365 Day Pass Standard SALE,2542,1315,8,8,0,0
2023-03-31 19:00,2023-03-31 19:00,TRUE,0008 8th & Ash,0511 18th & Heather,365 Day Pass Standard,1207,362,5,1,0,0
2023-03-31 19:00,2023-03-31 19:00,FALSE,0001 10th & Cambie,0071 14th & Granville,365 Day Pass Plus,2315,592,8,11,0,0
2023-03-31 19:00,2023-03-31 19:00,TRUE,0008 8th & Ash,0008 8th & Ash,365 Day Pass Standard,0,9,5,1,0,0
2023-03-31 19:00,2023-03-31 19:00,FALSE,0073 Ontario & 5th,0193 Science World,365 Day Founding Standard,896,248,8,10,0,0
2023-03-31 19:00,2023-03-31 19:00,FALSE,0190 Melville & Bute,0027 Beatty & Nelson,365 Day Pass Standard,1913,604,9,11,0,0
2023-03-31 19:00,2023-03-31 19:00,FALSE,0079 Nelson & Richards,0045 Beach & Hornby,365 Corporate Plus,1180,327,8,10,0,0
