Departure,Return,Electric bike,Departure station,Return station,Membership type,Covered distance (m),Duration (sec.),Departure temperature (C),Return temperature (C),Stopover duration (sec.),Number of stopovers
2023-10-01 0:00,2023-10-01 0:00,FALSE,0217 Smithe & Burrard,0093 Chilco & Robson,Pay Per Ride,1733,516,14,16,0,0
2023-10-01 0:00,2023-10-01 0:00,FALSE,0103 Stanley Park - Third Beach Parking Lot,0031 Morton & Denman,Pay Per Ride,2638,784,10,12,0,0
2023-10-01 0:00,2023-10-01 0:00,FALSE,0103 Stanley Park - Third Beach Parking Lot,0031 Morton & Denman,Pay Per Ride,2607,865,11,11,0,0
2023-10-01 0:00,2023-10-01 0:00,FALSE,0103 Stanley Park - Third Beach Parking Lot,0031 Morton & Denman,Pay Per Ride,2768,844,11,13,0,0
2023-10-01 0:00,2023-10-01 0:00,FALSE,0172 10th & Columbia,0112 10th & Oak,365 Corporate Plus,1278,376,11,10,0,0
2023-10-01 0:00,2023-10-01 0:00,TRUE,0012 Dunsmuir & Richards,0087 Broughton & Davie,365 Day Pass Standard SALE,2346,633,10,6,0,0
2023-10-01 0:00,2023-10-01 0:00,FALSE,0260 10th & Fraser,0265 St Catherines & 10th,Community Pass,338,162,12,12,0,0
2023-10-01 0:00,2023-10-01 0:00,TRUE,0025 Homer & Robson (Vancouver Public Library),0611 Wall & Eton,30 Day Pass,5198,1171,9,12,0,0
2023-10-01 0:00,2023-10-01 0:00,TRUE,0052 Cambie & Water,0058 Richards & Smithe,30 Day Pass,1061,411,7,12,0,0
2023-10-01 0:00,2023-10-01 0:00,FALSE,0032 Comox & Denman,0201 Shaw Tower,Pay Per Ride,2999,1077,12,13,0,0
2023-10-01 0:00,2023-10-01 0:00,FALSE,0079 Nelson & Richards,0217 Smithe & Burrard,365 Day Pass Standard SALE,745,393,14,14,0,0
2023-10-01 0:00,2023-10-01 0:00,FALSE,0032 Comox & Denman,0201 Shaw Tower,Pay Per Ride,2999,1106,12,14,0,0
2023-10-01 0:00,2023-10-01 0:00,TRUE,0053 Keefer & Abbott,0079 Nelson & Richards,Pay Per Ride,1676,533,10,13,0,0
2023-10-01 0:00,2023-10-01 0:00,FALSE,0032 Comox & Denman,0201 Shaw Tower,30 Day Pass,3326,1397,12,11,0,0
2023-10-01 0:00,2023-10-01 0:00,FALSE,0039 Helmcken & Burrard,0068 Cypress & 10th,30 Day Pass,2885,607,14,15,0,0
2023-10-01 0:00,2023-10-01 0:00,TRUE,0052 Cambie & Water,0052 Cambie & Water,30 Day Pass,7,106,8,5,0,0
2023-10-01 0:00,2023-10-01 0:00,FALSE,0211 14th & Alder,0563 22nd & Main,365 Day Pass Standard,3030,1025,11,12,0,0
2023-10-01 0:00,2023-10-01 0:00,FALSE,0193 Science World,0045 Beach & Hornby,Pay Per Ride,3428,1418,14,12,0,0
2023-10-01 0:00,2023-10-01 0:00,FALSE,0193 Science World,0016 Pender & Burrard,Pay Per Ride,8400,3489,13,14,48,1
2023-10-01 0:00,2023-10-01 0:00,TRUE,0193 Science World,0045 Beach & Hornby,Pay Per Ride,3831,1471,10,6,0,0
2023-09-30 23:00,2023-10-01 0:00,TRUE,0084 Beach & Broughton,0084 Beach & Broughton,Pay Per Ride,0,8,0,12,0,0
2023-09-30 23:00,2023-10-01 0:00,FALSE,0255 18th & Main,0260 10th & Fraser,365 Corporate Standard,1745,514,10,10,0,0
2023-09-30 23:00,2023-10-01 0:00,FALSE,0079 Nelson & Richards,0222 Adanac & McLean,Pay Per Ride,4204,1618,14,13,0,0
2023-09-30 23:00,2023-10-01 0:00,TRUE,0041 Cardero & Robson,0037 Hornby & Nelson,30 Day Pass,1338,439,9,13,0,0
2023-09-30 23:00,2023-10-01 0:00,TRUE,0036 Bute & Robson,0137 Beach & Seymour,365 Day Founding Standard,1917,455,0,14,0,0
2023-09-30 23:00,2023-10-01 0:00,TRUE,0041 Cardero & Robson,0037 Hornby & Nelson,30 Day Pass,1327,453,9,6,0,0
2023-09-30 23:00,2023-10-01 0:00,FALSE,0032 Comox & Denman,0122 Haro & Denman,Community Pass,4337,1787,12,15,0,0
2023-09-30 23:00,2023-09-30 23:00,TRUE,0058 Richards & Smithe,0187 Bute & Davie,365 Day Pass Plus,1492,473,11,7,0,0
2023-09-30 23:00,2023-09-30 23:00,FALSE,0112 10th & Oak,0166 Alder & 11th,Pay Per Ride,477,432,12,12,0,0
2023-09-30 23:00,2023-09-30 23:00,TRUE,0244 10th & Commercial,0246 Glen & Broadway,Pay Per Ride,886,213,0,12,0,0
2023-09-30 23:00,2023-09-30 23:00,TRUE,0217 Smithe & Burrard,0088 Harwood & Bute,365 Corporate Standard,1192,258,9,6,0,0
2023-09-30 23:00,2023-09-30 23:00,TRUE,0352 Commercial & 20th,0186 10th & Kingsway,Pay Per Ride,3025,629,6,10,0,0
2023-09-30 23:00,2023-09-30 23:00,TRUE,0258 13th & St George,0352 Commercial & 20th,365 Corporate Standard,2496,426,6,10,0,0
2023-09-30 23:00,2023-10-01 0:00,TRUE,0039 Helmcken & Burrard,0098 Carrall & Hastings,Community Pass E-bike (PWD),3959,4244,10,14,802,1
2023-09-30 23:00,2023-09-30 23:00,TRUE,0505 28th & Willow,0565 27th & Main,365 Day Pass Standard,1806,825,6,4,0,0
2023-09-30 23:00,2023-09-30 23:00,TRUE,0179 11th & Kingsway,0258 13th & St George,365 Corporate Standard,580,137,10,13,0,0
2023-09-30 23:00,2023-09-30 23:00,FALSE,0058 Richards & Smithe,0217 Smithe & Burrard,365 Corporate Standard,569,240,14,15,0,0
2023-09-30 23:00,2023-09-30 23:00,TRUE,0079 Nelson & Richards,0052 Cambie & Water,365 Corporate Standard,1564,514,10,6,0,0
2023-09-30 23:00,2023-09-30 23:00,FALSE,0129 Richards & Robson,0036 Bute & Robson,365 Day Pass Standard SALE,1023,420,15,16,0,0
2023-09-30 23:00,2023-09-30 23:00,FALSE,0134 14th & Main,0236 Keith & 6th,30 Day Pass,2319,472,11,13,0,0
2023-09-30 23:00,2023-09-30 23:00,TRUE,0189 Granville Island,0484 Yew & Broadway,VIP,4479,1135,8,12,0,0
2023-09-30 23:00,2023-09-30 23:00,FALSE,0134 14th & Main,0134 14th & Main,30 Day Pass,20,77,11,10,0,0
2023-09-30 23:00,2023-09-30 23:00,TRUE,0172 10th & Columbia,0166 Alder & 11th,Pay Per Ride,1707,531,7,4,0,0
2023-09-30 23:00,2023-09-30 23:00,TRUE,0189 Granville Island,0484 Yew & Broadway,VIP,4574,1171,8,12,0,0
2023-09-30 23:00,2023-09-30 23:00,TRUE,0524 King Edward & Cambie,0565 27th & Main,365 Day Pass Standard,3553,1168,8,11,0,0
2023-09-30 23:00,2023-09-30 23:00,FALSE,0148 Creekside Park North,0192 7th &  Alder,30 Day Pass,3359,884,12,13,0,0
2023-09-30 23:00,2023-10-01 0:00,TRUE,0642 Franklin & Nanaimo,0133 Ontario & 16th,365 Day Pass Standard,6314,1386,5,11,0,0
2023-09-30 23:00,2023-09-30 23:00,TRUE,0076 Cypress & 4th,0187 Bute & Davie,365 Corporate Standard,2523,559,8,5,0,0
2023-09-30 23:00,2023-09-30 23:00,TRUE,0172 10th & Columbia,0172 10th & Columbia,Pay Per Ride,0,17,7,11,0,0
2023-09-30 23:00,2023-09-30 23:00,TRUE,0524 King Edward & Cambie,0565 27th & Main,365 Day Pass Standard,3695,1231,7,3,0,0
2023-09-30 23:00,2023-09-30 23:00,TRUE,0172 10th & Columbia,0166 Alder & 11th,Pay Per Ride,1720,603,8,12,0,0
2023-09-30 23:00,2023-09-30 23:00,TRUE,0005 Dunsmuir & Beatty,0083 Aquatic Centre,Pay Per Ride,2912,833,8,13,0,0
2023-09-30 23:00,2023-09-30 23:00,FALSE,0218 Carrall & Seawall,0047 Chilco & Beach,Community Pass E-bike,4884,1142,12,16,0,0
2023-09-30 23:00,2023-09-30 23:00,FALSE,0565 27th & Main,0198 5th & Main,365 Day Pass Standard,2313,916,10,12,0,0
2023-09-30 23:00,2023-09-30 23:00,FALSE,0089 Burrard & Drake,0088 Harwood & Bute,Community Pass E-bike,516,179,13,14,0,0
2023-09-30 23:00,2023-09-30 23:00,FALSE,0021 Cordova & Granville,0088 Harwood & Bute,365 Corporate Plus,2427,815,13,15,0,0
2023-09-30 23:00,2023-09-30 23:00,TRUE,0218 Carrall & Seawall,0083 Aquatic Centre,Pay Per Ride,3368,816,6,4,0,0
2023-09-30 23:00,2023-09-30 23:00,TRUE,0206 8th & Scotia,0057 Marinaside & Cooperage,Pay Per Ride,3289,1078,7,6,0,0
2023-09-30 23:00,2023-09-30 23:00,FALSE,0031 Morton & Denman,0142 Beach & Cardero,365 Day Pass Standard,604,215,14,14,0,0
2023-09-30 23:00,2023-09-30 23:00,TRUE,0063 Robson & Granville,0297 6th & Prince Edward,365 Day Pass Plus,3585,778,9,12,0,0
2023-09-30 23:00,2023-09-30 23:00,FALSE,0172 10th & Columbia,0172 10th & Columbia,Pay Per Ride,51,55,12,10,0,0
2023-09-30 23:00,2023-09-30 23:00,TRUE,0172 10th & Columbia,0172 10th & Columbia,Pay Per Ride,0,38,7,3,0,0
2023-09-30 23:00,2023-09-30 23:00,TRUE,0282 14th & Fraser,0611 Wall & Eton,30 Day Pass,5261,1104,5,10,0,0
2023-09-30 23:00,2023-09-30 23:00,FALSE,0055 Keefer & Columbia,0218 Carrall & Seawall,Pay Per Ride,622,271,13,13,0,0
2023-09-30 23:00,2023-09-30 23:00,TRUE,0282 14th & Fraser,0282 14th & Fraser,30 Day Pass,0,10,5,1,0,0
2023-09-30 23:00,2023-09-30 23:00,TRUE,0055 Keefer & Columbia,0083 Aquatic Centre,Pay Per Ride,4008,1107,8,13,0,0
2023-09-30 23:00,2023-09-30 23:00,FALSE,0511 18th & Heather,0006 Olympic Village Station,365 Corporate Standard,1545,516,10,10,0,0
2023-09-30 23:00,2023-09-30 23:00,FALSE,0511 18th & Heather,0006 Olympic Village Station,365 Corporate Standard,1553,514,10,12,0,0
2023-09-30 23:00,2023-09-30 23:00,TRUE,0282 14th & Fraser,0282 14th & Fraser,30 Day Pass,0,7,5,8,0,0
2023-09-30 23:00,2023-09-30 23:00,TRUE,0045 Beach & Hornby,0122 Haro & Denman,Pay Per Ride,2181,561,8,6,0,0
2023-09-30 23:00,2023-09-30 23:00,FALSE,0531 18th & Cambie,0298 6th & Carolina,365 Corporate Standard Renewal,3009,711,11,14,0,0
2023-09-30 23:00,2023-09-30 23:00,TRUE,0088 Harwood & Bute,0088 Harwood & Bute,Community Pass E-bike (PWD),940,843,6,4,0,0
2023-09-30 23:00,2023-09-30 23:00,TRUE,0079 Nelson & Richards,0193 Science World,Pay Per Ride,2243,513,10,14,0,0
2023-09-30 23:00,2023-09-30 23:00,FALSE,0079 Nelson & Richards,0193 Science World,Pay Per Ride,2219,543,14,14,0,0
2023-09-30 23:00,2023-09-30 23:00,FALSE,0058 Richards & Smithe,0058 Richards & Smithe,365 Day Pass Standard,1045,465,14,14,0,0
2023-09-30 23:00,2023-09-30 23:00,FALSE,0040 Cardero & Davie,0037 Hornby & Nelson,365 Day Pass Standard,1770,587,13,14,0,0
2023-09-30 23:00,2023-09-30 23:00,TRUE,0040 Cardero & Davie,0037 Hornby & Nelson,Pay Per Ride,1711,592,8,6,0,0
2023-09-30 23:00,2023-09-30 23:00,TRUE,0027 Beatty & Nelson,0082 Richards & Davie,365 Day Pass Standard,1186,241,11,15,0,0
2023-09-30 23:00,2023-09-30 23:00,FALSE,0012 Dunsmuir & Richards,0005 Dunsmuir & Beatty,365 Day Pass Standard,426,269,14,14,0,0
2023-09-30 23:00,2023-09-30 23:00,FALSE,0098 Carrall & Hastings,0081 7th & Heather,365 Corporate Plus Renewal,3020,733,14,14,0,0
2023-09-30 23:00,2023-09-30 23:00,FALSE,0053 Keefer & Abbott,0173 Columbia & 1st,365 Corporate Standard,1933,504,13,13,0,0
2023-09-30 23:00,2023-09-30 23:00,FALSE,0212 Union & Dunlevy,0215 Princess & Union,30 Day Pass,1212,257,12,14,0,0
2023-09-30 23:00,2023-09-30 23:00,TRUE,0039 Helmcken & Burrard,0041 Cardero & Robson,Pay Per Ride,1458,281,10,13,0,0
2023-09-30 23:00,2023-09-30 23:00,FALSE,0470 Balsam & Cornwall,0450 Point Grey & Bayswater,365 Corporate Plus,1055,316,12,13,0,0
2023-09-30 23:00,2023-09-30 23:00,FALSE,0073 Ontario & 5th,0282 14th & Fraser,365 Day Pass Standard,2119,864,15,13,0,0
2023-09-30 23:00,2023-09-30 23:00,FALSE,0073 Ontario & 5th,0282 14th & Fraser,365 Corporate Standard Renewal,2135,868,16,15,0,0
2023-09-30 23:00,2023-09-30 23:00,TRUE,0144 Wylie & 2nd,0215 Princess & Union,365 Corporate Plus,2693,643,0,13,0,0
2023-09-30 23:00,2023-10-01 1:00,TRUE,0083 Aquatic Centre,0057 Marinaside & Cooperage,Pay Per Ride,23189,7655,9,5,0,0
2023-09-30 23:00,2023-09-30 23:00,TRUE,0083 Aquatic Centre,0083 Aquatic Centre,Pay Per Ride,0,5,9,6,0,0
2023-09-30 23:00,2023-09-30 23:00,FALSE,0144 Wylie & 2nd,0058 Richards & Smithe,365 Day Pass Plus,1780,549,13,13,0,0
2023-09-30 23:00,2023-10-01 1:00,TRUE,0083 Aquatic Centre,0057 Marinaside & Cooperage,Pay Per Ride,23015,7801,8,12,0,0
2023-09-30 23:00,2023-09-30 23:00,FALSE,0242 8th & Commercial,0250 Woodland & 4th,Community Pass,628,129,10,10,0,0
2023-09-30 23:00,2023-09-30 23:00,FALSE,0132 14th & Ontario,0132 14th & Ontario,Pay Per Ride,1049,518,11,11,0,0
2023-09-30 23:00,2023-09-30 23:00,FALSE,0129 Richards & Robson,0053 Keefer & Abbott,24 Hour,1127,596,15,15,0,0
2023-09-30 23:00,2023-09-30 23:00,FALSE,0114 Cypress & 14th,0070 10th & Granville,365 Corporate Standard,1090,243,11,11,0,0
2023-09-30 23:00,2023-09-30 23:00,FALSE,0165 Columbia & 5th,0212 Union & Dunlevy,30 Day Pass,2409,805,13,13,0,0
2023-09-30 23:00,2023-09-30 23:00,FALSE,0138 Richards & Helmcken,0005 Dunsmuir & Beatty,365 Corporate Plus Renewal,1300,462,15,16,0,0
2023-09-30 23:00,2023-09-30 23:00,FALSE,0165 Columbia & 5th,0212 Union & Dunlevy,30 Day Pass,2425,899,13,14,0,0
2023-09-30 23:00,2023-09-30 23:00,TRUE,0037 Hornby & Nelson,0464 Trafalgar & Broadway,365 Day Pass Standard,4196,854,9,13,0,0
2023-09-30 23:00,2023-09-30 23:00,FALSE,0077 Vanier Park,0089 Burrard & Drake,365 Day Pass Standard,2299,830,11,12,0,0
2023-09-30 23:00,2023-09-30 23:00,FALSE,0315 1st & Fir,0177 Quebec & 1st,365 Corporate Plus,3765,909,11,14,0,0
2023-09-30 23:00,2023-09-30 23:00,TRUE,0217 Smithe & Burrard,0055 Keefer & Columbia,365 Day Pass Standard,2301,900,10,7,0,0
2023-09-30 23:00,2023-09-30 23:00,TRUE,0177 Quebec & 1st,0047 Chilco & Beach,30 Day Pass,5359,966,10,7,0,0
2023-09-30 22:00,2023-09-30 22:00,TRUE,0177 Quebec & 1st,0177 Quebec & 1st,30 Day Pass,0,23,10,7,0,0
2023-09-30 22:00,2023-09-30 23:00,FALSE,0012 Dunsmuir & Richards,0026 Beatty & Robson,365 Corporate Plus,765,308,13,15,0,0
2023-09-30 22:00,2023-09-30 23:00,FALSE,0218 Carrall & Seawall,0174 1st & Manitoba,Pay Per Ride,1151,419,13,14,0,0
2023-09-30 22:00,2023-09-30 23:00,FALSE,0030 Abbott & Cordova,0058 Richards & Smithe,365 Day Pass Standard,1280,575,14,13,0,0
2023-09-30 22:00,2023-09-30 23:00,FALSE,0070 10th & Granville,0187 Bute & Davie,30 Day Pass,3546,1024,13,14,0,0
2023-09-30 22:00,2023-09-30 23:00,FALSE,0218 Carrall & Seawall,0174 1st & Manitoba,Pay Per Ride,1174,481,13,14,0,0
2023-09-30 22:00,2023-09-30 23:00,FALSE,0223 Commercial & Adanac,0274 Victoria & 10th,Pay Per Ride,2789,784,11,13,0,0
2023-09-30 22:00,2023-09-30 23:00,FALSE,0021 Cordova & Granville,0201 Shaw Tower,30 Day Pass,804,462,14,14,0,0
2023-09-30 22:00,2023-09-30 23:00,FALSE,0107 8th & Ontario,0252 Woodland & Graveley,365 Day Pass Standard,3661,946,13,12,0,0
2023-09-30 22:00,2023-09-30 22:00,FALSE,0305 Georgia & Homer,0079 Nelson & Richards,365 Day Pass Plus,643,271,14,15,0,0
2023-09-30 22:00,2023-09-30 22:00,FALSE,0470 Balsam & Cornwall,0450 Point Grey & Bayswater,Pay Per Ride,1059,261,12,12,0,0
2023-09-30 22:00,2023-09-30 23:00,FALSE,0310 Jervis & Robson,0002 Burrard Station (Melville & Dunsmuir),24 Hour,1176,775,14,14,0,0
2023-09-30 22:00,2023-09-30 23:00,FALSE,0310 Jervis & Robson,0002 Burrard Station (Melville & Dunsmuir),24 Hour,1202,769,13,11,0,0
2023-09-30 22:00,2023-09-30 23:00,TRUE,0036 Bute & Robson,0083 Aquatic Centre,Pay Per Ride,1536,497,8,12,67,1
2023-09-30 22:00,2023-09-30 23:00,FALSE,0064 Expo & Smithe,0037 Hornby & Nelson,365 Day Pass Standard,1098,486,15,16,0,0
2023-09-30 22:00,2023-09-30 22:00,FALSE,0217 Smithe & Burrard,0313 Nelson & Denman,365 Day Pass Standard SALE,1480,304,14,16,0,0
2023-09-30 22:00,2023-09-30 22:00,FALSE,0050 Bute & Comox,0041 Cardero & Robson,30 Day Pass,953,329,12,13,0,0
2023-09-30 22:00,2023-09-30 22:00,TRUE,0218 Carrall & Seawall,0174 1st & Manitoba,Pay Per Ride,1123,235,7,4,0,0
2023-09-30 22:00,2023-09-30 23:00,FALSE,0009 Spyglass & Seawall,0193 Science World,Community Pass,1235,491,14,14,0,0
2023-09-30 22:00,2023-09-30 23:00,FALSE,0041 Cardero & Robson,0187 Bute & Davie,365 Corporate Plus,1161,570,13,14,0,0
2023-09-30 22:00,2023-09-30 23:00,FALSE,0235 Charles & Commercial,0212 Union & Dunlevy,Pay Per Ride,2521,626,13,15,0,0
2023-09-30 22:00,2023-09-30 23:00,FALSE,0055 Keefer & Columbia,0073 Ontario & 5th,Pay Per Ride,2052,846,14,15,0,0
2023-09-30 22:00,2023-10-01 5:00,FALSE,0002 Burrard Station (Melville & Dunsmuir),0030 Abbott & Cordova,365 Day Pass Plus SALE,1423,423,14,11,0,0
2023-09-30 22:00,2023-09-30 23:00,FALSE,0055 Keefer & Columbia,0073 Ontario & 5th,24 Hour,2019,902,13,14,0,0
2023-09-30 22:00,2023-09-30 22:00,TRUE,0052 Cambie & Water,0024 Hornby & Pender,24 Hour,992,513,10,8,0,0
2023-09-30 22:00,2023-09-30 23:00,TRUE,0108 1st & Chestnut,0557 30th & Ontario,Pay Per Ride,6407,1522,7,12,0,0
2023-09-30 22:00,2023-09-30 23:00,TRUE,0159 Vine & 4th,0174 1st & Manitoba,365 Day Pass Plus,6524,1565,8,12,0,0
2023-09-30 22:00,2023-09-30 22:00,TRUE,0031 Morton & Denman,0045 Beach & Hornby,365 Day Pass Plus,1739,391,9,7,0,0
2023-09-30 22:00,2023-09-30 22:00,TRUE,0052 Cambie & Water,0052 Cambie & Water,24 Hour,0,6,10,6,0,0
2023-09-30 22:00,2023-09-30 23:00,FALSE,0209 Stanley Park - Information Booth,0209 Stanley Park - Information Booth,Pay Per Ride,6175,3406,12,12,0,0
2023-09-30 22:00,2023-09-30 22:00,TRUE,0138 Richards & Helmcken,0005 Dunsmuir & Beatty,Pay Per Ride,1258,394,11,14,0,0
2023-09-30 22:00,2023-09-30 23:00,FALSE,0209 Stanley Park - Information Booth,0209 Stanley Park - Information Booth,24 Hour,0,3541,12,11,0,0
2023-09-30 22:00,2023-09-30 22:00,TRUE,0159 Vine & 4th,0159 Vine & 4th,365 Day Pass Plus,0,8,8,4,0,0
2023-09-30 22:00,2023-09-30 23:00,FALSE,0209 Stanley Park - Information Booth,0209 Stanley Park - Information Booth,Pay Per Ride,6064,3451,12,13,0,0
2023-09-30 22:00,2023-09-30 22:00,TRUE,0159 Vine & 4th,0159 Vine & 4th,365 Day Pass Plus,0,5,8,11,0,0
2023-09-30 22:00,2023-09-30 23:00,FALSE,0209 Stanley Park - Information Booth,0209 Stanley Park - Information Booth,Pay Per Ride,6042,3502,11,12,0,0
2023-09-30 22:00,2023-09-30 22:00,FALSE,0030 Abbott & Cordova,0129 Richards & Robson,365 Day Pass Plus,1151,536,14,15,0,0
2023-09-30 22:00,2023-09-30 23:00,TRUE,0108 1st & Chestnut,0557 30th & Ontario,Pay Per Ride,6446,1621,8,6,0,0
2023-09-30 22:00,2023-09-30 23:00,TRUE,0037 Hornby & Nelson,0189 Granville Island,VIP,7380,2017,9,7,0,0
2023-09-30 22:00,2023-09-30 22:00,FALSE,0030 Abbott & Cordova,0129 Richards & Robson,365 Day Pass Plus,1172,546,14,16,0,0
2023-09-30 22:00,2023-09-30 23:00,FALSE,0209 Stanley Park - Information Booth,0209 Stanley Park - Information Booth,Pay Per Ride,6348,3488,11,12,0,0
2023-09-30 22:00,2023-09-30 23:00,FALSE,0008 8th & Ash,0138 Richards & Helmcken,365 Day Pass Standard,2550,1141,13,14,0,0
2023-09-30 22:00,2023-09-30 23:00,TRUE,0030 Abbott & Cordova,0217 Smithe & Burrard,365 Day Pass Plus,1892,483,0,8,0,0
2023-09-30 22:00,2023-09-30 22:00,FALSE,0174 1st & Manitoba,0236 Keith & 6th,365 Corporate Standard,2325,570,13,15,0,0
2023-09-30 22:00,2023-09-30 22:00,TRUE,0037 Hornby & Nelson,0037 Hornby & Nelson,VIP,35,41,10,13,0,0
2023-09-30 22:00,2023-09-30 23:00,TRUE,0232 Britannia Parking Lot,0093 Chilco & Robson,VIP,6336,2037,7,6,0,0
2023-09-30 22:00,2023-09-30 23:00,FALSE,0047 Chilco & Beach,0073 Ontario & 5th,365 Corporate Standard Renewal,6244,1669,13,13,0,0
2023-09-30 22:00,2023-09-30 23:00,FALSE,0047 Chilco & Beach,0073 Ontario & 5th,365 Day Pass Standard,6187,1682,12,15,0,0
2023-09-30 22:00,2023-09-30 22:00,TRUE,0082 Richards & Davie,0137 Beach & Seymour,Pay Per Ride,539,158,10,14,0,0
2023-09-30 22:00,2023-09-30 23:00,TRUE,0313 Nelson & Denman,0308 Seymour & Cordova,365 Day Pass Standard,2637,1160,9,8,0,0
2023-09-30 22:00,2023-09-30 22:00,TRUE,0019 Robson & Hornby,0037 Hornby & Nelson,VIP,329,103,11,8,0,0
2023-09-30 22:00,2023-09-30 22:00,TRUE,0082 Richards & Davie,0137 Beach & Seymour,Pay Per Ride,541,187,9,6,0,0
2023-09-30 22:00,2023-09-30 23:00,TRUE,0019 Robson & Hornby,0189 Granville Island,VIP,7868,2330,11,7,0,0
2023-09-30 22:00,2023-09-30 22:00,TRUE,0025 Homer & Robson (Vancouver Public Library),0087 Broughton & Davie,VIP,2082,524,10,14,0,0
2023-09-30 22:00,2023-09-30 23:00,FALSE,0009 Spyglass & Seawall,0193 Science World,Community Pass,1884,1132,14,15,0,0
2023-09-30 22:00,2023-09-30 22:00,FALSE,0119 3rd & Quebec,0281 Windsor & 14th,365 Day Pass Standard,3032,940,8,9,0,0
2023-09-30 22:00,2023-09-30 22:00,FALSE,0218 Carrall & Seawall,0084 Beach & Broughton,365 Day Pass Standard,3720,663,13,16,0,0
2023-09-30 22:00,2023-09-30 23:00,FALSE,0009 Spyglass & Seawall,0193 Science World,Community Pass,1310,1233,14,14,0,0
2023-09-30 22:00,2023-09-30 22:00,TRUE,0193 Science World,0631 Lakewood & Triumph,VIP,4178,1067,9,13,0,0
2023-09-30 22:00,2023-09-30 22:00,FALSE,0001 10th & Cambie,0172 10th & Columbia,365 Day Pass Standard,383,198,12,10,0,0
2023-09-30 22:00,2023-09-30 22:00,TRUE,0019 Robson & Hornby,0019 Robson & Hornby,VIP,67,99,0,7,0,0
