Departure,Return,Electric bike,Departure station,Return station,Membership type,Covered distance (m),Duration (sec.),Departure temperature (C),Return temperature (C),Stopover duration (sec.),Number of stopovers
2023-05-31 23:00,2023-05-31 23:00,FALSE,0028 Davie & Beach,0045 Beach & Hornby,365 Day Pass Plus,1686,522,16,17,0,0
2023-05-31 23:00,2023-05-31 23:00,FALSE,0016 Pender & Burrard,0053 Keefer & Abbott,30 Day Pass,1298,471,16,16,0,0
2023-05-31 23:00,2023-05-31 23:00,FALSE,0016 Pender & Burrard,0053 Keefer & Abbott,30 Day Pass,1280,490,16,18,0,0
2023-05-31 23:00,2023-05-31 23:00,FALSE,0174 1st & Manitoba,0198 5th & Main,365 Day Pass Standard SALE,880,390,17,17,0,0
2023-05-31 23:00,2023-05-31 23:00,TRUE,0213 Pender & Gore,0072 14th & Cambie,365 Day Pass Plus,3727,786,13,10,0,0
2023-05-31 23:00,2023-05-31 23:00,FALSE,0017 Marinaside & Davie,0148 Creekside Park North,365 Day Pass Standard,1370,218,16,19,0,0
2023-05-31 23:00,2023-05-31 23:00,TRUE,0235 Charles & Commercial,0202 14th & Oak,Pay Per Ride,6129,1449,11,16,0,0
2023-05-31 23:00,2023-05-31 23:00,FALSE,0076 Cypress & 4th,0147 Chestnut & McNicoll,365 Day Pass Standard,1639,487,16,15,0,0
2023-05-31 23:00,2023-05-31 23:00,FALSE,0008 8th & Ash,0218 Carrall & Seawall,365 Corporate Standard,2460,890,16,17,0,0
2023-05-31 23:00,2023-05-31 23:00,FALSE,0248 St George & Broadway,0246 Glen & Broadway,VIP,1051,385,15,17,0,0
2023-05-31 23:00,2023-05-31 23:00,FALSE,0079 Nelson & Richards,0207 Alberni & Jervis,365 Corporate Plus,1535,485,17,19,0,0
2023-05-31 23:00,2023-05-31 23:00,FALSE,0196 Hornby & Drake,0142 Beach & Cardero,365 Day Pass Plus,1464,296,17,17,0,0
2023-05-31 23:00,2023-05-31 23:00,FALSE,0040 Cardero & Davie,0048 Comox & Broughton,30 Day Pass,459,195,17,17,0,0
2023-05-31 23:00,2023-05-31 23:00,FALSE,0248 St George & Broadway,0246 Glen & Broadway,VIP,1067,456,15,17,0,0
2023-05-31 23:00,2023-05-31 23:00,FALSE,0009 Spyglass & Seawall,0006 Olympic Village Station,365 Day Pass Standard,626,217,17,17,0,0
2023-05-31 23:00,2023-05-31 23:00,FALSE,0196 Hornby & Drake,0006 Olympic Village Station,365 Corporate Standard,2511,743,16,19,0,0
2023-05-31 23:00,2023-05-31 23:00,TRUE,0223 Commercial & Adanac,0037 Hornby & Nelson,365 Corporate Plus,7142,2099,10,15,0,0
2023-05-31 23:00,2023-06-01 0:00,FALSE,0004 Yaletown-Roundhouse Station,0025 Homer & Robson (Vancouver Public Library),365 Day Pass Plus,965,2728,18,16,0,0
2023-05-31 23:00,2023-05-31 23:00,FALSE,0260 10th & Fraser,0017 Marinaside & Davie,365 Day Pass Standard,4153,922,15,16,0,0
2023-05-31 23:00,2023-05-31 23:00,TRUE,0040 Cardero & Davie,0088 Harwood & Bute,365 Corporate Standard,810,343,12,15,0,0
2023-05-31 23:00,2023-05-31 23:00,FALSE,0005 Dunsmuir & Beatty,0187 Bute & Davie,30 Day Pass,2309,568,16,18,0,0
2023-05-31 23:00,2023-05-31 23:00,TRUE,0154 Kitsilano Beach Park,0159 Vine & 4th,365 Corporate Plus,2352,711,10,15,0,0
2023-05-31 23:00,2023-05-31 23:00,FALSE,0005 Dunsmuir & Beatty,0212 Union & Dunlevy,365 Day Pass Standard,1176,240,16,16,0,0
2023-05-31 23:00,2023-05-31 23:00,TRUE,0030 Abbott & Cordova,0190 Melville & Bute,365 Corporate Plus,1631,486,14,17,0,0
2023-05-31 23:00,2023-05-31 23:00,TRUE,0030 Abbott & Cordova,0030 Abbott & Cordova,365 Corporate Plus,0,5,13,9,0,0
2023-05-31 23:00,2023-05-31 23:00,TRUE,0129 Richards & Robson,0138 Richards & Helmcken,365 Day Founding Standard,571,194,14,10,0,0
2023-05-31 23:00,2023-05-31 23:00,FALSE,0058 Richards & Smithe,0196 Hornby & Drake,365 Day Pass Standard,1133,425,16,18,0,0
2023-05-31 23:00,2023-05-31 23:00,FALSE,0144 Wylie & 2nd,0198 5th & Main,365 Day Pass Standard,1114,425,16,17,0,0
2023-05-31 23:00,2023-05-31 23:00,TRUE,0006 Olympic Village Station,0066 Anderson & 2nd,Pay Per Ride,1816,390,11,8,0,0
2023-05-31 23:00,2023-05-31 23:00,TRUE,0006 Olympic Village Station,0006 Olympic Village Station,Pay Per Ride,0,11,11,7,0,0
2023-05-31 23:00,2023-05-31 23:00,FALSE,0065 Cypress & Cornwall,0076 Cypress & 4th,365 Day Pass Standard,537,205,16,16,0,0
2023-05-31 23:00,2023-05-31 23:00,FALSE,0173 Columbia & 1st,0098 Carrall & Hastings,30 Day Pass,2164,797,16,17,0,0
2023-05-31 23:00,2023-05-31 23:00,FALSE,0173 Columbia & 1st,0098 Carrall & Hastings,30 Day Pass,2137,991,16,17,0,0
2023-05-31 23:00,2023-05-31 23:00,TRUE,0071 14th & Granville,0114 Cypress & 14th,30 Day Pass,677,151,13,16,0,0
2023-05-31 23:00,2023-05-31 23:00,TRUE,0153 Arbutus Greenway & Fir,0070 10th & Granville,365 Day Pass Standard,634,145,11,15,0,0
2023-05-31 23:00,2023-05-31 23:00,FALSE,0058 Richards & Smithe,0150 Alexander & Main,30 Day Pass,2086,891,17,17,0,0
2023-05-31 23:00,2023-05-31 23:00,FALSE,0557 30th & Ontario,0078 Nelson & Mainland,365 Corporate Standard,5006,1231,15,18,0,0
2023-05-31 23:00,2023-05-31 23:00,FALSE,0041 Cardero & Robson,0040 Cardero & Davie,30 Day Pass,616,210,17,18,0,0
2023-05-31 23:00,2023-05-31 23:00,TRUE,0011 Ontario & Seawall,0045 Beach & Hornby,365 Day Pass Plus SALE,3552,991,12,10,0,0
2023-05-31 23:00,2023-05-31 23:00,FALSE,0136 David Lam Park - West,0066 Anderson & 2nd,Pay Per Ride,5932,2193,16,16,0,0
2023-05-31 23:00,2023-05-31 23:00,FALSE,0189 Granville Island,0153 Arbutus Greenway & Fir,365 Day Pass Standard,806,238,16,18,0,0
2023-05-31 23:00,2023-05-31 23:00,FALSE,0136 David Lam Park - West,0066 Anderson & 2nd,Pay Per Ride,6021,2276,16,16,0,0
2023-05-31 23:00,2023-05-31 23:00,FALSE,0064 Expo & Smithe,0092 Chilco & Barclay,365 Day Pass Plus SALE,3103,926,17,18,0,0
2023-05-31 23:00,2023-05-31 23:00,FALSE,0212 Union & Dunlevy,0129 Richards & Robson,365 Day Founding Standard,1939,576,16,18,0,0
2023-05-31 23:00,2023-05-31 23:00,FALSE,0138 Richards & Helmcken,0026 Beatty & Robson,30 Day Pass,898,321,18,19,0,0
2023-05-31 23:00,2023-05-31 23:00,FALSE,0006 Olympic Village Station,0143 South False Creek Seawall,365 Corporate Standard,1805,420,15,18,0,0
2023-05-31 23:00,2023-05-31 23:00,FALSE,0112 10th & Oak,0505 28th & Willow,Pay Per Ride,2095,552,16,18,0,0
2023-05-31 23:00,2023-05-31 23:00,TRUE,0980 Workshop - Balancer Bike Check In,0281 Windsor & 14th,VIP,3185,871,20,20,0,0
2023-05-31 22:00,2023-05-31 23:00,TRUE,0002 Burrard Station (Melville & Dunsmuir),0005 Dunsmuir & Beatty,30 Day Pass,1123,299,13,10,0,0
2023-05-31 22:00,2023-05-31 23:00,FALSE,0196 Hornby & Drake,0217 Smithe & Burrard,365 Corporate Plus,853,326,17,18,0,0
2023-05-31 22:00,2023-05-31 23:00,FALSE,0196 Hornby & Drake,0217 Smithe & Burrard,365 Corporate Plus,857,348,16,18,0,0
2023-05-31 22:00,2023-05-31 23:00,FALSE,0198 5th & Main,0037 Hornby & Nelson,30 Day Pass,3740,979,17,17,0,0
2023-05-31 22:00,2023-05-31 23:00,FALSE,0196 Hornby & Drake,0036 Bute & Robson,30 Day Pass,4271,1302,18,18,0,0
2023-05-31 22:00,2023-05-31 23:00,TRUE,0019 Robson & Hornby,0484 Yew & Broadway,VIP,3888,910,13,16,0,0
2023-05-31 22:00,2023-05-31 22:00,TRUE,0123 Georgia & Thurlow,0123 Georgia & Thurlow,30 Day Pass,0,13,13,9,0,0
2023-05-31 22:00,2023-05-31 22:00,TRUE,0123 Georgia & Thurlow,0123 Georgia & Thurlow,30 Day Pass,0,7,14,17,0,0
2023-05-31 22:00,2023-05-31 23:00,TRUE,0236 Keith & 6th,0554 Ontario & 23rd,VIP,3548,674,12,16,0,0
2023-05-31 22:00,2023-05-31 23:00,TRUE,0028 Davie & Beach,0027 Beatty & Nelson,Pay Per Ride,3112,1711,13,17,0,0
2023-05-31 22:00,2023-05-31 22:00,FALSE,0310 Jervis & Robson,0122 Haro & Denman,365 Day Pass Plus SALE,771,187,16,19,0,0
2023-05-31 22:00,2023-05-31 22:00,FALSE,0123 Georgia & Thurlow,0123 Georgia & Thurlow,30 Day Pass,0,19,13,12,0,0
2023-05-31 22:00,2023-05-31 22:00,TRUE,0028 Davie & Beach,0028 Davie & Beach,Pay Per Ride,0,7,14,11,0,0
2023-05-31 22:00,2023-05-31 22:00,FALSE,0173 Columbia & 1st,0199 Georgia & Main,365 Day Pass Standard,1649,488,17,18,0,0
2023-05-31 22:00,2023-05-31 22:00,TRUE,0028 Davie & Beach,0028 Davie & Beach,Pay Per Ride,0,38,14,11,0,0
2023-05-31 22:00,2023-05-31 23:00,TRUE,0028 Davie & Beach,0027 Beatty & Nelson,Pay Per Ride,3112,1873,13,11,0,0
2023-05-31 22:00,2023-05-31 22:00,FALSE,0196 Hornby & Drake,0005 Dunsmuir & Beatty,30 Day Pass,2080,564,17,19,0,0
2023-05-31 22:00,2023-05-31 22:00,TRUE,0196 Hornby & Drake,0200 Cardero & Bayshore,365 Day Pass Plus,2276,463,13,17,0,0
2023-05-31 22:00,2023-05-31 22:00,FALSE,0088 Harwood & Bute,0040 Cardero & Davie,365 Corporate Standard,869,352,17,17,0,0
2023-05-31 22:00,2023-05-31 22:00,FALSE,0217 Smithe & Burrard,0024 Hornby & Pender,30 Day Pass,835,333,17,17,0,0
2023-05-31 22:00,2023-05-31 22:00,FALSE,0017 Marinaside & Davie,0053 Keefer & Abbott,365 Day Pass Plus,1308,474,16,17,0,0
2023-05-31 22:00,2023-05-31 22:00,FALSE,0006 Olympic Village Station,0143 South False Creek Seawall,365 Corporate Plus Renewal,1143,359,16,17,0,0
2023-05-31 22:00,2023-05-31 22:00,FALSE,0193 Science World,0044 Pacific & Richards,365 Day Pass Standard,0,681,17,16,0,0
2023-05-31 22:00,2023-05-31 22:00,FALSE,0190 Melville & Bute,0196 Hornby & Drake,30 Day Pass,2052,677,17,18,0,0
2023-05-31 22:00,2023-05-31 23:00,FALSE,0480 Arbutus & Nanton,0060 Bidwell & Burnaby,365 Day Pass Plus,6085,1392,15,17,0,0
2023-05-31 22:00,2023-05-31 22:00,TRUE,0123 Georgia & Thurlow,0123 Georgia & Thurlow,30 Day Pass,0,16,13,9,0,0
2023-05-31 22:00,2023-05-31 22:00,FALSE,0045 Beach & Hornby,0196 Hornby & Drake,30 Day Pass,396,447,19,16,0,0
2023-05-31 22:00,2023-05-31 23:00,FALSE,0170 8th & Yukon,0066 Anderson & 2nd,Pay Per Ride,3163,1663,16,17,0,0
2023-05-31 22:00,2023-05-31 22:00,TRUE,0006 Olympic Village Station,0130 Heather & 16th,Pay Per Ride,1345,641,12,16,0,0
2023-05-31 22:00,2023-05-31 23:00,FALSE,0170 8th & Yukon,0066 Anderson & 2nd,Pay Per Ride,3308,1714,16,17,0,0
2023-05-31 22:00,2023-05-31 22:00,FALSE,0012 Dunsmuir & Richards,0027 Beatty & Nelson,365 Day Pass Plus SALE,1174,396,17,19,0,0
2023-05-31 22:00,2023-05-31 22:00,TRUE,0006 Olympic Village Station,0006 Olympic Village Station,Pay Per Ride,0,19,12,15,0,0
2023-05-31 22:00,2023-05-31 23:00,FALSE,0159 Vine & 4th,0028 Davie & Beach,Pay Per Ride,4018,1350,16,18,0,0
2023-05-31 22:00,2023-05-31 23:00,FALSE,0170 8th & Yukon,0066 Anderson & 2nd,Pay Per Ride,3201,1745,16,17,0,0
2023-05-31 22:00,2023-05-31 22:00,FALSE,0014 Canada Place,0150 Alexander & Main,30 Day Pass,2013,811,17,18,0,0
2023-05-31 22:00,2023-05-31 22:00,FALSE,0053 Keefer & Abbott,0229 Keefer & Princess,365 Corporate Standard,1317,343,17,18,0,0
2023-05-31 22:00,2023-05-31 22:00,FALSE,0204 York & Yew,0166 Alder & 11th,30 Day Pass,2918,921,16,17,0,0
2023-05-31 22:00,2023-05-31 22:00,FALSE,0134 14th & Main,0166 Alder & 11th,365 Day Pass Plus,2675,870,15,17,0,0
2023-05-31 22:00,2023-05-31 22:00,FALSE,0054 Expo & Carrall,0187 Bute & Davie,365 Day Founding Standard,2856,903,17,18,0,0
2023-05-31 22:00,2023-05-31 22:00,FALSE,0196 Hornby & Drake,0217 Smithe & Burrard,365 Corporate Plus,855,312,17,18,0,0
2023-05-31 22:00,2023-05-31 22:00,FALSE,0191 7th & Laurel,0248 St George & Broadway,365 Corporate Standard,2721,816,17,18,0,0
2023-05-31 22:00,2023-05-31 23:00,FALSE,0089 Burrard & Drake,0261 8th & Fraser,24 Hour,9152,2612,17,17,0,0
2023-05-31 22:00,2023-05-31 22:00,FALSE,0122 Haro & Denman,0126 Thurlow & Pendrell,365 Day Pass Plus,1547,368,16,18,0,0
2023-05-31 22:00,2023-05-31 22:00,FALSE,0250 Woodland & 4th,0058 Richards & Smithe,30 Day Pass,5282,1354,16,17,0,0
2023-05-31 22:00,2023-05-31 22:00,FALSE,0035 Hastings & Broughton,0083 Aquatic Centre,365 Corporate Plus Renewal,3665,1014,17,19,0,0
2023-05-31 22:00,2023-05-31 22:00,FALSE,0060 Bidwell & Burnaby,0002 Burrard Station (Melville & Dunsmuir),365 Day Pass Standard,2338,1084,17,17,0,0
2023-05-31 22:00,2023-05-31 22:00,FALSE,0154 Kitsilano Beach Park,0204 York & Yew,30 Day Pass,271,124,15,13,0,0
2023-05-31 22:00,2023-05-31 22:00,FALSE,0283 15th & Knight,0561 20th & Main,Community Pass E-bike,2464,1221,16,17,0,0
2023-05-31 22:00,2023-05-31 22:00,TRUE,0112 10th & Oak,0204 York & Yew,Pay Per Ride,3154,881,12,16,0,0
2023-05-31 22:00,2023-05-31 22:00,FALSE,0017 Marinaside & Davie,0011 Ontario & Seawall,365 Day Founding Plus,1899,435,16,18,0,0
2023-05-31 22:00,2023-05-31 23:00,FALSE,0025 Homer & Robson (Vancouver Public Library),0004 Yaletown-Roundhouse Station,365 Day Pass Plus,1749,3044,16,17,1106,2
2023-05-31 22:00,2023-05-31 22:00,FALSE,0037 Hornby & Nelson,0150 Alexander & Main,365 Day Pass Plus SALE,2552,535,17,20,0,0
2023-05-31 22:00,2023-05-31 22:00,FALSE,0452 8th & Macdonald,0112 10th & Oak,365 Day Pass Standard,3330,1066,16,16,0,0
2023-05-31 22:00,2023-05-31 22:00,FALSE,0054 Expo & Carrall,0219 Hawks & Union,365 Corporate Standard,1398,327,18,20,0,0
2023-05-31 22:00,2023-05-31 22:00,FALSE,0031 Morton & Denman,0084 Beach & Broughton,365 Day Pass Plus,914,304,17,18,0,0
2023-05-31 22:00,2023-05-31 22:00,FALSE,0064 Expo & Smithe,0045 Beach & Hornby,30 Day Pass,2840,734,18,20,0,0
2023-05-31 22:00,2023-05-31 22:00,FALSE,0190 Melville & Bute,0057 Marinaside & Cooperage,365 Day Pass Standard,2350,604,17,19,0,0
2023-05-31 22:00,2023-05-31 22:00,FALSE,0064 Expo & Smithe,0045 Beach & Hornby,30 Day Pass,2962,785,18,19,0,0
2023-05-31 22:00,2023-05-31 22:00,FALSE,0099 šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,0078 Nelson & Mainland,365 Corporate Plus,1061,276,17,19,0,0
2023-05-31 22:00,2023-05-31 22:00,FALSE,0064 Expo & Smithe,0045 Beach & Hornby,30 Day Pass,2799,790,18,20,0,0
2023-05-31 22:00,2023-05-31 22:00,FALSE,0206 8th & Scotia,0266 St Catherines & 7th,365 Corporate Plus Renewal,1178,292,16,18,0,0
2023-05-31 22:00,2023-05-31 22:00,FALSE,0232 Britannia Parking Lot,0173 Columbia & 1st,365 Day Pass Plus,3830,1053,16,18,0,0
2023-05-31 22:00,2023-05-31 22:00,FALSE,0242 8th & Commercial,0228 Keefer & Hawks,365 Day Pass Standard,3011,603,16,18,0,0
2023-05-31 22:00,2023-05-31 22:00,FALSE,0064 Expo & Smithe,0300 Bute & Barclay,365 Day Pass Plus,1560,696,16,17,0,0
2023-05-31 22:00,2023-05-31 22:00,FALSE,0024 Hornby & Pender,0187 Bute & Davie,365 Day Founding Standard,1727,662,17,16,0,0
2023-05-31 22:00,2023-05-31 22:00,FALSE,0177 Quebec & 1st,0114 Cypress & 14th,30 Day Pass,4890,1177,17,17,0,0
2023-05-31 22:00,2023-05-31 22:00,FALSE,0212 Union & Dunlevy,0231 Napier & Commercial,365 Day Pass Standard,2327,700,16,17,0,0
2023-05-31 22:00,2023-05-31 22:00,FALSE,0260 10th & Fraser,0186 10th & Kingsway,365 Day Pass Standard,673,179,16,15,0,0
2023-05-31 22:00,2023-05-31 22:00,FALSE,0198 5th & Main,0144 Wylie & 2nd,365 Day Pass Standard,1061,320,16,18,0,0
2023-05-31 22:00,2023-05-31 22:00,TRUE,0215 Princess & Union,0227 Campbell & Hastings,Community Pass E-bike (PWD),876,233,13,17,0,0
2023-05-31 22:00,2023-05-31 22:00,FALSE,0050 Bute & Comox,0310 Jervis & Robson,365 Day Pass Plus,584,180,17,18,0,0
2023-05-31 22:00,2023-05-31 22:00,FALSE,0030 Abbott & Cordova,0032 Comox & Denman,365 Day Pass Standard,3457,1374,17,19,0,0
2023-05-31 22:00,2023-05-31 22:00,TRUE,0298 6th & Carolina,0187 Bute & Davie,365 Day Pass Standard,5458,1174,13,18,0,0
2023-05-31 22:00,2023-05-31 22:00,FALSE,0126 Thurlow & Pendrell,0017 Marinaside & Davie,365 Day Pass Standard,1423,323,17,19,0,0
2023-05-31 22:00,2023-05-31 22:00,FALSE,0235 Charles & Commercial,0088 Harwood & Bute,365 Corporate Plus,6256,1999,16,18,0,0
2023-05-31 22:00,2023-05-31 22:00,TRUE,0066 Anderson & 2nd,0006 Olympic Village Station,Pay Per Ride,2168,539,13,10,0,0
2023-05-31 22:00,2023-05-31 22:00,TRUE,0071 14th & Granville,0470 Balsam & Cornwall,365 Day Pass Plus,3849,982,13,16,0,0
2023-05-31 22:00,2023-05-31 22:00,FALSE,0099 šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,0196 Hornby & Drake,365 Day Pass Standard,986,370,17,18,0,0
2023-05-31 22:00,2023-05-31 22:00,FALSE,0078 Nelson & Mainland,0028 Davie & Beach,Pay Per Ride,3099,1087,17,17,0,0
2023-05-31 22:00,2023-05-31 22:00,FALSE,0064 Expo & Smithe,0154 Kitsilano Beach Park,Pay Per Ride,6534,1445,17,16,0,0
2023-05-31 22:00,2023-05-31 22:00,TRUE,0119 3rd & Quebec,0006 Olympic Village Station,Pay Per Ride,1168,235,13,9,0,0
2023-05-31 22:00,2023-05-31 22:00,FALSE,0250 Woodland & 4th,0227 Campbell & Hastings,Community Pass,2444,586,16,19,0,0
