Departure,Return,Electric bike,Departure station,Return station,Membership type,Covered distance (m),Duration (sec.),Departure temperature (C),Return temperature (C),Stopover duration (sec.),Number of stopovers
2023-07-01 0:00,2023-07-01 0:00,FALSE,0017 Marinaside & Davie,0177 Quebec & 1st,Pay Per Ride,1990,612,20,21,0,0
2023-07-01 0:00,2023-07-01 1:00,FALSE,0148 Creekside Park North,0058 Richards & Smithe,Community Pass E-bike,4039,3302,21,21,0,0
2023-07-01 0:00,2023-07-01 0:00,FALSE,0176 10th & Ontario,0191 7th & Laurel,365 Day Pass Plus,2131,810,19,21,0,0
2023-07-01 0:00,2023-07-01 0:00,TRUE,0052 Cambie & Water,0186 10th & Kingsway,Pay Per Ride,3500,958,17,13,0,0
2023-07-01 0:00,2023-07-01 0:00,FALSE,0415 Dunbar & Broadway,0431 Blenheim & 4th,Pay Per Ride,925,205,19,21,0,0
2023-07-01 0:00,2023-07-01 0:00,TRUE,0084 Beach & Broughton,0011 Ontario & Seawall,365 Day Pass Plus,4370,1106,16,13,0,0
2023-07-01 0:00,2023-07-01 0:00,TRUE,0074 10th & Main,0176 10th & Ontario,365 Day Pass Plus,210,72,15,18,0,0
2023-07-01 0:00,2023-07-01 0:00,FALSE,0223 Commercial & Adanac,0054 Expo & Carrall,365 Day Pass Standard,2677,826,20,19,0,0
2023-07-01 0:00,2023-07-01 0:00,FALSE,0053 Keefer & Abbott,0058 Richards & Smithe,30 Day Pass,2195,1009,21,21,0,0
2023-07-01 0:00,2023-07-01 0:00,FALSE,0193 Science World,0063 Robson & Granville,Community Pass E-bike,3763,2021,20,19,0,0
2023-07-01 0:00,2023-07-01 0:00,FALSE,0415 Dunbar & Broadway,0460 Trafalgar & Cornwall,Pay Per Ride,2354,653,19,21,0,0
2023-07-01 0:00,2023-07-01 0:00,FALSE,0193 Science World,0063 Robson & Granville,Community Pass E-bike,3747,2093,20,17,0,0
2023-07-01 0:00,2023-07-01 0:00,FALSE,0206 8th & Scotia,0166 Alder & 11th,365 Day Pass Standard,0,1118,19,19,0,0
2023-07-01 0:00,2023-07-01 0:00,FALSE,0174 1st & Manitoba,0440 Point Grey & Blenheim,365 Day Pass Plus SALE,7637,2035,21,22,0,0
2023-07-01 0:00,2023-07-01 0:00,FALSE,0196 Hornby & Drake,0207 Alberni & Jervis,30 Day Pass,2162,738,22,23,0,0
2023-07-01 0:00,2023-07-01 0:00,FALSE,0028 Davie & Beach,0084 Beach & Broughton,365 Day Pass Plus,837,302,20,21,0,0
2023-07-01 0:00,2023-07-01 0:00,TRUE,0012 Dunsmuir & Richards,0229 Keefer & Princess,30 Day Pass,3483,2305,17,20,0,0
2023-07-01 0:00,2023-07-01 0:00,TRUE,0068 Cypress & 10th,0109 7th & Arbutus,Community Pass E-bike (PWD),615,213,15,18,0,0
2023-07-01 0:00,2023-07-01 0:00,FALSE,0057 Marinaside & Cooperage,0053 Keefer & Abbott,365 Corporate Plus Renewal,1067,439,21,22,0,0
2023-07-01 0:00,2023-07-01 2:00,TRUE,0037 Hornby & Nelson,0021 Cordova & Granville,Pay Per Ride,25056,7494,16,19,0,0
2023-07-01 0:00,2023-07-01 0:00,TRUE,0262 8th & Prince Edward,0262 8th & Prince Edward,365 Day Pass Standard,0,7,16,12,0,0
2023-07-01 0:00,2023-07-01 0:00,FALSE,0082 Richards & Davie,0030 Abbott & Cordova,365 Day Pass Plus,2227,2090,22,23,1366,1
2023-07-01 0:00,2023-07-01 0:00,FALSE,0196 Hornby & Drake,0196 Hornby & Drake,30 Day Pass,91,70,22,21,0,0
2023-07-01 0:00,2023-07-01 0:00,FALSE,0037 Hornby & Nelson,0052 Cambie & Water,365 Day Pass Plus,1749,747,21,21,0,0
2023-07-01 0:00,2023-07-01 0:00,FALSE,0126 Thurlow & Pendrell,0032 Comox & Denman,Community Pass,1198,454,20,22,0,0
2023-07-01 0:00,2023-07-01 0:00,FALSE,0300 Bute & Barclay,0037 Hornby & Nelson,30 Day Pass,735,294,21,21,17,1
2023-07-01 0:00,2023-07-01 0:00,TRUE,0069 7th & Granville,0310 Jervis & Robson,365 Day Founding Plus,3331,985,17,14,0,0
2023-07-01 0:00,2023-07-01 0:00,FALSE,0273 Victoria & 4th,0223 Commercial & Adanac,365 Day Pass Standard,1645,685,19,18,0,0
2023-07-01 0:00,2023-07-01 0:00,FALSE,0031 Morton & Denman,0017 Marinaside & Davie,365 Day Pass Standard,3606,1507,21,22,0,0
2023-07-01 0:00,2023-07-01 0:00,TRUE,0077 Vanier Park,0037 Hornby & Nelson,30 Day Pass,2641,830,14,12,0,0
2023-07-01 0:00,2023-07-01 6:00,FALSE,0015 Granville & Georgia,0005 Dunsmuir & Beatty,365 Day Pass Standard,841,260,0,17,0,0
2023-07-01 0:00,2023-07-01 0:00,TRUE,0052 Cambie & Water,0257 Prince Edward & 14th,365 Day Pass Standard,3948,780,18,21,0,0
2023-07-01 0:00,2023-07-01 0:00,TRUE,0173 Columbia & 1st,0109 7th & Arbutus,365 Corporate Plus,4481,1048,16,20,0,0
2023-06-30 23:00,2023-07-01 0:00,TRUE,0122 Haro & Denman,0027 Beatty & Nelson,365 Corporate Standard,2373,650,18,21,0,0
2023-06-30 23:00,2023-07-01 0:00,FALSE,0028 Davie & Beach,0221 Glen & Union,365 Day Pass Plus,5819,2725,20,21,0,0
2023-06-30 23:00,2023-07-01 0:00,FALSE,0078 Nelson & Mainland,0225 McLean & Pender,30 Day Pass,4016,1077,21,22,0,0
2023-06-30 23:00,2023-07-01 0:00,TRUE,0254 Grandview & Commercial,0246 Glen & Broadway,Pay Per Ride,1297,731,16,13,0,0
2023-06-30 23:00,2023-06-30 23:00,TRUE,0122 Haro & Denman,0122 Haro & Denman,365 Corporate Standard,2,12,18,14,0,0
2023-06-30 23:00,2023-07-01 0:00,FALSE,0041 Cardero & Robson,0087 Broughton & Davie,Pay Per Ride,1204,709,21,20,0,0
2023-06-30 23:00,2023-07-01 0:00,FALSE,0028 Davie & Beach,0045 Beach & Hornby,30 Day Pass,1688,535,20,21,0,0
2023-06-30 23:00,2023-07-01 0:00,FALSE,0028 Davie & Beach,0045 Beach & Hornby,30 Day Pass,1694,549,20,21,0,0
2023-06-30 23:00,2023-07-01 0:00,FALSE,0174 1st & Manitoba,0112 10th & Oak,365 Corporate Standard Renewal,2721,881,21,21,0,0
2023-06-30 23:00,2023-07-01 0:00,TRUE,0102 Stanley Park - Second Beach North,0102 Stanley Park - Second Beach North,365 Day Pass Plus,127,3373,16,12,0,0
2023-06-30 23:00,2023-07-01 0:00,FALSE,0078 Nelson & Mainland,0199 Georgia & Main,30 Day Pass,1756,403,20,22,0,0
2023-06-30 23:00,2023-07-01 0:00,FALSE,0400 Jericho Beach,0470 Balsam & Cornwall,365 Day Pass Standard,2634,682,19,20,0,0
2023-06-30 23:00,2023-06-30 23:00,TRUE,0028 Davie & Beach,0084 Beach & Broughton,365 Corporate Standard Renewal,815,182,16,19,0,0
2023-06-30 23:00,2023-07-01 0:00,FALSE,0470 Balsam & Cornwall,0415 Dunbar & Broadway,Pay Per Ride,2848,844,19,19,0,0
2023-06-30 23:00,2023-07-01 0:00,TRUE,0186 10th & Kingsway,0245 Woodland & 10th,Pay Per Ride,8902,3270,16,18,0,0
2023-06-30 23:00,2023-06-30 23:00,TRUE,0174 1st & Manitoba,0174 1st & Manitoba,365 Corporate Standard Renewal,0,64,18,21,0,0
2023-06-30 23:00,2023-07-01 0:00,FALSE,0470 Balsam & Cornwall,0414 Dunbar & 6th,30 Day Pass,2632,836,20,22,0,0
2023-06-30 23:00,2023-07-01 0:00,TRUE,0089 Burrard & Drake,0196 Hornby & Drake,30 Day Pass,4548,2148,17,20,0,0
2023-06-30 23:00,2023-06-30 23:00,TRUE,0109 7th & Arbutus,0068 Cypress & 10th,Community Pass E-bike (PWD),609,227,15,18,0,0
2023-06-30 23:00,2023-07-01 0:00,TRUE,0089 Burrard & Drake,0196 Hornby & Drake,30 Day Pass,4488,2149,17,13,0,0
2023-06-30 23:00,2023-06-30 23:00,TRUE,0089 Burrard & Drake,0089 Burrard & Drake,30 Day Pass,0,5,17,20,0,0
2023-06-30 23:00,2023-06-30 23:00,FALSE,0206 8th & Scotia,0237 Glen & 6th,Pay Per Ride,1833,416,20,20,0,0
2023-06-30 23:00,2023-07-01 0:00,FALSE,0072 14th & Cambie,0109 7th & Arbutus,365 Corporate Plus Renewal,3520,812,19,21,0,0
2023-06-30 23:00,2023-06-30 23:00,TRUE,0143 South False Creek Seawall,0112 10th & Oak,365 Corporate Plus,928,237,15,19,0,0
2023-06-30 23:00,2023-06-30 23:00,FALSE,0282 14th & Fraser,0250 Woodland & 4th,30 Day Pass,2219,740,20,20,0,0
2023-06-30 23:00,2023-07-01 0:00,TRUE,0072 14th & Cambie,0187 Bute & Davie,365 Day Pass Plus,4054,1214,16,15,0,0
2023-06-30 23:00,2023-06-30 23:00,TRUE,0064 Expo & Smithe,0196 Hornby & Drake,Community Pass E-bike,1600,561,17,21,0,0
2023-06-30 23:00,2023-06-30 23:00,FALSE,0093 Chilco & Robson,0092 Chilco & Barclay,Pay Per Ride,594,257,21,22,0,0
2023-06-30 23:00,2023-07-01 0:00,TRUE,0206 8th & Scotia,0050 Bute & Comox,Pay Per Ride,4671,1265,15,20,0,0
2023-06-30 23:00,2023-06-30 23:00,TRUE,0093 Chilco & Robson,0092 Chilco & Barclay,Pay Per Ride,589,299,16,13,0,0
2023-06-30 23:00,2023-06-30 23:00,FALSE,0174 1st & Manitoba,0189 Granville Island,30 Day Pass,2642,656,21,22,0,0
2023-06-30 23:00,2023-06-30 23:00,FALSE,0082 Richards & Davie,0002 Burrard Station (Melville & Dunsmuir),30 Day Pass,1764,639,20,21,0,0
2023-06-30 23:00,2023-06-30 23:00,TRUE,0173 Columbia & 1st,0110 5th & Arbutus,365 Day Pass Standard SALE,3826,821,17,21,0,0
2023-06-30 23:00,2023-07-01 0:00,FALSE,0227 Campbell & Hastings,0026 Beatty & Robson,30 Day Pass,3485,1965,20,21,0,0
2023-06-30 23:00,2023-06-30 23:00,TRUE,0173 Columbia & 1st,0110 5th & Arbutus,365 Day Pass Standard SALE,3837,866,17,20,0,0
2023-06-30 23:00,2023-07-01 0:00,FALSE,0174 1st & Manitoba,0193 Science World,365 Day Pass Plus SALE,1161,2069,20,19,0,0
2023-06-30 23:00,2023-07-01 0:00,FALSE,0227 Campbell & Hastings,0064 Expo & Smithe,30 Day Pass,3346,1675,20,21,0,0
2023-06-30 23:00,2023-06-30 23:00,FALSE,0274 Victoria & 10th,0054 Expo & Carrall,365 Day Pass Plus,4416,874,19,21,0,0
2023-06-30 23:00,2023-07-01 0:00,FALSE,0174 1st & Manitoba,0063 Robson & Granville,Community Pass E-bike,5009,3951,22,22,0,0
2023-06-30 23:00,2023-07-01 0:00,TRUE,0154 Kitsilano Beach Park,0040 Cardero & Davie,365 Day Pass Plus SALE,5237,1406,16,13,0,0
2023-06-30 23:00,2023-07-01 0:00,FALSE,0154 Kitsilano Beach Park,0040 Cardero & Davie,365 Day Pass Plus SALE,5417,1492,20,21,0,0
2023-06-30 23:00,2023-06-30 23:00,FALSE,0452 8th & Macdonald,0400 Jericho Beach,Pay Per Ride,3063,785,20,22,0,0
2023-06-30 23:00,2023-06-30 23:00,FALSE,0079 Nelson & Richards,0174 1st & Manitoba,Pay Per Ride,2677,967,21,22,0,0
2023-06-30 23:00,2023-06-30 23:00,FALSE,0452 8th & Macdonald,0400 Jericho Beach,Pay Per Ride,3056,809,19,22,0,0
2023-06-30 23:00,2023-06-30 23:00,TRUE,0179 11th & Kingsway,0211 14th & Alder,Pay Per Ride,2763,686,17,20,0,0
2023-06-30 23:00,2023-06-30 23:00,TRUE,0262 8th & Prince Edward,0088 Harwood & Bute,VIP,5715,1231,16,13,0,0
2023-06-30 23:00,2023-06-30 23:00,TRUE,0199 Georgia & Main,0072 14th & Cambie,365 Day Pass Plus,3306,722,17,13,0,0
2023-06-30 23:00,2023-06-30 23:00,FALSE,0001 10th & Cambie,0177 Quebec & 1st,365 Corporate Standard,1782,538,20,19,0,0
2023-06-30 23:00,2023-06-30 23:00,FALSE,0040 Cardero & Davie,0460 Trafalgar & Cornwall,365 Day Pass Plus,4063,994,21,21,0,0
2023-06-30 23:00,2023-06-30 23:00,FALSE,0197 1st & Scotia,0053 Keefer & Abbott,30 Day Pass,1815,370,21,22,0,0
2023-06-30 23:00,2023-06-30 23:00,FALSE,0079 Nelson & Richards,0174 1st & Manitoba,Pay Per Ride,2656,1397,22,22,0,0
2023-06-30 23:00,2023-06-30 23:00,FALSE,0058 Richards & Smithe,0053 Keefer & Abbott,365 Day Pass Standard,1376,324,21,24,0,0
2023-06-30 23:00,2023-06-30 23:00,FALSE,0174 1st & Manitoba,0470 Balsam & Cornwall,Pay Per Ride,5384,1244,21,22,0,0
2023-06-30 23:00,2023-06-30 23:00,FALSE,0112 10th & Oak,0079 Nelson & Richards,30 Day Pass,3736,896,21,22,0,0
2023-06-30 23:00,2023-06-30 23:00,FALSE,0030 Abbott & Cordova,0032 Comox & Denman,365 Day Pass Standard,3455,1453,22,23,0,0
2023-06-30 23:00,2023-06-30 23:00,FALSE,0076 Cypress & 4th,0040 Cardero & Davie,365 Day Pass Plus,3122,1053,22,23,0,0
2023-06-30 23:00,2023-06-30 23:00,TRUE,0470 Balsam & Cornwall,0089 Burrard & Drake,30 Day Pass,4754,1422,17,20,0,0
2023-06-30 23:00,2023-06-30 23:00,TRUE,0053 Keefer & Abbott,0213 Pender & Gore,30 Day Pass,915,204,18,15,0,0
2023-06-30 23:00,2023-06-30 23:00,FALSE,0154 Kitsilano Beach Park,0028 Davie & Beach,24 Hour,3716,2024,20,23,0,0
2023-06-30 23:00,2023-06-30 23:00,TRUE,0206 8th & Scotia,0642 Franklin & Nanaimo,Community Pass E-bike (PWD),5354,978,18,21,0,0
2023-06-30 23:00,2023-06-30 23:00,FALSE,0006 Olympic Village Station,0004 Yaletown-Roundhouse Station,365 Day Founding Plus,1768,640,20,21,0,0
2023-06-30 23:00,2023-06-30 23:00,FALSE,0006 Olympic Village Station,0004 Yaletown-Roundhouse Station,365 Corporate Plus,1768,640,20,21,0,0
2023-06-30 23:00,2023-06-30 23:00,FALSE,0174 1st & Manitoba,0137 Beach & Seymour,365 Corporate Standard,3777,819,21,23,0,0
2023-06-30 23:00,2023-06-30 23:00,FALSE,0017 Marinaside & Davie,0008 8th & Ash,365 Day Pass Standard SALE,3759,994,21,22,0,0
2023-06-30 23:00,2023-06-30 23:00,FALSE,0565 27th & Main,0249 7th & Woodland,365 Day Pass Standard SALE,4676,1107,21,22,0,0
2023-06-30 23:00,2023-06-30 23:00,TRUE,0232 Britannia Parking Lot,0159 Vine & 4th,VIP,8963,1676,17,20,0,0
2023-06-30 23:00,2023-06-30 23:00,TRUE,0129 Richards & Robson,0187 Bute & Davie,365 Day Pass Plus SALE,1561,414,17,20,0,0
2023-06-30 23:00,2023-06-30 23:00,FALSE,0174 1st & Manitoba,0082 Richards & Davie,365 Corporate Plus Renewal,3757,825,21,22,0,0
2023-06-30 23:00,2023-06-30 23:00,TRUE,0232 Britannia Parking Lot,0232 Britannia Parking Lot,VIP,1,10,17,20,0,0
2023-06-30 23:00,2023-06-30 23:00,FALSE,0030 Abbott & Cordova,0218 Carrall & Seawall,30 Day Pass,1707,589,22,23,0,0
2023-06-30 23:00,2023-06-30 23:00,FALSE,0030 Abbott & Cordova,0218 Carrall & Seawall,30 Day Pass,1664,599,22,23,0,0
2023-06-30 23:00,2023-06-30 23:00,FALSE,0058 Richards & Smithe,0106 Heather & 14th,365 Day Founding Standard,2787,669,22,22,0,0
2023-06-30 23:00,2023-06-30 23:00,FALSE,0008 8th & Ash,0026 Beatty & Robson,365 Corporate Standard,1837,715,21,20,0,0
2023-06-30 23:00,2023-06-30 23:00,TRUE,0124 Richards & Cordova,0137 Beach & Seymour,365 Day Pass Plus,2002,693,18,16,0,0
2023-06-30 23:00,2023-07-01 0:00,FALSE,0129 Richards & Robson,0082 Richards & Davie,365 Day Pass Plus,5758,2688,22,22,592,4
2023-06-30 23:00,2023-06-30 23:00,FALSE,0045 Beach & Hornby,0218 Carrall & Seawall,365 Day Pass Standard,2848,760,21,23,0,0
2023-06-30 23:00,2023-06-30 23:00,TRUE,0011 Ontario & Seawall,0006 Olympic Village Station,Community Pass E-bike (PWD),1938,1088,17,13,0,0
2023-06-30 23:00,2023-06-30 23:00,FALSE,0611 Wall & Eton,0280 Triumph & Victoria,Pay Per Ride,1537,1312,21,22,0,0
2023-06-30 23:00,2023-07-01 8:00,FALSE,0025 Homer & Robson (Vancouver Public Library),0150 Alexander & Main,30 Day Pass,3314,32324,22,17,30598,2
2023-06-30 23:00,2023-06-30 23:00,TRUE,0173 Columbia & 1st,0004 Yaletown-Roundhouse Station,Pay Per Ride,2703,630,16,13,0,0
2023-06-30 23:00,2023-06-30 23:00,TRUE,0199 Georgia & Main,0053 Keefer & Abbott,30 Day Pass,665,128,18,21,0,0
2023-06-30 23:00,2023-06-30 23:00,FALSE,0034 Cordova & Bute,0196 Hornby & Drake,30 Day Pass,2133,615,22,24,0,0
2023-06-30 23:00,2023-06-30 23:00,FALSE,0063 Robson & Granville,0063 Robson & Granville,Pay Per Ride,0,103,22,21,0,0
2023-06-30 23:00,2023-06-30 23:00,FALSE,0142 Beach & Cardero,0102 Stanley Park - Second Beach North,365 Day Founding Standard,1745,481,21,23,0,0
2023-06-30 23:00,2023-06-30 23:00,TRUE,0152 Arbutus Greenway & 14th,0176 10th & Ontario,Pay Per Ride,3891,932,16,14,0,0
2023-06-30 23:00,2023-06-30 23:00,FALSE,0065 Cypress & Cornwall,0174 1st & Manitoba,365 Day Pass Plus,5733,2120,21,21,0,0
2023-06-30 23:00,2023-06-30 23:00,TRUE,0152 Arbutus Greenway & 14th,0152 Arbutus Greenway & 14th,Pay Per Ride,0,5,16,19,0,0
2023-06-30 23:00,2023-06-30 23:00,TRUE,0031 Morton & Denman,0004 Yaletown-Roundhouse Station,Pay Per Ride,4843,1416,17,20,0,0
2023-06-30 23:00,2023-06-30 23:00,FALSE,0152 Arbutus Greenway & 14th,0176 10th & Ontario,Pay Per Ride,4024,989,20,23,0,0
2023-06-30 23:00,2023-06-30 23:00,TRUE,0031 Morton & Denman,0004 Yaletown-Roundhouse Station,Pay Per Ride,4732,1441,18,14,0,0
2023-06-30 23:00,2023-07-01 1:00,TRUE,0019 Robson & Hornby,0113 Arbutus & 16th,Pay Per Ride,27031,6995,18,18,0,0
2023-06-30 23:00,2023-06-30 23:00,FALSE,0074 10th & Main,0053 Keefer & Abbott,365 Day Pass Plus,2897,714,21,21,0,0
2023-06-30 23:00,2023-06-30 23:00,TRUE,0450 Point Grey & Bayswater,0089 Burrard & Drake,30 Day Pass,6558,2292,16,20,0,0
2023-06-30 23:00,2023-06-30 23:00,TRUE,0031 Morton & Denman,0031 Morton & Denman,Pay Per Ride,0,9,17,14,0,0
2023-06-30 23:00,2023-06-30 23:00,TRUE,0031 Morton & Denman,0031 Morton & Denman,Pay Per Ride,0,14,18,21,0,0
2023-06-30 23:00,2023-06-30 23:00,TRUE,0019 Robson & Hornby,0019 Robson & Hornby,Pay Per Ride,0,22,18,15,0,0
2023-06-30 23:00,2023-06-30 23:00,TRUE,0124 Richards & Cordova,0187 Bute & Davie,Pay Per Ride,2324,809,19,22,0,0
2023-06-30 23:00,2023-06-30 23:00,TRUE,0124 Richards & Cordova,0187 Bute & Davie,Pay Per Ride,2300,829,19,16,0,0
2023-06-30 23:00,2023-06-30 23:00,TRUE,0450 Point Grey & Bayswater,0450 Point Grey & Bayswater,30 Day Pass,0,84,16,12,0,0
2023-06-30 23:00,2023-06-30 23:00,FALSE,0229 Keefer & Princess,0011 Ontario & Seawall,Community Pass E-bike (PWD),1870,488,22,24,0,0
2023-06-30 23:00,2023-06-30 23:00,FALSE,0028 Davie & Beach,0034 Cordova & Bute,Pay Per Ride,3585,1047,22,22,0,0
2023-06-30 23:00,2023-06-30 23:00,TRUE,0242 8th & Commercial,0179 11th & Kingsway,Pay Per Ride,2223,506,17,21,0,0
2023-06-30 23:00,2023-06-30 23:00,TRUE,0242 8th & Commercial,0179 11th & Kingsway,Pay Per Ride,2224,513,18,22,0,0
2023-06-30 23:00,2023-06-30 23:00,TRUE,0031 Morton & Denman,0004 Yaletown-Roundhouse Station,Pay Per Ride,4745,1627,17,15,0,0
2023-06-30 23:00,2023-06-30 23:00,TRUE,0450 Point Grey & Bayswater,0450 Point Grey & Bayswater,30 Day Pass,0,10,16,19,0,0
2023-06-30 23:00,2023-06-30 23:00,FALSE,0273 Victoria & 4th,0273 Victoria & 4th,365 Day Pass Plus,2973,2322,20,19,0,0
2023-06-30 23:00,2023-07-01 8:00,FALSE,0028 Davie & Beach,0034 Cordova & Bute,Pay Per Ride,4153,34025,22,19,0,0
2023-06-30 23:00,2023-07-01 0:00,FALSE,0352 Commercial & 20th,0189 Granville Island,365 Corporate Plus Renewal,9197,3032,21,21,0,0
2023-06-30 23:00,2023-06-30 23:00,FALSE,0031 Morton & Denman,0004 Yaletown-Roundhouse Station,Pay Per Ride,5029,1644,22,22,0,0
2023-06-30 23:00,2023-06-30 23:00,FALSE,0310 Jervis & Robson,0040 Cardero & Davie,365 Day Pass Standard,980,224,22,24,0,0
2023-06-30 23:00,2023-06-30 23:00,TRUE,0028 Davie & Beach,0034 Cordova & Bute,Pay Per Ride,3504,1137,18,16,0,0
2023-06-30 23:00,2023-06-30 23:00,FALSE,0045 Beach & Hornby,0031 Morton & Denman,Community Pass E-bike,1762,432,22,23,0,0
2023-06-30 23:00,2023-06-30 23:00,FALSE,0083 Aquatic Centre,0148 Creekside Park North,Community Pass E-bike,3361,1308,21,22,0,0
2023-06-30 23:00,2023-06-30 23:00,FALSE,0083 Aquatic Centre,0148 Creekside Park North,Community Pass E-bike,3342,1321,22,23,0,0
2023-06-30 23:00,2023-06-30 23:00,FALSE,0352 Commercial & 20th,0352 Commercial & 20th,365 Corporate Plus Renewal,0,17,20,20,0,0
2023-06-30 23:00,2023-06-30 23:00,FALSE,0011 Ontario & Seawall,0150 Alexander & Main,365 Corporate Plus Renewal,2113,941,21,21,0,0
2023-06-30 23:00,2023-06-30 23:00,FALSE,0028 Davie & Beach,0028 Davie & Beach,Pay Per Ride,6040,1998,22,22,0,0
2023-06-30 23:00,2023-06-30 23:00,TRUE,0148 Creekside Park North,0223 Commercial & Adanac,365 Day Pass Plus,2660,740,17,14,0,0
2023-06-30 23:00,2023-06-30 23:00,TRUE,0313 Nelson & Denman,0102 Stanley Park - Second Beach North,365 Day Pass Plus,9409,2843,19,20,0,0
2023-06-30 23:00,2023-06-30 23:00,FALSE,0028 Davie & Beach,0028 Davie & Beach,Community Pass E-bike,5905,2147,22,20,0,0
2023-06-30 23:00,2023-06-30 23:00,FALSE,0460 Trafalgar & Cornwall,0460 Trafalgar & Cornwall,30 Day Pass,1488,1191,21,22,0,0
2023-06-30 23:00,2023-06-30 23:00,FALSE,0104 Stanley Park - Second Beach South,0093 Chilco & Robson,365 Day Pass Standard,976,295,18,20,0,0
2023-06-30 23:00,2023-06-30 23:00,TRUE,0015 Granville & Georgia,0199 Georgia & Main,Community Pass E-bike,1866,414,18,21,0,0
2023-06-30 23:00,2023-06-30 23:00,FALSE,0053 Keefer & Abbott,0055 Keefer & Columbia,30 Day Pass,622,334,22,21,0,0
2023-06-30 23:00,2023-06-30 23:00,FALSE,0053 Keefer & Abbott,0055 Keefer & Columbia,30 Day Pass,604,326,23,23,0,0
2023-06-30 23:00,2023-06-30 23:00,TRUE,0077 Vanier Park,0642 Franklin & Nanaimo,Pay Per Ride,8644,1971,16,21,0,0
2023-06-30 23:00,2023-06-30 23:00,FALSE,0063 Robson & Granville,0212 Union & Dunlevy,Community Pass,2693,946,23,24,0,0
2023-06-30 23:00,2023-06-30 23:00,FALSE,0002 Burrard Station (Melville & Dunsmuir),0088 Harwood & Bute,30 Day Pass,1558,824,22,22,0,0
2023-06-30 23:00,2023-06-30 23:00,TRUE,0014 Canada Place,0150 Alexander & Main,Pay Per Ride,1404,703,18,21,0,0
2023-06-30 23:00,2023-06-30 23:00,TRUE,0173 Columbia & 1st,0089 Burrard & Drake,Pay Per Ride,5021,1287,18,21,0,0
2023-06-30 23:00,2023-06-30 23:00,TRUE,0212 Union & Dunlevy,0129 Richards & Robson,365 Day Founding Standard,1896,436,17,14,0,0
2023-06-30 23:00,2023-06-30 23:00,FALSE,0063 Robson & Granville,0310 Jervis & Robson,365 Day Pass Standard SALE,925,398,22,23,0,0
2023-06-30 23:00,2023-06-30 23:00,TRUE,0173 Columbia & 1st,0173 Columbia & 1st,Pay Per Ride,0,6,18,15,0,0
2023-06-30 23:00,2023-06-30 23:00,TRUE,0173 Columbia & 1st,0089 Burrard & Drake,Pay Per Ride,5160,1384,18,21,0,0
2023-06-30 23:00,2023-06-30 23:00,TRUE,0196 Hornby & Drake,0177 Quebec & 1st,365 Day Pass Standard,3456,749,19,16,0,0
