Departure,Return,Bike,Electric bike,Departure station,Return station,Membership type,Covered distance (m),Duration (sec.),Departure temperature (C),Return temperature (C),Stopover duration (sec.),Number of stopovers
2023-10-31 23:00,2023-10-31 23:00,1505,FALSE,0126 Thurlow & Pendrell,0092 Chilco & Barclay,Community Pass,2215,584,9,11,0,0
2023-10-31 23:00,2023-10-31 23:00,982,FALSE,0196 Hornby & Drake,0028 Davie & Beach,365 Day Pass Plus,1997,570,10,9,0,0
2023-10-31 23:00,2023-10-31 23:00,307,FALSE,0227 Campbell & Hastings,0227 Campbell & Hastings,365 Day Pass Standard,0,121,6,5,0,0
2023-10-31 23:00,2023-10-31 23:00,30530,TRUE,0045 Beach & Hornby,0039 Helmcken & Burrard,Community Pass E-bike (PWD),729,344,5,2,0,0
2023-10-31 23:00,2023-10-31 23:00,30370,TRUE,0032 Comox & Denman,0002 Burrard Station (Melville & Dunsmuir),365 Day Pass Standard,1972,509,4,1,0,0
2023-10-31 23:00,2023-11-01 8:00,30857,TRUE,0026 Beatty & Robson,0190 Melville & Bute,30 Day Pass,1694,509,0,2,0,0
2023-10-31 23:00,2023-10-31 23:00,30303,TRUE,0089 Burrard & Drake,0060 Bidwell & Burnaby,365 Day Pass Plus SALE,1216,280,6,2,0,0
2023-10-31 23:00,2023-10-31 23:00,84,FALSE,0058 Richards & Smithe,0005 Dunsmuir & Beatty,365 Corporate Plus Renewal,982,412,10,8,0,0
2023-10-31 23:00,2023-10-31 23:00,308,FALSE,0037 Hornby & Nelson,0310 Jervis & Robson,365 Day Pass Plus,955,350,9,9,0,0
2023-10-31 23:00,2023-10-31 23:00,30690,TRUE,0310 Jervis & Robson,0037 Hornby & Nelson,365 Corporate Plus Renewal,2081,601,4,8,0,0
2023-10-31 23:00,2023-10-31 23:00,864,FALSE,0140 Burrard & 7th,0065 Cypress & Cornwall,365 Day Pass Standard,1006,268,7,9,0,0
2023-10-31 23:00,2023-10-31 23:00,2058,FALSE,0207 Alberni & Jervis,0187 Bute & Davie,365 Day Pass Standard,1008,476,9,9,0,0
2023-10-31 23:00,2023-10-31 23:00,30857,TRUE,0006 Olympic Village Station,0026 Beatty & Robson,365 Day Pass Plus SALE,1457,308,3,0,0,0
2023-10-31 23:00,2023-10-31 23:00,30829,TRUE,0249 7th & Woodland,0244 10th & Commercial,Community Pass E-bike,556,317,1,0,0,0
2023-10-31 23:00,2023-10-31 23:00,30519,TRUE,0028 Davie & Beach,0196 Hornby & Drake,30 Day Pass,1930,526,3,1,0,0
2023-10-31 23:00,2023-10-31 23:00,30303,TRUE,0089 Burrard & Drake,0089 Burrard & Drake,Pay Per Ride,0,8,6,2,0,0
2023-10-31 23:00,2023-10-31 23:00,30303,TRUE,0089 Burrard & Drake,0089 Burrard & Drake,Pay Per Ride,0,9,6,3,0,0
2023-10-31 23:00,2023-10-31 23:00,30495,TRUE,0028 Davie & Beach,0196 Hornby & Drake,30 Day Pass,1913,576,1,-1,0,0
2023-10-31 23:00,2023-10-31 23:00,127,FALSE,0039 Helmcken & Burrard,0045 Beach & Hornby,Community Pass E-bike (PWD),920,485,10,10,0,0
2023-10-31 23:00,2023-10-31 23:00,30050,TRUE,0066 Anderson & 2nd,0070 10th & Granville,365 Day Pass Standard,1094,262,4,8,0,0
2023-10-31 23:00,2023-10-31 23:00,1663,FALSE,0187 Bute & Davie,0096 Nicola & Robson,365 Day Pass Standard,961,239,9,10,0,0
2023-10-31 23:00,2023-10-31 23:00,1996,FALSE,0187 Bute & Davie,0096 Nicola & Robson,365 Day Pass Standard,984,256,8,10,0,0
2023-10-31 23:00,2023-10-31 23:00,492,FALSE,0057 Marinaside & Cooperage,0057 Marinaside & Cooperage,365 Day Pass Standard,2558,1007,9,10,0,0
2023-10-31 23:00,2023-10-31 23:00,1701,FALSE,0130 Heather & 16th,0255 18th & Main,365 Day Pass Plus,2238,583,6,8,0,0
2023-10-31 23:00,2023-10-31 23:00,30184,TRUE,0057 Marinaside & Cooperage,0057 Marinaside & Cooperage,365 Day Pass Standard,0,8,5,2,0,0
2023-10-31 22:00,2023-10-31 23:00,30410,TRUE,0040 Cardero & Davie,0035 Hastings & Broughton,365 Corporate Plus,1131,240,4,8,0,0
2023-10-31 22:00,2023-10-31 23:00,30523,TRUE,0040 Cardero & Davie,0035 Hastings & Broughton,365 Day Pass Standard,1263,369,3,6,0,0
2023-10-31 22:00,2023-10-31 23:00,30169,TRUE,0040 Cardero & Davie,0035 Hastings & Broughton,365 Day Pass Standard,1222,326,5,2,0,0
2023-10-31 22:00,2023-10-31 23:00,30726,TRUE,0218 Carrall & Seawall,0143 South False Creek Seawall,Community Pass E-bike (PWD),2921,747,3,1,0,0
2023-10-31 22:00,2023-10-31 23:00,30101,TRUE,0012 Dunsmuir & Richards,0198 5th & Main,365 Day Founding Standard,3518,799,4,8,0,0
2023-10-31 22:00,2023-10-31 23:00,30837,TRUE,0187 Bute & Davie,0126 Thurlow & Pendrell,Community Pass E-bike (PWD),608,1271,2,0,0,0
2023-10-31 22:00,2023-10-31 22:00,30289,TRUE,0024 Hornby & Pender,0187 Bute & Davie,Community Pass E-bike,1776,444,6,3,0,0
2023-10-31 22:00,2023-10-31 22:00,1996,FALSE,0088 Harwood & Bute,0187 Bute & Davie,Community Pass E-bike (PWD),283,153,8,8,0,0
2023-10-31 22:00,2023-10-31 22:00,30749,TRUE,0088 Harwood & Bute,0088 Harwood & Bute,Community Pass E-bike (PWD),0,7,4,7,0,0
2023-10-31 22:00,2023-10-31 23:00,962,FALSE,0015 Granville & Georgia,0088 Harwood & Bute,Community Pass E-bike,1784,615,11,10,0,0
2023-10-31 22:00,2023-10-31 22:00,30321,TRUE,0098 Carrall & Hastings,0064 Expo & Smithe,365 Corporate Standard,1291,368,6,3,0,0
2023-10-31 22:00,2023-10-31 22:00,30888,TRUE,0054 Expo & Carrall,0054 Expo & Carrall,Community Pass E-bike (PWD),0,10,3,0,0,0
2023-10-31 22:00,2023-10-31 22:00,30541,TRUE,0139 Burrard & 4th,0088 Harwood & Bute,VIP,2221,413,4,9,0,0
2023-10-31 22:00,2023-10-31 22:00,30154,TRUE,0211 14th & Alder,0130 Heather & 16th,365 Day Pass Plus,2091,698,3,7,0,0
2023-10-31 22:00,2023-10-31 22:00,30893,TRUE,0217 Smithe & Burrard,0012 Dunsmuir & Richards,365 Day Founding Standard,1078,464,5,9,0,0
2023-10-31 22:00,2023-10-31 22:00,30154,TRUE,0211 14th & Alder,0211 14th & Alder,365 Day Pass Plus,0,6,2,6,0,0
2023-10-31 22:00,2023-10-31 22:00,30751,TRUE,0054 Expo & Carrall,0054 Expo & Carrall,Community Pass E-bike (PWD),0,14,3,7,0,0
2023-10-31 22:00,2023-10-31 22:00,1663,FALSE,0187 Bute & Davie,0187 Bute & Davie,365 Day Founding Standard,0,28,9,9,0,0
2023-10-31 22:00,2023-10-31 22:00,1421,FALSE,0002 Burrard Station (Melville & Dunsmuir),0200 Cardero & Bayshore,365 Day Pass Plus,1055,271,10,12,0,0
2023-10-31 22:00,2023-10-31 22:00,491,FALSE,0150 Alexander & Main,0098 Carrall & Hastings,365 Corporate Standard,596,190,9,10,0,0
2023-10-31 22:00,2023-10-31 22:00,30485,TRUE,0011 Ontario & Seawall,0017 Marinaside & Davie,365 Day Founding Plus,1818,397,1,0,0,0
2023-10-31 22:00,2023-10-31 22:00,30437,TRUE,0261 8th & Fraser,0532 22nd & Cambie,VIP,3320,800,1,0,0,0
2023-10-31 22:00,2023-10-31 22:00,792,FALSE,0172 10th & Columbia,0173 Columbia & 1st,365 Day Pass Standard,1025,380,6,6,0,0
2023-10-31 22:00,2023-10-31 22:00,1527,FALSE,0058 Richards & Smithe,0082 Richards & Davie,365 Day Pass Plus,555,177,10,10,0,0
2023-10-31 22:00,2023-10-31 22:00,1632,FALSE,0138 Richards & Helmcken,0248 St George & Broadway,365 Day Pass Standard,3800,977,10,11,0,0
2023-10-31 22:00,2023-10-31 22:00,30674,TRUE,0222 Adanac & McLean,0215 Princess & Union,Pay Per Ride,1372,309,4,0,0,0
2023-10-31 22:00,2023-10-31 22:00,1883,FALSE,0053 Keefer & Abbott,0177 Quebec & 1st,365 Day Pass Standard,1509,697,10,10,0,0
2023-10-31 22:00,2023-10-31 22:00,47,FALSE,0009 Spyglass & Seawall,0066 Anderson & 2nd,Pay Per Ride,2252,639,8,8,0,0
2023-10-31 22:00,2023-10-31 22:00,666,FALSE,0177 Quebec & 1st,0212 Union & Dunlevy,30 Day Pass,1357,522,8,9,0,0
2023-10-31 22:00,2023-10-31 22:00,30691,TRUE,0016 Pender & Burrard,0016 Pender & Burrard,Pay Per Ride,0,12,0,2,0,0
2023-10-31 22:00,2023-10-31 22:00,30303,TRUE,0112 10th & Oak,0089 Burrard & Drake,365 Corporate Standard,3738,804,5,9,0,0
2023-10-31 22:00,2023-10-31 22:00,30691,TRUE,0016 Pender & Burrard,0016 Pender & Burrard,Pay Per Ride,0,8,5,1,0,0
2023-10-31 22:00,2023-10-31 22:00,839,FALSE,0009 Spyglass & Seawall,0066 Anderson & 2nd,Pay Per Ride,0,644,8,7,0,0
2023-10-31 22:00,2023-10-31 22:00,30154,TRUE,0106 Heather & 14th,0211 14th & Alder,365 Corporate Plus,880,202,2,-1,0,0
2023-10-31 22:00,2023-10-31 22:00,481,FALSE,0026 Beatty & Robson,0058 Richards & Smithe,365 Corporate Plus Renewal,575,519,9,9,0,0
2023-10-31 22:00,2023-10-31 22:00,30264,TRUE,0110 5th & Arbutus,0152 Arbutus Greenway & 14th,30 Day Pass,980,222,1,5,0,0
2023-10-31 22:00,2023-10-31 22:00,30797,TRUE,0213 Pender & Gore,0266 St Catherines & 7th,365 Day Pass Standard,3760,1013,4,8,0,0
2023-10-31 22:00,2023-10-31 22:00,30226,TRUE,0233 Thornton & National,0278 15th & Victoria (Trout Lake),UBC Inclusive Corporate Pass,4261,838,-1,-2,0,0
2023-10-31 22:00,2023-10-31 22:00,2172,FALSE,0010 Stamps Landing,0006 Olympic Village Station,365 Day Pass Standard,532,239,8,8,0,0
2023-10-31 22:00,2023-10-31 22:00,1169,FALSE,0063 Robson & Granville,0041 Cardero & Robson,365 Corporate Plus Renewal,1298,343,10,12,0,0
2023-10-31 22:00,2023-10-31 22:00,1908,FALSE,0124 Richards & Cordova,0205 Pine & 10th,365 Day Pass Standard,4649,1353,10,11,0,0
2023-10-31 22:00,2023-10-31 22:00,158,FALSE,0144 Wylie & 2nd,0144 Wylie & 2nd,VIP,4,16,7,7,0,0
2023-10-31 22:00,2023-10-31 22:00,30251,TRUE,0631 Lakewood & Triumph,0221 Glen & Union,Pay Per Ride,2396,738,0,-1,0,0
2023-10-31 22:00,2023-10-31 22:00,177,FALSE,0081 7th & Heather,0415 Dunbar & Broadway,Pay Per Ride,4976,1394,6,9,0,0
2023-10-31 22:00,2023-10-31 22:00,416,FALSE,0452 8th & Macdonald,0191 7th & Laurel,30 Day Pass,3422,869,4,9,0,0
2023-10-31 22:00,2023-10-31 23:00,1852,FALSE,0130 Heather & 16th,0070 10th & Granville,365 Day Pass Standard,4682,2036,6,7,0,0
2023-10-31 22:00,2023-10-31 22:00,30747,TRUE,0057 Marinaside & Cooperage,0212 Union & Dunlevy,UBC Inclusive Corporate Pass,1669,498,5,2,0,0
2023-10-31 22:00,2023-10-31 22:00,832,FALSE,0122 Haro & Denman,0002 Burrard Station (Melville & Dunsmuir),30 Day Pass,1964,531,8,11,0,0
2023-10-31 22:00,2023-10-31 22:00,30184,TRUE,0057 Marinaside & Cooperage,0057 Marinaside & Cooperage,UBC Inclusive Corporate Pass,0,8,5,2,0,0
2023-10-31 22:00,2023-10-31 22:00,30415,TRUE,0036 Bute & Robson,0083 Aquatic Centre,365 Corporate Plus,1159,231,3,0,0,0
2023-10-31 22:00,2023-10-31 22:00,1272,FALSE,0005 Dunsmuir & Beatty,0173 Columbia & 1st,365 Day Pass Plus,2499,578,9,11,0,0
2023-10-31 22:00,2023-10-31 22:00,30415,TRUE,0036 Bute & Robson,0036 Bute & Robson,365 Corporate Plus,0,6,3,0,0,0
2023-10-31 22:00,2023-10-31 22:00,1338,FALSE,0026 Beatty & Robson,0082 Richards & Davie,30 Day Pass,1078,472,8,10,0,0
2023-10-31 22:00,2023-10-31 22:00,1740,FALSE,0150 Alexander & Main,0253 Charles & Woodland,365 Day Founding Plus,3224,1138,9,9,0,0
2023-10-31 22:00,2023-10-31 22:00,440,FALSE,0015 Granville & Georgia,0092 Chilco & Barclay,365 Day Pass Standard,2948,861,11,10,0,0
2023-10-31 22:00,2023-10-31 22:00,30887,TRUE,0244 10th & Commercial,0244 10th & Commercial,VIP,0,22,1,5,0,0
2023-10-31 22:00,2023-10-31 22:00,1048,FALSE,0005 Dunsmuir & Beatty,0132 14th & Ontario,Pay Per Ride,3426,1507,9,9,0,0
2023-10-31 22:00,2023-10-31 22:00,1004,FALSE,0005 Dunsmuir & Beatty,0132 14th & Ontario,Pay Per Ride,3687,1528,9,9,0,0
2023-10-31 22:00,2023-10-31 22:00,814,FALSE,0005 Dunsmuir & Beatty,0032 Comox & Denman,365 Day Pass Plus,3158,858,8,10,0,0
2023-10-31 22:00,2023-10-31 23:00,515,FALSE,0053 Keefer & Abbott,0035 Hastings & Broughton,Pay Per Ride,2570,2508,9,7,0,0
2023-10-31 22:00,2023-10-31 22:00,1281,FALSE,0053 Keefer & Abbott,0035 Hastings & Broughton,Pay Per Ride,2577,682,9,12,0,0
2023-10-31 22:00,2023-10-31 23:00,465,FALSE,0283 15th & Knight,0200 Cardero & Bayshore,365 Day Pass Plus,8511,4395,4,10,760,1
2023-10-31 22:00,2023-10-31 22:00,1187,FALSE,0004 Yaletown-Roundhouse Station,0050 Bute & Comox,365 Day Founding Standard,1455,554,11,11,0,0
2023-10-31 22:00,2023-10-31 22:00,107,FALSE,0044 Pacific & Richards,0287 Carolina & Great Northern Way,365 Day Pass Plus,4051,953,10,11,0,0
2023-10-31 22:00,2023-10-31 23:00,30391,TRUE,0089 Burrard & Drake,0159 Vine & 4th,Pay Per Ride,2575,577,0,1,0,0
2023-10-31 22:00,2023-10-31 22:00,489,FALSE,0310 Jervis & Robson,0040 Cardero & Davie,365 Day Pass Standard,990,225,10,12,0,0
2023-10-31 22:00,2023-10-31 22:00,982,FALSE,0015 Granville & Georgia,0196 Hornby & Drake,Pay Per Ride,1517,614,11,10,0,0
2023-10-31 22:00,2023-10-31 22:00,84,FALSE,0096 Nicola & Robson,0058 Richards & Smithe,365 Corporate Plus,1451,864,8,8,0,0
2023-10-31 22:00,2023-10-31 22:00,30612,TRUE,0642 Franklin & Nanaimo,0611 Wall & Eton,VIP,919,270,1,5,0,0
2023-10-31 22:00,2023-10-31 22:00,30145,TRUE,0200 Cardero & Bayshore,0300 Bute & Barclay,365 Day Pass Standard,1342,373,4,0,0,0
2023-10-31 22:00,2023-10-31 22:00,434,FALSE,0218 Carrall & Seawall,0174 1st & Manitoba,30 Day Pass,1155,237,7,10,0,0
2023-10-31 22:00,2023-10-31 22:00,312,FALSE,0053 Keefer & Abbott,0209 Stanley Park - Information Booth,365 Day Pass Standard,3638,909,9,9,0,0
2023-10-31 22:00,2023-10-31 22:00,1820,FALSE,0001 10th & Cambie,0001 10th & Cambie,365 Day Pass Plus,2421,838,7,10,0,0
2023-10-31 22:00,2023-10-31 22:00,953,FALSE,0218 Carrall & Seawall,0192 7th &  Alder,365 Corporate Standard,3593,957,6,9,0,0
2023-10-31 22:00,2023-10-31 22:00,30015,TRUE,0218 Carrall & Seawall,0192 7th &  Alder,365 Corporate Standard Renewal,3512,895,2,7,0,0
2023-10-31 22:00,2023-10-31 22:00,896,FALSE,0053 Keefer & Abbott,0230 Alexander & Railway,365 Corporate Plus Renewal,1815,630,9,9,0,0
2023-10-31 22:00,2023-10-31 23:00,793,FALSE,0174 1st & Manitoba,0174 1st & Manitoba,365 Day Pass Plus,11592,3479,8,10,0,0
2023-10-31 22:00,2023-10-31 22:00,2172,FALSE,0218 Carrall & Seawall,0010 Stamps Landing,365 Day Pass Plus,2074,969,7,8,0,0
2023-10-31 22:00,2023-10-31 22:00,52,FALSE,0313 Nelson & Denman,0092 Chilco & Barclay,Community Pass,910,384,4,10,0,0
2023-10-31 22:00,2023-10-31 22:00,30179,TRUE,0082 Richards & Davie,0050 Bute & Comox,365 Day Pass Standard,1217,420,5,3,0,0
2023-10-31 22:00,2023-10-31 22:00,1399,FALSE,0193 Science World,0083 Aquatic Centre,365 Corporate Plus,4055,1309,9,11,0,0
2023-10-31 22:00,2023-10-31 22:00,30083,TRUE,0193 Science World,0083 Aquatic Centre,365 Corporate Plus,3839,1313,6,9,0,0
2023-10-31 22:00,2023-10-31 22:00,489,FALSE,0063 Robson & Granville,0310 Jervis & Robson,365 Day Pass Plus,904,286,10,12,0,0
2023-10-31 22:00,2023-10-31 22:00,30472,TRUE,0005 Dunsmuir & Beatty,0050 Bute & Comox,365 Corporate Plus,2188,481,4,2,0,0
2023-10-31 22:00,2023-10-31 22:00,1084,FALSE,0310 Jervis & Robson,0058 Richards & Smithe,365 Day Pass Standard,1247,501,9,8,0,0
2023-10-31 22:00,2023-10-31 22:00,2126,FALSE,0196 Hornby & Drake,0079 Nelson & Richards,30 Day Pass,986,491,10,11,0,0
2023-10-31 22:00,2023-10-31 22:00,1838,FALSE,0040 Cardero & Davie,0096 Nicola & Robson,30 Day Pass,659,160,8,9,0,0
2023-10-31 22:00,2023-10-31 22:00,30535,TRUE,0287 Carolina & Great Northern Way,0240 2nd & Commercial,365 Corporate Plus Renewal,2058,591,1,-1,0,0
2023-10-31 22:00,2023-10-31 22:00,1663,FALSE,0005 Dunsmuir & Beatty,0187 Bute & Davie,365 Corporate Plus Renewal,2481,1019,9,11,0,0
2023-10-31 22:00,2023-10-31 22:00,1736,FALSE,0039 Helmcken & Burrard,0354 Station & Terminal,365 Day Pass Plus,3044,746,10,12,0,0
2023-10-31 22:00,2023-10-31 22:00,1528,FALSE,0044 Pacific & Richards,0193 Science World,Community Pass E-bike,4565,1520,9,9,0,0
2023-10-31 22:00,2023-10-31 22:00,779,FALSE,0283 15th & Knight,0170 8th & Yukon,365 Day Pass Standard,3528,1068,5,6,0,0
2023-10-31 22:00,2023-10-31 22:00,30535,TRUE,0287 Carolina & Great Northern Way,0287 Carolina & Great Northern Way,365 Corporate Plus Renewal,0,23,1,4,0,0
2023-10-31 22:00,2023-10-31 22:00,30531,TRUE,0480 Arbutus & Nanton,0565 27th & Main,Community Pass E-bike (PWD),4291,900,2,0,0,0
2023-10-31 22:00,2023-10-31 22:00,1738,FALSE,0193 Science World,0044 Pacific & Richards,Community Pass E-bike,2977,944,9,9,0,0
2023-10-31 22:00,2023-10-31 22:00,1684,FALSE,0057 Marinaside & Cooperage,0087 Broughton & Davie,365 Day Pass Plus,4647,1890,11,9,0,0
2023-10-31 22:00,2023-10-31 22:00,30595,TRUE,0040 Cardero & Davie,0200 Cardero & Bayshore,365 Day Pass Plus,972,180,4,8,0,0
2023-10-31 22:00,2023-10-31 22:00,1710,FALSE,0715 Trimble & 8th,0076 Cypress & 4th,365 Day Pass Plus SALE,6532,2187,5,8,0,0
